seed,Method,StepSize,N,nBatch,Time,RMSEphi1,RMSEphi2,RMSEphi3,RMSEphi1.avg,RMSEphi2.avg,RMSEphi3.avg
5,OnlineFPCA-sgd,0.1,0,5,110.719143390656,0.16183457234446644,0.14131841900870334,0.3218701125723339,0.16183457234446644,0.14131841900870334,0.3218701125723339
5,OnlineFPCA-sgd,0.1,100,5,0.650311946868896,0.14288139841391134,0.1219442410852055,0.16484180867731632,NA,NA,NA
5,OnlineFPCA-sgd,0.1,200,5,0.445210695266724,0.12004183379063221,0.08404076190410527,0.12306750492566275,NA,NA,NA
5,OnlineFPCA-sgd,0.1,300,5,0.503130912780762,0.10786038177615259,0.07710861778507462,0.10534014465699976,NA,NA,NA
5,OnlineFPCA-sgd,0.1,400,5,0.449692964553833,0.10647760548598544,0.07499342102328321,0.09627590511636952,NA,NA,NA
5,OnlineFPCA-sgd,0.1,500,5,0.497967720031738,0.09243030987373989,0.07365892849208158,0.09297696552592713,NA,NA,NA
5,OnlineFPCA-sgd,0.1,600,5,0.476858854293823,0.08564202875515065,0.045671597291970845,0.08621881912124667,NA,NA,NA
5,OnlineFPCA-sgd,0.1,700,5,0.454116344451904,0.08630506218706685,0.044676355237463064,0.08430241533243474,NA,NA,NA
5,OnlineFPCA-sgd,0.1,800,5,0.478416681289673,0.08432784987878458,0.04266928495432138,0.08404089596308865,NA,NA,NA
5,OnlineFPCA-sgd,0.1,900,5,0.460855960845947,0.08375120613976922,0.041669363166674474,0.08320985181133589,NA,NA,NA
5,OnlineFPCA-sgd,0.1,1000,5,0.642340421676636,0.08185544991303062,0.036306237186209345,0.0809582212113307,NA,NA,NA
5,OnlineFPCA-sgd,0.1,1100,5,0.604426622390747,0.08019270595630996,0.03841592445858866,0.08037834539049363,0.07921756110891952,0.03569574921917926,0.08137204727070578
5,OnlineFPCA-sgd,0.1,1200,5,0.575020790100098,0.960246022933454,0.9359091194163273,0.18171936267010433,0.16905568894234455,0.16827692164767558,0.06088926967740555
5,OnlineFPCA-sgd,0.1,1300,5,0.574646234512329,0.8195399769998702,0.8315654046540624,0.16896588112971547,0.40587177727593915,0.41336418924727564,0.07557362784404238
5,OnlineFPCA-sgd,0.1,1400,5,0.573193073272705,0.9534254304911801,0.8769344833444545,0.1870019512136407,0.5916955330559426,0.5980703679810542,0.10366974897086768
5,OnlineFPCA-sgd,0.1,1500,5,0.563737154006958,0.8059585859462244,0.1888631028981166,0.7735994112880753,0.4545609880319762,0.38121586025630344,0.3001470886495352
5,OnlineFPCA-sgd,0.1,1600,5,0.565916299819946,0.7916893182657015,1.2264534916417764,1.344154009219877,0.4810670350522434,0.7321795265104735,0.7095568977727056
5,OnlineFPCA-sgd,0.1,1700,5,0.56031060218811,0.7446182289015174,0.713622702497717,0.8695142355557403,0.46469507788313685,0.381745336726588,0.48195834187055925
5,OnlineFPCA-sgd,0.1,1800,5,0.550192832946777,0.7191075347567315,0.6999457058984208,0.8318284851355086,0.47296447370742856,0.4032822460439585,0.5302438147801201
5,OnlineFPCA-sgd,0.1,1900,5,0.546413660049438,0.6860819848531671,0.6915286017139287,0.78476659888816,0.47826889627985364,0.4209631350387052,0.5625318784482651
5,OnlineFPCA-sgd,0.1,2000,5,0.544077157974243,0.5346355484917439,0.5868504047547722,0.7855679321629534,0.48057668079945487,0.4354098998682575,0.5849106100794863
5,OnlineFPCA-sgd,0.1,2100,5,0.54238486289978,0.4923789729494392,0.5855139040078565,0.7557043157426454,0.47784751946691945,0.44744448417439087,0.5984732942457593
5,OnlineFPCA-sgd,0.1,2200,5,0.516632318496704,0.42299083319081693,0.5548545006186945,0.6894468176935374,0.4696781919534457,0.4536653703285511,0.6023352704064824
5,OnlineFPCA-sgd,0.1,2300,5,0.49558687210083,0.42196787127012747,0.5546807910904922,0.6880609397364496,0.46507827375933636,0.46036304900686875,0.6082354559257162
5,OnlineFPCA-sgd,0.1,2400,5,0.564576387405396,0.4212945343217264,0.55398095926874,0.6871780391472381,0.46118377540810546,0.4662150646593497,0.6133160112670274
5,OnlineFPCA-sgd,0.1,2500,5,0.58182954788208,0.4199406156406105,0.553845485388777,0.685986001534595,0.4578161965870711,0.4713759081020165,0.6177311513693919
5,OnlineFPCA-sgd,0.1,2600,5,0.587968587875366,0.41910455198174795,0.5535260507927554,0.6853574081451764,0.4548645321793276,0.4759614893095087,0.6215902923458378
5,OnlineFPCA-sgd,0.1,2700,5,0.577507019042969,0.4184997539333976,0.5534787436134186,0.6845070935122305,0.4522678865187728,0.4800513506915099,0.6249817804024178
5,OnlineFPCA-sgd,0.1,2800,5,0.543104887008667,0.4168344410843209,0.553422365601172,0.6832748821446217,0.44993212843619973,0.483733142804357,0.6279633412264686
5,OnlineFPCA-sgd,0.1,2900,5,0.511714696884155,0.41542824545865137,0.5531404203035795,0.6826492488342447,0.44780994692827686,0.4870557917929488,0.6306025340575859
5,OnlineFPCA-sgd,0.1,3000,5,0.514697790145874,0.4145929504447008,0.5528817019442948,0.6814718560095854,0.4458681154263251,0.49005113959431396,0.6329581854999209
5,OnlineFPCA-sgd,0.1,3100,5,0.498490333557129,0.41419131302025686,0.5527039100428461,0.6805338548919052,0.44409656939235825,0.49278302038708144,0.6350384077386085
5,OnlineFPCA-sgd,0.1,3200,5,0.500461101531982,0.41265261125219765,0.5527395571869365,0.6796930743423082,0.4424665563233448,0.49528231275374696,0.6369083692945916
5,OnlineFPCA-sgd,0.1,3300,5,0.500342607498169,0.41216487590380396,0.5522977151754362,0.6788611811964353,0.4409411486351703,0.49757004256515514,0.638590706488759
5,OnlineFPCA-sgd,0.1,3400,5,0.696873188018799,0.4113081433879861,0.5520209248914093,0.6784998340710777,0.43953012014535114,0.49966684459799615,0.6401185924627976
5,OnlineFPCA-sgd,0.1,3500,5,0.528595685958862,0.41101243417043815,0.5519971286755897,0.6779096105938011,0.4382290743375061,0.5016054988478247,0.6415069720478757
5,OnlineFPCA-sgd,0.1,3600,5,0.538257837295532,0.41080383490189926,0.5524041515389555,0.677193980814762,0.43702067929171035,0.5034075273219524,0.64276932459089
5,OnlineFPCA-sgd,0.1,3700,5,0.538700103759766,0.40953110184702984,0.551837128745171,0.6762293329895076,0.4358702660141754,0.5050805149495202,0.6439104928371701
5,OnlineFPCA-sgd,0.1,3800,5,0.543379306793213,0.408591152202996,0.5517088286248782,0.6760312947892746,0.43478999395469303,0.506619987150493,0.6449549846392414
5,OnlineFPCA-sgd,0.1,3900,5,0.542635202407837,0.4076495846611679,0.5513526262593107,0.6753150573693153,0.43375848759659696,0.5080540876069451,0.6459179306104705
5,OnlineFPCA-sgd,0.1,4000,5,0.554721832275391,0.4327782245952028,0.5093890327600887,0.6467997931990555,0.4327782245952028,0.5093890327600887,0.6467997931990555
5,OnlineFPCA-sgd,0.1,4100,5,0.54822850227356,0.4325407131836282,0.5089926022191987,0.6457379591726098,0.4323832546074849,0.5091440533804493,0.6460865455314094
5,OnlineFPCA-sgd,0.1,4200,5,0.554693937301636,0.4317458107582479,0.5089043664524622,0.6447737272610634,0.4320517610116266,0.508993269567958,0.6456378256127796
