seed,Method,StepSize,N,nBatch,Time,RMSEphi1,RMSEphi2,RMSEphi3,RMSEphi1.avg,RMSEphi2.avg,RMSEphi3.avg
53,OnlineFPCA-sgd,0.1,0,5,96.3014135360718,0.2584668176451908,0.25585332824262846,0.23009189202477168,0.2584668176451908,0.25585332824262846,0.23009189202477168
53,OnlineFPCA-sgd,0.1,100,5,0.571614742279053,0.30071317632440814,0.3001402414924518,0.1756812703790139,NA,NA,NA
53,OnlineFPCA-sgd,0.1,200,5,0.450865507125854,0.289923162869075,0.2848750538280578,0.12344678693362689,NA,NA,NA
53,OnlineFPCA-sgd,0.1,300,5,0.442061424255371,0.29923063688816914,0.29424826960069134,0.10700418646230384,NA,NA,NA
53,OnlineFPCA-sgd,0.1,400,5,0.395599842071533,0.2937197996935325,0.293258368545136,0.08633166987229961,NA,NA,NA
53,OnlineFPCA-sgd,0.1,500,5,0.431972980499268,0.28170656808660366,0.2889122756831122,0.0995879196180973,NA,NA,NA
53,OnlineFPCA-sgd,0.1,600,5,0.442718029022217,0.27438544148426197,0.2823222017280314,0.06980388968592051,NA,NA,NA
53,OnlineFPCA-sgd,0.1,700,5,0.430450677871704,0.2716471423226437,0.27771524974427025,0.05697756374361394,NA,NA,NA
53,OnlineFPCA-sgd,0.1,800,5,0.597465991973877,0.270667444201629,0.2762053796236966,0.053212442694873234,NA,NA,NA
53,OnlineFPCA-sgd,0.1,900,5,0.413281679153442,0.27028845001953505,0.2747970001544272,0.05016173969873521,NA,NA,NA
53,OnlineFPCA-sgd,0.1,1000,5,0.40910816192627,0.26959845508167696,0.2743567242223452,0.04670505504413694,NA,NA,NA
53,OnlineFPCA-sgd,0.1,1100,5,0.606971740722656,0.2700004206343958,0.2740690652379661,0.047378220961832244,0.2697987532648934,0.274077784146365,0.04619261483875211
53,OnlineFPCA-sgd,0.1,1200,5,0.5858154296875,0.2702485665262703,0.27347680020902104,0.045536980775260735,0.26953927086302343,0.27370685125135813,0.0455715895020879
53,OnlineFPCA-sgd,0.1,1300,5,0.597073316574097,0.2704318346125584,0.27267494181357194,0.046406220790334636,0.2695907581915151,0.27328631706184764,0.045243424309463334
53,OnlineFPCA-sgd,0.1,1400,5,0.590490341186523,0.2695579047797228,0.2725020991171008,0.044941815995570074,0.26947653172340263,0.27291601384436964,0.04495760389010715
53,OnlineFPCA-sgd,0.1,1500,5,0.583850145339966,0.2694136804550617,0.2724372704723246,0.047121761143327716,0.269270822282709,0.2726525935364357,0.04465308331293018
53,OnlineFPCA-sgd,0.1,1600,5,0.614763975143433,1.4052597029752916,1.3526754682310402,0.4662109054636477,0.49777459166060645,0.5096787546288107,0.15925707277406734
53,OnlineFPCA-sgd,0.1,1700,5,0.575130462646484,0.5247333906166561,0.5845451340147432,0.28474489982957996,0.07762545907308258,0.122596027214071,0.1065339040962752
53,OnlineFPCA-sgd,0.1,1800,5,0.57542610168457,0.5202466977979611,0.5678313020778216,0.2768500974792946,0.04764196265447387,0.12320343452212774,0.13070789805454963
53,OnlineFPCA-sgd,0.1,1900,5,0.588636875152588,0.48454796948398493,0.5288186478563579,0.25448582698653505,0.08501604515269287,0.15282683732590602,0.1461015952318679
53,OnlineFPCA-sgd,0.1,2000,5,0.591294288635254,0.4798141094264311,0.5255694160960187,0.26093657094544864,0.12224365213259814,0.18297384931528043,0.15687998045246784
53,OnlineFPCA-sgd,0.1,2100,5,0.595372676849365,0.467191593032871,0.511484816745371,0.2577034394094827,0.15303905038285526,0.2093762574063003,0.16501952882290918
53,OnlineFPCA-sgd,0.1,2200,5,0.574818134307861,0.4611807094884929,0.49323621367942305,0.251316709956453,0.1784959015015248,0.23141169802704875,0.17141797001315684
53,OnlineFPCA-sgd,0.1,2300,5,0.598497867584229,0.44926463638634995,0.488068976804126,0.25004276658142166,0.19946750949824513,0.2502356925416454,0.17673807860453555
53,OnlineFPCA-sgd,0.1,2400,5,0.591904878616333,0.4406553709103892,0.4782449089936535,0.24666357068899614,0.21681099558539316,0.26590890958712704,0.18069225666035565
53,OnlineFPCA-sgd,0.1,2500,5,0.583712339401245,0.4381933933828483,0.47487755676888727,0.22841337324908617,0.23091078504267376,0.27896348673275634,0.18382181809756393
53,OnlineFPCA-sgd,0.1,2600,5,0.580042600631714,0.42468269613762166,0.4551761785985799,0.22121909562834816,0.24238917230104312,0.28946019678228063,0.18522555346357472
53,OnlineFPCA-sgd,0.1,2700,5,0.580853462219238,0.4091709157143645,0.4485437073076858,0.2085213481516452,0.2520046918391637,0.29857161282317757,0.18589392577579075
53,OnlineFPCA-sgd,0.1,2800,5,0.58961033821106,0.394198765312148,0.4394910988789095,0.21588891623285392,0.2597256045285391,0.306042422715469,0.1863203772971241
53,OnlineFPCA-sgd,0.1,2900,5,0.594372987747192,0.3858204522081114,0.4235743130065592,0.21535957087872692,0.2658347784235137,0.31212120241456714,0.1866221790495062
53,OnlineFPCA-sgd,0.1,3000,5,0.606761693954468,0.3742692271922462,0.41472665576609324,0.20482803176623685,0.27071976100621814,0.3170096096940183,0.18661688604540078
53,OnlineFPCA-sgd,0.1,3100,5,0.579661130905151,0.35559527573531086,0.3926394978597468,0.2007507601602608,0.27458206640295774,0.3208858008753772,0.18651686466391781
53,OnlineFPCA-sgd,0.1,3200,5,0.773467063903809,0.33855665707551313,0.3900569989617153,0.18919750888042403,0.2773645537916861,0.32357983571183574,0.18608938045715287
53,OnlineFPCA-sgd,0.1,3300,5,0.571100234985352,0.34705564718181703,0.373218583796167,0.18694838538519903,0.2796199699937705,0.32548833810087047,0.18522382619322164
53,OnlineFPCA-sgd,0.1,3400,5,0.581921100616455,0.33235983241069994,0.3630878047515459,0.17903703440241842,0.2813363318436941,0.3269283935077976,0.1843181635075546
53,OnlineFPCA-sgd,0.1,3500,5,0.575429201126099,0.3170779641917104,0.3565982344246596,0.18283401643924024,0.2823682340524142,0.3277154845446198,0.18326098240599392
53,OnlineFPCA-sgd,0.1,3600,5,0.57862377166748,0.306876606998734,0.3444610344332179,0.18952488550593252,0.28290044228609895,0.3280374918220302,0.18224575435466894
53,OnlineFPCA-sgd,0.1,3700,5,0.588708877563477,0.3113071360174798,0.34021662478319503,0.17478826787755058,0.28325802528237226,0.3281033495688509,0.18134858031165346
53,OnlineFPCA-sgd,0.1,3800,5,0.584115505218506,0.3012971739881946,0.3408827447199607,0.1790022356370358,0.28350608662144167,0.32819943903720555,0.18046464996753595
53,OnlineFPCA-sgd,0.1,3900,5,0.598260641098022,0.2934821849526874,0.3358036624576588,0.18307949023071865,0.283401865840658,0.32810740342987815,0.17961427565194413
53,OnlineFPCA-sgd,0.1,4000,5,0.585207939147949,0.28305619138933896,0.3277527685270596,0.17872039432661327,0.28305619138933896,0.3277527685270596,0.17872039432661327
53,OnlineFPCA-sgd,0.1,4100,5,0.57615065574646,0.29476326909274647,0.3367032973857508,0.18731754502018114,0.28351013399286845,0.331137593224622,0.18247124344017127
53,OnlineFPCA-sgd,0.1,4200,5,0.583262920379639,0.2762113175076357,0.32614477231638134,0.1964712526667997,0.27778550744490965,0.3263724213825092,0.18202146503124267
53,OnlineFPCA-sgd,0.1,4300,5,0.594707012176514,0.2730614137475562,0.306847414058422,0.19008942186898348,0.2719256960837128,0.3193009966852382,0.17921544948014928
53,OnlineFPCA-sgd,0.1,4400,5,0.598708152770996,0.2554582079580991,0.3017051183376482,0.1826689244705735,0.2662913276844049,0.31249476073512034,0.17693244216407752
53,OnlineFPCA-sgd,0.1,4500,5,0.584599018096924,0.2473068382681531,0.2921114886764774,0.1803693192766473,0.2599712746810477,0.30583747586911203,0.17441847995034812
53,OnlineFPCA-sgd,0.1,4600,5,0.592672109603882,0.2434187785512879,0.28942710890245965,0.18309229216344947,0.25441145124744197,0.3006041041889754,0.1718058558852693
53,OnlineFPCA-sgd,0.1,4700,5,0.6281898021698,0.2434684890097113,0.28434544159434294,0.1801610620610762,0.25012548064409007,0.2965010353486014,0.1690185739704107
53,OnlineFPCA-sgd,0.1,4800,5,0.569982051849365,0.24432074691659508,0.28192727659461103,0.16595252919036796,0.2474008089281276,0.2931365174740471,0.1666450040643008
53,OnlineFPCA-sgd,0.1,4900,5,0.601830244064331,0.2434664336563399,0.2843991383550246,0.17456066841449938,0.2456461687063711,0.2906857102293429,0.16471214144004057
53,OnlineFPCA-sgd,0.1,5000,5,0.603934764862061,0.23851079151391794,0.28349731166172154,0.18038564486075878,0.24388119890177065,0.2886227749432482,0.16295398814201723
53,OnlineFPCA-sgd,0.1,5100,5,0.125335454940796,0.23336311708825133,0.27043235438182145,0.17961395582096865,0.2417256357847211,0.2866442998728856,0.1620420318029886
53,OnlineFPCA-sgd,0.1,5200,5,0.128432989120483,0.2257268004416915,0.2696153093183923,0.17559475675243777,0.2395102086509032,0.2846452779995809,0.16114910067144467
53,OnlineFPCA-sgd,0.1,5300,5,0.131170749664307,0.24002257718567419,0.26723876696878024,0.16632578751859042,0.23704614493094264,0.2825801652060585,0.16023954240860633
53,OnlineFPCA-sgd,0.1,5400,5,0.129325866699219,0.22102253857887308,0.26577690973335033,0.1643403863719166,0.23489761372265416,0.2806559695916461,0.15914683963101192
53,OnlineFPCA-sgd,0.1,5500,5,0.12788987159729,0.2161420567750553,0.25963694696496126,0.16557852389121022,0.23279255111296432,0.27853302856246714,0.15783291436660044
53,OnlineFPCA-sgd,0.1,5600,5,0.120733737945557,0.21732066622092588,0.25629274726001977,0.15600239603264865,0.23085094968610134,0.2765445842615553,0.1564536154930959
53,OnlineFPCA-sgd,0.1,5700,5,0.12302565574646,0.22559541315066592,0.2591036715796882,0.16439397548213985,0.22895776148345645,0.27464463653580196,0.15540542005385674
53,OnlineFPCA-sgd,0.1,5800,5,0.120935440063477,0.21583622275367073,0.2493948780282898,0.15880025151722887,0.22713580294448696,0.2728215825743635,0.15460719353837396
53,OnlineFPCA-sgd,0.1,5900,5,0.126843690872192,0.21259219325989914,0.24955144208876642,0.16342828945664092,0.22517473957248443,0.27062430796945897,0.15345060338486974
53,OnlineFPCA-sgd,0.1,6000,5,0.124038219451904,0.21225211616568307,0.24524597896025507,0.15726564624257,0.22328395888601846,0.2685223634301372,0.152287755716656
53,OnlineFPCA-sgd,0.1,6100,5,0.123531818389893,0.19978862518461582,0.2307343710353096,0.15041522639701072,0.22147275322917592,0.2664896940278475,0.15107347139499058
53,OnlineFPCA-sgd,0.1,6200,5,0.122043371200562,0.1947831616963503,0.22790722146716846,0.1398526803813558,0.2196695355680303,0.2643436850843338,0.14979603530657687
53,OnlineFPCA-sgd,0.1,6300,5,0.116874694824219,0.19269732099026637,0.22385708163702603,0.15657131346427725,0.21779895949700745,0.2621133860381678,0.14854422228491282
53,OnlineFPCA-sgd,0.1,6400,5,0.128446102142334,0.19257654359519644,0.23008579059796175,0.13516472537264962,0.21614047637062683,0.259988097073352,0.14732638579805019
53,OnlineFPCA-sgd,0.1,6500,5,0.11942982673645,0.211688453358259,0.2196414686330553,0.14425776628903755,0.21462263398408454,0.2579523396952695,0.14597165004347795
53,OnlineFPCA-sgd,0.1,6600,5,0.123238563537598,0.18234259407930878,0.21098008122308115,0.13486571050467636,0.21270436742567053,0.25558461144745676,0.14459116942380718
53,OnlineFPCA-sgd,0.1,6700,5,0.125732421875,0.1774016831503618,0.21428400296637462,0.13682757047251923,0.2107092032447561,0.25334592483431645,0.14332454858817115
53,OnlineFPCA-sgd,0.1,6800,5,0.1187424659729,0.1838111230713577,0.20795357552425647,0.14168826710933233,0.20896827087526088,0.251275452802453,0.14212744463715896
53,OnlineFPCA-sgd,0.1,6900,5,0.118477344512939,0.17922716551998608,0.20102367580811414,0.12495142262492265,0.20718587734167507,0.24909382803369884,0.14085869563751396
53,OnlineFPCA-sgd,0.1,7000,5,0.115562438964844,0.1795640082256993,0.21139900165890257,0.1311905781612076,0.20536182794523108,0.24695541943664906,0.13968938969658418
53,OnlineFPCA-sgd,0.1,7100,5,0.123108148574829,0.18083546930241248,0.2113205594538817,0.13346811211094117,0.20370261750193025,0.24494784060731073,0.13854224192459078
53,OnlineFPCA-sgd,0.1,7200,5,0.119332551956177,0.18032269448269647,0.19357605607239475,0.13437091111272031,0.2021438087526535,0.24300048460454832,0.1375022822106183
53,OnlineFPCA-sgd,0.1,7300,5,0.116210222244263,0.17048819743886542,0.1983261679715106,0.13066430505661536,0.20072053796045158,0.24122844909587135,0.13655290211648574
53,OnlineFPCA-sgd,0.1,7400,5,0.118544340133667,0.17134532500107,0.19112828583912517,0.1294184701197893,0.19931317748269495,0.23945942251796615,0.13556108576103315
53,OnlineFPCA-sgd,0.1,7500,5,0.119059562683105,0.17789462417137092,0.19542011025569297,0.12253089064849926,0.19794966983826823,0.2377448425805788,0.13455410979955443
53,OnlineFPCA-sgd,0.1,7600,5,0.119346857070923,0.17681057753702956,0.187392889031406,0.11948425785986257,0.19666577922406098,0.23600337311999142,0.13334485064692903
53,OnlineFPCA-sgd,0.1,7700,5,0.115927934646606,0.16752167367226292,0.18593549193160833,0.11362754533005875,0.19547895359967757,0.23433936754304968,0.1320828992066252
53,OnlineFPCA-sgd,0.1,7800,5,0.124583959579468,0.15869263785687265,0.18629532683646371,0.11992132671178408,0.19422882246474366,0.2326595538505404,0.1309233182038675
53,OnlineFPCA-sgd,0.1,7900,5,0.116357564926147,0.16311131468560794,0.17910084077521557,0.12331680367413934,0.19290566400102765,0.23100508372262105,0.1298470670733338
53,OnlineFPCA-sgd,0.1,8000,5,0.119475364685059,0.15725173773400544,0.1823143649248639,0.11387225539380035,0.19156149368489445,0.22934786654130063,0.12879719434153386
53,OnlineFPCA-sgd,0.1,8100,5,0.114832878112793,0.15592337025762762,0.1712820648849711,0.11126164566718862,0.1902219216571887,0.22770193421782287,0.12778478751188066
53,OnlineFPCA-sgd,0.1,8200,5,0.118903636932373,0.14545574706493855,0.17957028773002057,0.10790389250360088,0.18888317523497541,0.22605641310854463,0.12677700825028998
53,OnlineFPCA-sgd,0.1,8300,5,0.120449542999268,0.1583556194407354,0.1702896381307985,0.10860265839829167,0.18756746364981985,0.22439099289004774,0.1257412467024635
53,OnlineFPCA-sgd,0.1,8400,5,0.117009162902832,0.15619557124480726,0.16797653234934512,0.10369610505740352,0.18630009236094344,0.22278530299904406,0.12471797085231359
53,OnlineFPCA-sgd,0.1,8500,5,0.119185924530029,0.1487605110493085,0.1708294058379792,0.10550564637570668,0.1849576848403211,0.22114419136727803,0.12368361995301222
53,OnlineFPCA-sgd,0.1,8600,5,0.115281105041504,0.13839182063334152,0.15961245575699354,0.11340242332409768,0.18358452119840069,0.21948649448531193,0.12267034116074187
53,OnlineFPCA-sgd,0.1,8700,5,0.121200561523438,0.14648551715405,0.15791760577550779,0.10118340476224472,0.18224613303150516,0.21782526238890468,0.12170415796253516
53,OnlineFPCA-sgd,0.1,8800,5,0.121925592422485,0.1420574580156939,0.16309175347524646,0.10433521442368116,0.1809767857956,0.2163027174594999,0.12080571337602233
53,OnlineFPCA-sgd,0.1,8900,5,0.117605209350586,0.14074120208926008,0.16544812325755764,0.10815963260660004,0.1796961965469762,0.21483092598813203,0.11993681421453795
53,OnlineFPCA-sgd,0.1,9000,5,0.12456488609314,0.1364309836456345,0.15796970683796158,0.1130715104393273,0.17845054642079103,0.21338287928480978,0.1190894152830197
53,OnlineFPCA-sgd,0.1,9100,5,0.118202924728394,0.13818102794058792,0.16261792521216767,0.1037702808073247,0.17719652449218679,0.21197931156634997,0.1182911679779076
53,OnlineFPCA-sgd,0.1,9200,5,0.118975162506104,0.12770684755665254,0.1574126792159501,0.1055228716553578,0.17591315221022522,0.21058125588667292,0.11756924890682653
53,OnlineFPCA-sgd,0.1,9300,5,0.114462614059448,0.1334046656355063,0.14217672498950176,0.10564979383358206,0.17456597471323942,0.20908619206380769,0.11682343367802868
53,OnlineFPCA-sgd,0.1,9400,5,0.119977235794067,0.12065393336721415,0.14243704919856054,0.1005467897265744,0.1731711231762283,0.20752989196079802,0.11610559623215885
53,OnlineFPCA-sgd,0.1,9500,5,0.118770837783813,0.11548402870963871,0.14308642112034264,0.10503845426346745,0.17169562136457825,0.20594530692267637,0.11538196209210318
53,OnlineFPCA-sgd,0.1,9600,5,0.118634462356567,0.11915294239708173,0.1454554139841702,0.10904664870967054,0.17026593827568937,0.20438835128043437,0.11466603231734404
53,OnlineFPCA-sgd,0.1,9700,5,0.117325782775879,0.12075507276154862,0.1414321613250749,0.11073453154981613,0.16887228180473648,0.20288938835022477,0.11394192005220238
53,OnlineFPCA-sgd,0.1,9800,5,0.118213415145874,0.12560529617125088,0.14150222990105732,0.09693174462177662,0.16758882552828663,0.20147465484885185,0.11324823005103309
53,OnlineFPCA-sgd,0.1,9900,5,0.121266841888428,0.11838400739095761,0.1420766150310201,0.10732155774286015,0.16644301198667905,0.2001416505971223,0.11255188358977707
53,OnlineFPCA-sgd,0.1,10000,5,0.11940336227417,0.11997491831195084,0.14450439694315784,0.11052095192189304,0.16532074548734382,0.19887783882840607,0.11188217797253285
53,OnlineFPCA-sgd,0.1,10100,5,0.12101936340332,0.11810753786410651,0.13433218539478353,0.11114803291261233,0.16416672312670083,0.1976436590221459,0.1113419999909339
53,OnlineFPCA-sgd,0.1,10200,5,0.119974374771118,0.11448523488525783,0.13731041251370965,0.1076929331054448,0.1630224180182086,0.19641991249560017,0.11079673957009524
53,OnlineFPCA-sgd,0.1,10300,5,0.116909027099609,0.13463763305013968,0.13788855158946903,0.09879967780585362,0.1618550857592736,0.19521216471284408,0.11025795962887563
53,OnlineFPCA-sgd,0.1,10400,5,0.114408254623413,0.11903022868127885,0.14075665243901603,0.10099788473823545,0.16075807702076714,0.19404782951242688,0.10971300502515487
53,OnlineFPCA-sgd,0.1,10500,5,0.121741533279419,0.112150733793615,0.1377585720091481,0.1047129476070422,0.15967730978693104,0.1928743538966439,0.10912520466767996
