noise,seed,Method,StepSize,N,Ninit,initMethod,npc,nBatch,Time,RMSEphi1,RMSEphi2,RMSEphi3,RMSEphi1.avg,RMSEphi2.avg,RMSEphi3.avg,tau
0.1,51,OnlineFPCA-sgd,0.1,0,100,face,3,5,0.88382887840271,0.1548889559998421,0.19752741488766742,0.20197326103553023,0.1548889559998421,0.19752741488766742,0.20197326103553023,1.0000000000000004e-6
0.1,51,OnlineFPCA-sgd,0.1,100,100,face,3,5,0.51946496963501,0.1800809567904499,0.6121312985266876,0.9279140387227465,NA,NA,NA,1.7782794100389236e-5
0.1,51,OnlineFPCA-sgd,0.1,200,100,face,3,5,0.375345945358276,0.8837755166143556,0.5574527903755067,0.7732053778102957,NA,NA,NA,1.7782794100389236e-5
0.1,51,OnlineFPCA-sgd,0.1,300,100,face,3,5,0.373393774032593,0.8387778897058236,0.5471038790354015,0.6717613906574075,NA,NA,NA,1.7782794100389236e-5
0.1,51,OnlineFPCA-sgd,0.1,400,100,face,3,5,0.379899501800537,0.5082951115760296,0.6631886917103694,0.8138749994042133,NA,NA,NA,1.7782794100389236e-5
0.1,51,OnlineFPCA-sgd,0.1,500,100,face,3,5,0.540584087371826,0.5125607155584482,0.2986181591637794,0.3603506202057701,NA,NA,NA,1.7782794100389236e-5
0.1,51,OnlineFPCA-sgd,0.1,600,100,face,3,5,0.349254608154297,0.407089122776665,0.27256145022566974,0.3581771856200623,NA,NA,NA,4.042208590598679e-5
0.1,51,OnlineFPCA-sgd,0.1,700,100,face,3,5,0.344082355499268,0.3269108272830082,0.24863368126565505,0.3555911802240287,NA,NA,NA,8.448114384928611e-5
0.1,51,OnlineFPCA-sgd,0.1,800,100,face,3,5,0.343857049942017,0.2551236718708059,0.23307489544749838,0.3549616168405779,NA,NA,NA,1.6532274030098498e-4
0.1,51,OnlineFPCA-sgd,0.1,900,100,face,3,5,0.34228253364563,0.22777830321301262,0.22758494639826532,0.3552273445985106,NA,NA,NA,1.6532274030098498e-4
0.1,51,OnlineFPCA-sgd,0.1,1000,100,face,3,5,0.351602554321289,0.19316428275558536,0.22083204880702115,0.3505405814627577,NA,NA,NA,1.6532274030098498e-4
0.1,51,OnlineFPCA-sgd,0.1,1100,100,face,3,5,0.506004095077515,0.28977012117740153,0.20229137379926931,0.20599519624498355,0.1042973041490594,0.1693502934992817,0.2788312892194913,9.66099014744765e-5
0.1,51,OnlineFPCA-sgd,0.1,1200,100,face,3,5,0.492146730422974,0.46015973877356897,0.17594845179109087,0.2987691772705808,0.061917598557357456,0.16283573680395408,0.2524028422419233,9.66099014744765e-5
0.1,51,OnlineFPCA-sgd,0.1,1300,100,face,3,5,0.491155385971069,0.15391561633005996,0.15848364213111701,0.22588504822817695,0.0507815842584616,0.14077902128207698,0.25666967511959266,9.66099014744765e-5
0.1,51,OnlineFPCA-sgd,0.1,1400,100,face,3,5,0.501815557479858,0.15963058207525585,0.24171292827550084,0.1684893213498366,0.06269470421477537,0.12352719386037771,0.222537001466078,9.66099014744765e-5
0.1,51,OnlineFPCA-sgd,0.1,1500,100,face,3,5,0.486946582794189,0.1392047060678418,0.11964209870733827,0.2931848305137677,0.05621664551690573,0.10232076317223161,0.2097470531449316,9.66099014744765e-5
0.1,51,OnlineFPCA-sgd,0.1,1600,100,face,3,5,0.482357740402222,0.06891273346510057,0.11094335387872183,0.22271027200071758,0.04778539682531347,0.08768794719421931,0.19596603409792174,9.66099014744765e-5
0.1,51,OnlineFPCA-sgd,0.1,1700,100,face,3,5,0.483453989028931,0.13890774541743386,0.12453408446334038,0.35732286085993453,0.03990422844878964,0.07770752332575745,0.19785436112866836,9.66099014744765e-5
0.1,51,OnlineFPCA-sgd,0.1,1800,100,face,3,5,0.502070188522339,0.14148815653431793,0.11971901859895344,0.32344634358518165,0.03223176739010569,0.06583030828206661,0.20201477875906876,6.603011243776155e-5
0.1,51,OnlineFPCA-sgd,0.1,1900,100,face,3,5,0.485089778900146,0.1106440398572216,0.05638182340601778,0.4040467443325552,0.029555484078895182,0.05998716417540226,0.2095408362317264,3.172924488714319e-5
0.1,51,OnlineFPCA-sgd,0.1,2000,100,face,3,5,0.482930898666382,0.17833264138635324,0.23828339277725413,0.3852078448838848,0.02710108012412117,0.05444669096507184,0.21728458221070782,3.172924488714319e-5
0.1,51,OnlineFPCA-sgd,0.1,2100,100,face,3,5,0.495473384857178,0.1370577375696006,0.08880512976267037,0.36434652102153003,0.02521192746298795,0.0501894079692266,0.23079793105675075,3.172924488714319e-5
0.1,51,OnlineFPCA-sgd,0.1,2200,100,face,3,5,0.485779285430908,0.15302462030425268,0.08882657374109715,0.2739777019222425,0.020674951866418333,0.04734184728406446,0.23802594537437965,3.172924488714319e-5
0.1,51,OnlineFPCA-sgd,0.1,2300,100,face,3,5,0.489637851715088,0.10982529795013662,0.09437684126624972,0.27597240361198966,0.020078473869631457,0.04662576494332858,0.23975942148694818,3.172924488714319e-5
0.1,51,OnlineFPCA-sgd,0.1,2400,100,face,3,5,0.480448722839355,0.1117167703735663,0.0943046454304278,0.3398203940048227,0.022294093249513182,0.04668475784302143,0.24517166698953363,1.7029162320172497e-5
0.1,51,OnlineFPCA-sgd,0.1,2500,100,face,3,5,0.492237329483032,0.09873944793102,0.12348660234597021,0.35579967456023714,0.02317743795061643,0.047119739608746436,0.2503907948005069,1.7029162320172497e-5
0.1,51,OnlineFPCA-sgd,0.1,2600,100,face,3,5,0.488046407699585,0.14991169007439542,0.10378805578907098,0.33862434972862954,0.02312759722967271,0.04820689675495625,0.2551718362736809,9.45482332121723e-6
0.1,51,OnlineFPCA-sgd,0.1,2700,100,face,3,5,0.485538244247437,0.11573230901579375,0.08682081062219123,0.3468033979292506,0.020438482421453828,0.047531316802696295,0.2612418957021031,7.099287150433028e-6
0.1,51,OnlineFPCA-sgd,0.1,2800,100,face,3,5,0.643824815750122,0.08007973057443683,0.06766270253479302,0.21383681647586256,0.022280994681248997,0.0463216453219106,0.25987201149394984,5.369130549874598e-6
0.1,51,OnlineFPCA-sgd,0.1,2900,100,face,3,5,0.471068859100342,0.17848644001829075,0.15618185029448992,0.20359807020526086,0.022483221607327804,0.0464248161410564,0.25632712004565295,5.369130549874598e-6
0.1,51,OnlineFPCA-sgd,0.1,3000,100,face,3,5,0.473925828933716,0.057425340866711395,0.13760403772070046,0.17036044724067284,0.02159135592332003,0.04416226895822461,0.25198215612452485,4.114458322381113e-6
0.1,51,OnlineFPCA-sgd,0.1,3100,100,face,3,5,0.500635862350464,0.11557985445702494,0.0718335751759383,0.18151265039218836,0.019432030409825583,0.04435007659495798,0.24853806436842804,4.114458322381113e-6
0.1,51,OnlineFPCA-sgd,0.1,3200,100,face,3,5,0.473924398422241,0.08037921907951807,0.14449917272006757,0.22086401948150397,0.019476416123677832,0.0458692823043039,0.24534352161960166,4.114458322381113e-6
0.1,51,OnlineFPCA-sgd,0.1,3300,100,face,3,5,0.476712703704834,0.11195557985653215,0.17548072855600602,0.25721941946775245,0.018632021970378956,0.04513094243895629,0.24339946396823456,2.500636982039258e-6
0.1,51,OnlineFPCA-sgd,0.1,3400,100,face,3,5,0.470403432846069,0.1673409073872371,0.14458693389683236,0.17396931237012658,0.017594740419809057,0.047196836530016356,0.2401277375384478,2.500636982039258e-6
0.1,51,OnlineFPCA-sgd,0.1,3500,100,face,3,5,0.475054502487183,0.10712106861701012,0.15853186668988112,0.19248069392533818,0.017371853598631855,0.05191268877575395,0.2359751579384899,1.969168609194825e-6
0.1,51,OnlineFPCA-sgd,0.1,3600,100,face,3,5,0.49310302734375,0.09188836486161468,0.10060439588231991,0.19469549168038788,0.016768794900487556,0.05252002623699111,0.23193853537771636,1.969168609194825e-6
0.1,51,OnlineFPCA-sgd,0.1,3700,100,face,3,5,0.475297927856445,0.0779789531732748,0.13217650327514816,0.16540067802632513,0.016545762373247692,0.04975855205983745,0.22824634670212324,1.969168609194825e-6
0.1,51,OnlineFPCA-sgd,0.1,3800,100,face,3,5,0.477875232696533,0.16499233093277607,0.24676447201173476,0.1949560469135969,0.015617608364556189,0.047130515085954804,0.22454848015923579,1.2541721889099428e-6
0.1,51,OnlineFPCA-sgd,0.1,3900,100,face,3,5,0.475589275360107,0.08942059527781338,0.14659253295249275,0.16874705881602314,0.014586710163319189,0.04509003926633947,0.22220483731764923,1.2541721889099428e-6
0.1,51,OnlineFPCA-sgd,0.1,4000,100,face,3,5,0.4803786277771,0.014007489937021673,0.044472596708434044,0.21771891719817946,0.014007489937021673,0.044472596708434044,0.21771891719817946,1.2541721889099428e-6
0.1,51,OnlineFPCA-sgd,0.1,4100,100,face,3,5,0.482931137084961,0.07984340753658307,0.13720068254483309,0.23221021082644636,0.06816441162879804,0.052367660566354675,0.2177615525350427,1.2541721889099428e-6
0.1,51,OnlineFPCA-sgd,0.1,4200,100,face,3,5,0.475367307662964,0.10581385142432692,0.08479299000484848,0.259035140320308,0.06930426218867282,0.059923655482374154,0.2197347473095165,1.2541721889099428e-6
0.1,51,OnlineFPCA-sgd,0.1,4300,100,face,3,5,0.486314296722412,0.10189388235726979,0.06941048383958077,0.20848535067892052,0.053875055671917395,0.04794045642146518,0.2164723320960842,1.2541721889099428e-6
0.1,51,OnlineFPCA-sgd,0.1,4400,100,face,3,5,0.476029634475708,0.08649706420700518,0.15733960619429518,0.15357469534990398,0.049688788897988494,0.03242220207995945,0.20346095876094378,1.2541721889099428e-6
