noise,seed,Method,StepSize,N,Ninit,initMethod,npc,nBatch,Time,RMSEphi1,RMSEphi2,RMSEphi3,RMSEphi1.avg,RMSEphi2.avg,RMSEphi3.avg,tau
0.1,75,OnlineFPCA-sgd,0.1,0,100,face,3,5,1.03070902824402,0.0864837099560486,0.3953081340083106,0.45798549733318733,0.0864837099560486,0.3953081340083106,0.45798549733318733,1.0000000000000016e-5
0.1,75,OnlineFPCA-sgd,0.1,100,100,face,3,5,0.605768918991089,0.7185019279084423,0.9548135169709597,1.0269468008337044,NA,NA,NA,1.0000000000000016e-5
0.1,75,OnlineFPCA-sgd,0.1,200,100,face,3,5,0.435101747512817,0.5111720107126253,0.5179040353199076,1.2481597288026776,NA,NA,NA,1.0000000000000016e-5
0.1,75,OnlineFPCA-sgd,0.1,300,100,face,3,5,0.432826519012451,0.5775314017080733,0.5822809774756018,1.09657216044307,NA,NA,NA,3.79602287608616e-5
0.1,75,OnlineFPCA-sgd,0.1,400,100,face,3,5,0.465412616729736,0.2734706811263842,0.3564815890562791,0.6386460808358102,NA,NA,NA,3.79602287608616e-5
0.1,75,OnlineFPCA-sgd,0.1,500,100,face,3,5,0.602124452590942,0.7139058087305176,0.3386501877486581,0.33758070226229503,NA,NA,NA,9.649236925991814e-5
0.1,75,OnlineFPCA-sgd,0.1,600,100,face,3,5,0.415777444839478,0.518482180954387,0.4094657570763698,0.4834510524529479,NA,NA,NA,2.193368948365227e-4
0.1,75,OnlineFPCA-sgd,0.1,700,100,face,3,5,0.403977870941162,0.3358646853436151,0.2824291596939096,0.44129739739711715,NA,NA,NA,4.5840859888419613e-4
0.1,75,OnlineFPCA-sgd,0.1,800,100,face,3,5,0.412505149841309,0.25804757074263146,0.24300385807460548,0.4192889243823639,NA,NA,NA,8.970684142282806e-4
0.1,75,OnlineFPCA-sgd,0.1,900,100,face,3,5,0.413017988204956,0.1984508157389504,0.2042127983574999,0.3845576201796274,NA,NA,NA,8.970684142282806e-4
0.1,75,OnlineFPCA-sgd,0.1,1000,100,face,3,5,0.409924983978271,0.1626605349274178,0.17065537802075292,0.3416451660732359,NA,NA,NA,5.051469976179733e-4
0.1,75,OnlineFPCA-sgd,0.1,1100,100,face,3,5,0.602167129516602,1.218818858106386,1.2550492062204721,0.7632631017639309,0.8907282585655968,1.0470312995206867,0.7641002368461145,2.951935201482337e-4
0.1,75,OnlineFPCA-sgd,0.1,1200,100,face,3,5,0.610011100769043,0.3331505530589424,0.886639808587069,0.8917381041546043,0.21529499007989306,0.6190049072812929,0.6684160536758639,1.7806651010584076e-4
