noise,seed,Method,StepSize,N,Ninit,initMethod,npc,nBatch,Time,RMSEphi1,RMSEphi2,RMSEphi3,RMSEphi1.avg,RMSEphi2.avg,RMSEphi3.avg,tau
0.1,80,OnlineFPCA-sgd,0.1,0,100,face,3,5,0.982659101486206,0.07581947664508805,0.1473389616408092,0.5723053013949722,0.07581947664508805,0.1473389616408092,0.5723053013949722,1.0000000000000009e-4
0.1,80,OnlineFPCA-sgd,0.1,100,100,face,3,5,0.580810546875,1.176066377106915,1.1943365995757287,0.6288053941992501,NA,NA,NA,5.6234132519034954e-6
0.1,80,OnlineFPCA-sgd,0.1,200,100,face,3,5,0.41974139213562,0.3352884007655072,0.4301668644788401,0.28902419649906774,NA,NA,NA,3.307236545548826e-5
0.1,80,OnlineFPCA-sgd,0.1,300,100,face,3,5,0.426983594894409,0.8638570321380983,0.2807235425539032,0.43519084130306773,NA,NA,NA,8.712372537013564e-6
0.1,80,OnlineFPCA-sgd,0.1,400,100,face,3,5,0.441003561019897,0.413718583609121,0.4592516649922884,0.3190019133585105,NA,NA,NA,2.5929722227580582e-5
0.1,80,OnlineFPCA-sgd,0.1,500,100,face,3,5,0.571683168411255,0.68671762105961065,0.3670852509530165,0.5474373270261179,NA,NA,NA,6.591162418311051e-5
0.1,80,OnlineFPCA-sgd,0.1,600,100,face,3,5,0.396972417831421,0.4071140040003876,0.2160086808467005,0.6356701523762237,NA,NA,NA,1.4982377459313287e-4
0.1,80,OnlineFPCA-sgd,0.1,700,100,face,3,5,0.388715744018555,0.28566387666885407,0.19050392158239338,0.6097250369776513,NA,NA,NA,3.131279242462558e-4
0.1,80,OnlineFPCA-sgd,0.1,800,100,face,3,5,0.387935638427734,0.1680074792909665,0.17854340293837317,0.5740568680670463,NA,NA,NA,6.127659279034217e-4
0.1,80,OnlineFPCA-sgd,0.1,900,100,face,3,5,0.401281356811523,0.09737302358532701,0.12743365843687696,0.5358429392841155,NA,NA,NA,6.127659279034217e-4
0.1,80,OnlineFPCA-sgd,0.1,1000,100,face,3,5,0.398095369338989,0.05818642184990709,0.08647901112820927,0.45853344470730395,NA,NA,NA,3.4505380393901134e-4
0.1,80,OnlineFPCA-sgd,0.1,1100,100,face,3,5,0.579602479934692,1.1430099647220187,1.1136039566644798,0.30377404213817705,0.887579241319583,0.8655058246388889,0.3368016063769691,2.016396167959152e-4
0.1,80,OnlineFPCA-sgd,0.1,1200,100,face,3,5,0.559693813323975,0.5296652003425013,0.22183302286456974,0.3909341306555798,0.05576843188105506,0.08536476269393699,0.27608718628665124,1.2163296417854154e-4
0.1,80,OnlineFPCA-sgd,0.1,1300,100,face,3,5,0.569052934646606,0.162264469890737,0.04457529951332358,0.1663735661167484,0.05732844789828108,0.08157312333545005,0.23631207084229874,1.2163296417854154e-4
0.1,80,OnlineFPCA-sgd,0.1,1400,100,face,3,5,0.570792198181152,0.12136508546121554,0.12526381372370607,0.25722718322318894,0.03957729146472067,0.06080855067859592,0.22235427911834058,7.726474024681401e-5
0.1,80,OnlineFPCA-sgd,0.1,1500,100,face,3,5,0.589953184127808,0.15969891357855578,0.18667854430289288,0.26079993112117533,0.03769822401568366,0.05422494094886923,0.22214660093731986,1.1905837864606857e-4
0.1,80,OnlineFPCA-sgd,0.1,1600,100,face,3,5,0.559135675430298,0.10325601930344125,0.096904117536291,0.20230523760421704,0.0395344554277695,0.05617646068243768,0.2230325103087046,1.1905837864606857e-4
0.1,80,OnlineFPCA-sgd,0.1,1700,100,face,3,5,0.554583787918091,0.085766363230142445,0.10620454331091757,0.20120527001239974,0.04390547824341398,0.0537329952388462,0.21840831157836557,1.1905837864606857e-4
0.1,80,OnlineFPCA-sgd,0.1,1800,100,face,3,5,0.552692413330078,0.12825353426829755,0.07612684199419431,0.24907260636575057,0.045262720296807286,0.0519308310125428,0.21787883186267581,1.1905837864606857e-4
0.1,80,OnlineFPCA-sgd,0.1,1900,100,face,3,5,0.558553695678711,0.11466012877640676,0.05586724236903637,0.18702745768380655,0.04365887960773839,0.051376723142924165,0.21861100084910562,1.1905837864606857e-4
0.1,80,OnlineFPCA-sgd,0.1,2000,100,face,3,5,0.549565315246582,0.0811255678657225,0.07269938016005095,0.19239994256737492,0.0411733194988205,0.05053669765881143,0.2163481873320044,8.360484782187145e-5
0.1,80,OnlineFPCA-sgd,0.1,2100,100,face,3,5,0.563065767288208,0.08552082667702175,0.07347392345686345,0.09344861204233693,0.03925796582724622,0.04649450897688848,0.2064969510474374,5.940977454189344e-5
0.1,80,OnlineFPCA-sgd,0.1,2200,100,face,3,5,0.566728115081787,0.1098288623839938,0.22571269657782547,0.1337260823024707,0.034440658075876256,0.04470333495923619,0.20108363804609725,5.940977454189344e-5
0.1,80,OnlineFPCA-sgd,0.1,2300,100,face,3,5,0.561230659484863,0.12678524611122013,0.13845784982549159,0.3687609733729404,0.030777532808652,0.047110926902123346,0.19889389155742312,5.940977454189344e-5
0.1,80,OnlineFPCA-sgd,0.1,2400,100,face,3,5,0.552016019821167,0.15861361093151907,0.07754988213364121,0.3976240686227268,0.027497964445237996,0.04292423785031279,0.21057370928661073,3.188536940217884e-5
0.1,80,OnlineFPCA-sgd,0.1,2500,100,face,3,5,0.571646928787231,0.203788079077597,0.21570033630589874,0.26889815302105985,0.026034895367175247,0.0374426392913622,0.21666110534969804,1.7415609265028618e-5
0.1,80,OnlineFPCA-sgd,0.1,2600,100,face,3,5,0.55782151222229,0.1164317671182209,0.1984183327561725,0.22081997808245382,0.028426715777003394,0.04192180980137462,0.21627394858868432,9.669383938935378e-6
