noise,seed,Method,StepSize,N,nBatch,Time,RMSEphi1,RMSEphi2,RMSEphi3,RMSEphi1.avg,RMSEphi2.avg,RMSEphi3.avg
0.1,70,OnlineFPCA-sgd,0.2,0,5,9.62634229660034,0.0894008807936033,0.36743942814286806,0.3765794766380056,0.0894008807936033,0.36743942814286806,0.3765794766380056
0.1,70,OnlineFPCA-sgd,0.2,100,5,0.634195804595947,0.9532143172292763,1.0021449855650686,0.9572015125537691,NA,NA,NA
0.1,70,OnlineFPCA-sgd,0.2,200,5,0.498092889785767,0.6214703181324056,0.8616397593858892,0.6550111949693973,NA,NA,NA
0.1,70,OnlineFPCA-sgd,0.2,300,5,0.502313613891602,0.7305238173744877,0.5886260692129416,0.4398824179826906,NA,NA,NA
0.1,70,OnlineFPCA-sgd,0.2,400,5,0.45953631401062,0.884490567717728,0.7383843070197091,0.9276839041811531,NA,NA,NA
0.1,70,OnlineFPCA-sgd,0.2,500,5,0.492517471313477,0.8021481598098761,0.7849924398833577,0.773870158668742,NA,NA,NA
0.1,70,OnlineFPCA-sgd,0.2,600,5,0.503926753997803,0.986934976048374,0.9602803075042172,0.7777901383808599,NA,NA,NA
0.1,70,OnlineFPCA-sgd,0.2,700,5,0.519438982009888,0.9163949700754458,0.9225878980236111,0.725507090585271,NA,NA,NA
0.1,70,OnlineFPCA-sgd,0.2,800,5,0.640307664871216,0.8811478059120849,0.8925888143635595,0.668302169324963,NA,NA,NA
0.1,70,OnlineFPCA-sgd,0.2,900,5,0.462626934051514,0.8703339833023347,0.8696691711060727,0.611173055899068,NA,NA,NA
0.1,70,OnlineFPCA-sgd,0.2,1000,5,0.452545404434204,0.8626670282321808,0.860280191043929,0.5351990440152108,NA,NA,NA
0.1,70,OnlineFPCA-sgd,0.2,1100,5,0.681357622146606,0.6599108904887991,0.4576301442241104,0.4886507150955324,0.28002792917263886,0.24063307759468952,0.3863386553057635
0.1,70,OnlineFPCA-sgd,0.2,1200,5,0.71841835975647,0.3472992303639483,0.36777115990760095,0.3849321599485578,0.18710692060023,0.2600671597363246,0.284938364664739
0.1,70,OnlineFPCA-sgd,0.2,1300,5,0.606969118118286,1.017007881333841,0.5713822139866569,0.48527887909107115,0.1747284108911153,0.25613645052767897,0.2743300357515526
0.1,70,OnlineFPCA-sgd,0.2,1400,5,0.668177843093872,0.582401951930329,0.40324485637098134,0.406427283638387,0.1787840862951994,0.23830289391151438,0.25730847167638093
0.1,70,OnlineFPCA-sgd,0.2,1500,5,0.615252494812012,0.6124867211631647,0.542148626660702,0.349795144595817,0.184231565139695,0.23777641645451641,0.24758746383784383
0.1,70,OnlineFPCA-sgd,0.2,1600,5,0.606988668441772,0.3692055042498371,0.3690782263145072,0.18085696274956398,0.24128443979154288,0.2725262018302692,0.20888198842492722
0.1,70,OnlineFPCA-sgd,0.2,1700,5,0.636060237884521,0.39686981219793616,0.39378880984126713,0.17002839544044293,0.2509906342404486,0.2779386648005006,0.18791641157586644
0.1,70,OnlineFPCA-sgd,0.2,1800,5,0.683026552200317,0.30590326238865756,0.32629496107826145,0.19601485106151928,0.251429593539257,0.2738000381784171,0.17047341257528625
0.1,70,OnlineFPCA-sgd,0.2,1900,5,0.628810405731201,0.24770835874519584,0.3362897490816165,0.2732434106575333,0.2403101543544652,0.2617405498107658,0.15197092584627858
0.1,70,OnlineFPCA-sgd,0.2,2000,5,0.641496658325195,0.6618340320477777,0.32004426146260206,0.28540571213495536,0.23004128109792937,0.24736859583026563,0.14264518427809544
0.1,70,OnlineFPCA-sgd,0.2,2100,5,0.633373975753784,0.228401469796335,0.2532574258283232,0.2601097817828398,0.21575621825590408,0.22835051665763123,0.13914172143664216
0.1,70,OnlineFPCA-sgd,0.2,2200,5,0.625208854675293,0.19333558606250137,0.2019705043051816,0.20621274879421303,0.2017325179547352,0.21310305279743458,0.13403499064706698
0.1,70,OnlineFPCA-sgd,0.2,2300,5,0.593168258666992,0.24604210496313922,0.1927040397947544,0.16477570334695482,0.19224881737055738,0.20109101924127867,0.13094543403925274
0.1,70,OnlineFPCA-sgd,0.2,2400,5,0.683411598205566,0.3195238032941125,0.22459710950202305,0.22219920834261048,0.1855245404768877,0.1940395675266026,0.1263169217418761
