noise,seed,Method,StepSize,N,nBatch,Time,RMSEphi1,RMSEphi2,RMSEphi3,RMSEphi1.avg,RMSEphi2.avg,RMSEphi3.avg
0.1,71,OnlineFPCA-sgd,0.2,0,5,9.67358708381653,0.09998432816490538,0.31303803773993255,0.32525084686532685,0.09998432816490538,0.31303803773993255,0.32525084686532685
0.1,71,OnlineFPCA-sgd,0.2,100,5,0.660385608673096,0.9516939053216943,0.8539858646634277,0.7955449670674292,NA,NA,NA
0.1,71,OnlineFPCA-sgd,0.2,200,5,0.558029413223267,0.7233694431542363,0.6045352082647703,0.6431919780773734,NA,NA,NA
0.1,71,OnlineFPCA-sgd,0.2,300,5,0.550868988037109,1.0019456557461373,0.8976846896512561,0.7809891366506108,NA,NA,NA
0.1,71,OnlineFPCA-sgd,0.2,400,5,0.479249954223633,0.5545914237572853,0.5686463908854303,0.699113650335326,NA,NA,NA
0.1,71,OnlineFPCA-sgd,0.2,500,5,0.518193006515503,0.7933639619492587,0.7396484200813005,0.7999565312972647,NA,NA,NA
0.1,71,OnlineFPCA-sgd,0.2,600,5,0.747318029403687,0.5107483087906165,0.6066385880663998,0.6688639876970938,NA,NA,NA
0.1,71,OnlineFPCA-sgd,0.2,700,5,0.501733064651489,0.39330108149941,0.5406731414890303,0.6306045849005251,NA,NA,NA
0.1,71,OnlineFPCA-sgd,0.2,800,5,0.501915454864502,0.28636415104789387,0.48346416760782884,0.5925559896075305,NA,NA,NA
0.1,71,OnlineFPCA-sgd,0.2,900,5,0.462514162063599,0.243767127175129,0.44089837438087065,0.5692577731063803,NA,NA,NA
0.1,71,OnlineFPCA-sgd,0.2,1000,5,0.478354454040527,0.2254822403752997,0.4039224288934476,0.5446746364647057,NA,NA,NA
0.1,71,OnlineFPCA-sgd,0.2,1100,5,0.745015621185303,0.21402176179326335,0.39299966578217943,0.5315907728729179,0.21772537238340434,0.39683172139538014,0.5370046910460431
0.1,71,OnlineFPCA-sgd,0.2,1200,5,0.699486255645752,0.46123308336988156,0.4108222940135497,0.4374407156705085,0.17461113792219032,0.38906878225471964,0.510839890660073
0.1,71,OnlineFPCA-sgd,0.2,1300,5,0.656720161437988,0.21167671031075574,0.3834234058835981,0.5089410483019325,0.21268976381605073,0.39074183052994854,0.5243436562972338
0.1,71,OnlineFPCA-sgd,0.2,1400,5,0.728521585464478,0.20900514773447304,0.3713339737132835,0.4931080758396254,0.21179835425827917,0.38648439700269893,0.5177734323769836
0.1,71,OnlineFPCA-sgd,0.2,1500,5,0.666666984558105,0.2071369124869841,0.3648790740142893,0.48652740548190015,0.2103351758884434,0.3824234157802923,0.5119055492106027
0.1,71,OnlineFPCA-sgd,0.2,1600,5,0.680416822433472,0.2072507738792308,0.3670947115703432,0.47643923348718126,0.20915982384530044,0.3794910898797685,0.5064726809225786
0.1,71,OnlineFPCA-sgd,0.2,1700,5,0.666926622390747,0.20822930554992078,0.35477454079612647,0.4647594606637834,0.20808826598877952,0.37623265162527075,0.5008655814695782
0.1,71,OnlineFPCA-sgd,0.2,1800,5,0.690490007400513,0.20444899208025416,0.34855923015883833,0.4518610561680895,0.20726457571323204,0.37285604505670505,0.4953370980204472
0.1,71,OnlineFPCA-sgd,0.2,1900,5,0.682334899902344,0.20402478291050077,0.3439528831765367,0.44674699660923317,0.20635779615740446,0.36928210482786505,0.48974594854648557
0.1,71,OnlineFPCA-sgd,0.2,2000,5,0.711958169937134,0.20138503507966396,0.3393815680093798,0.43749532480406866,0.20539660141969876,0.36539172049517826,0.4844186601908063
0.1,71,OnlineFPCA-sgd,0.2,2100,5,0.694725513458252,0.46250984984463683,0.7828691954394807,0.6020578855198163,0.19913924840512615,0.333201977568491,0.46925631086866354
0.1,71,OnlineFPCA-sgd,0.2,2200,5,0.639545202255249,0.5085632085168001,0.4818592374356675,0.28113004625583987,0.1839249191124495,0.3026554040662713,0.43805524120928796
0.1,71,OnlineFPCA-sgd,0.2,2300,5,0.656301975250244,0.4374927554998876,0.5746805755625857,0.3655643499339486,0.1775990541617962,0.28152870421575305,0.39976783410077826
0.1,71,OnlineFPCA-sgd,0.2,2400,5,0.640247821807861,0.6673083686674042,0.4603450439205501,0.5099176090587489,0.18177245031364428,0.2674963594646597,0.3789876040786297
0.1,71,OnlineFPCA-sgd,0.2,2500,5,0.669752359390259,0.2544527068726518,0.35356252134167904,0.3850853732663297,0.17718258092116765,0.2400343344617591,0.3502877042914537
0.1,71,OnlineFPCA-sgd,0.2,2600,5,0.676903009414673,0.46106605773416826,0.4994325912222488,0.4907556219010767,0.17260330816756725,0.22669445902424717,0.3316111204253801
0.1,71,OnlineFPCA-sgd,0.2,2700,5,0.678430795669556,0.4399733283744908,0.5114419793054474,0.4492016894148185,0.15653921478714639,0.2159170210397279,0.3152671077283867
0.1,71,OnlineFPCA-sgd,0.2,2800,5,0.709961414337158,0.6652259806674752,0.7269108596472423,0.3850637932371985,0.14219314388455684,0.20091209443475938,0.2961908506408593
0.1,71,OnlineFPCA-sgd,0.2,2900,5,0.660457372665405,0.7453891714565456,0.4347042175675473,0.40101519545810144,0.13104949440483651,0.17780077474855815,0.273689747364208
0.1,71,OnlineFPCA-sgd,0.2,3000,5,0.712900876998901,0.6973181223269287,0.8518085659002355,0.77798065172987,0.12788902331992985,0.16483966633134156,0.25902926493775674
0.1,71,OnlineFPCA-sgd,0.2,3100,5,0.908294677734375,0.37400208526902023,0.4457665564180113,0.6386586223315475,0.11420232729545582,0.16408501563183078,0.2543592271257732
0.1,71,OnlineFPCA-sgd,0.2,3200,5,0.665159702301025,0.41129164729661133,0.48819588480130227,0.4892182504278146,0.10943747906277991,0.17028922330333604,0.25563250006804156
0.1,71,OnlineFPCA-sgd,0.2,3300,5,0.655152082443237,0.7669992704457544,0.49571029923514426,0.3640876914933896,0.10703732042046857,0.1689875325869066,0.25298788853191084
0.1,71,OnlineFPCA-sgd,0.2,3400,5,0.680632352828979,0.6150996829139653,0.42202067398841153,0.4360140281330553,0.10532211262121204,0.16550093206328037,0.2477770346571194
0.1,71,OnlineFPCA-sgd,0.2,3500,5,0.645689487457275,0.48173298451733093,0.47770220470890484,0.39932894769274263,0.10119849704381637,0.1606365744609756,0.23965715597557175
0.1,71,OnlineFPCA-sgd,0.2,3600,5,0.712173461914062,0.47230676655582393,0.6165883869988532,0.6378208117530727,0.09800076311204596,0.1543793109488972,0.23219507280814528
0.1,71,OnlineFPCA-sgd,0.2,3700,5,0.652983665466309,0.3858236615315662,0.524295501917539,0.622028410687493,0.08898288891964502,0.14785925121774657,0.22747858691913878
0.1,71,OnlineFPCA-sgd,0.2,3800,5,0.620477914810181,0.4549858195479217,0.6274352386873243,0.5379750863899054,0.08430225793025768,0.14061253944200672,0.21854532974140697
0.1,71,OnlineFPCA-sgd,0.2,3900,5,0.644525766372681,0.42681457613863844,0.4033111961380834,0.4898162124057073,0.08365778243701605,0.13266116166749994,0.21099059669952053
0.1,71,OnlineFPCA-sgd,0.2,4000,5,0.616853952407837,0.08520152004155207,0.12541735277085006,0.20484820562602504,0.08520152004155207,0.12541735277085006,0.20484820562602504
0.1,71,OnlineFPCA-sgd,0.2,4100,5,0.685492515563965,0.3811839244743608,0.39325318434283824,0.3903860843644692,0.21578794936360282,0.25002822630132077,0.26209135228376507
0.1,71,OnlineFPCA-sgd,0.2,4200,5,0.693648815155029,0.4828075533429162,0.4691387498137566,0.3588513372061697,0.2004833746860789,0.31612064589585165,0.2684356542348438
0.1,71,OnlineFPCA-sgd,0.2,4300,5,0.632728815078735,0.7475635126027309,0.4354862966465341,0.4666997476930483,0.19334419981955406,0.2523874793849357,0.23834577291008377
