noise,seed,Method,StepSize,N,nBatch,Time,RMSEphi1,RMSEphi2,RMSEphi3,RMSEphi1.avg,RMSEphi2.avg,RMSEphi3.avg
0.1,59,OnlineFPCA-sgd,0.2,0,5,9.0804922580719,0.1342283464241294,0.1289975939357787,0.17907639949062465,0.1342283464241294,0.1289975939357787,0.17907639949062465
0.1,59,OnlineFPCA-sgd,0.2,100,5,0.47144889831543,0.9743506109244826,0.7892715804213876,0.8687698117366551,NA,NA,NA
0.1,59,OnlineFPCA-sgd,0.2,200,5,0.375291109085083,0.7666312805571206,0.964822199201596,0.590774826455354,NA,NA,NA
0.1,59,OnlineFPCA-sgd,0.2,300,5,0.36890983581543,0.6161238071150908,0.4716707567560902,0.7562713784935639,NA,NA,NA
0.1,59,OnlineFPCA-sgd,0.2,400,5,0.366135597229004,0.7412136130012926,0.7018170661519237,0.6434124365533058,NA,NA,NA
0.1,59,OnlineFPCA-sgd,0.2,500,5,0.376002073287964,1.0107672945004134,0.6990652552725339,0.7069234413309313,NA,NA,NA
0.1,59,OnlineFPCA-sgd,0.2,600,5,0.516923189163208,0.7736894215356523,0.5890110707339304,0.6625545019070844,NA,NA,NA
0.1,59,OnlineFPCA-sgd,0.2,700,5,0.347245693206787,0.6041843225344844,0.5022877586384015,0.6136763336895934,NA,NA,NA
0.1,59,OnlineFPCA-sgd,0.2,800,5,0.349301815032959,0.4922631214311533,0.4323915374313052,0.5883057295867621,NA,NA,NA
0.1,59,OnlineFPCA-sgd,0.2,900,5,0.347085475921631,0.3795689698855237,0.3587461780405764,0.5349999809508851,NA,NA,NA
0.1,59,OnlineFPCA-sgd,0.2,1000,5,0.350088834762573,0.31666362838030637,0.2899689996448596,0.4815893958913782,NA,NA,NA
0.1,59,OnlineFPCA-sgd,0.2,1100,5,0.50727653503418,0.8169856213699069,0.763520133018976,0.5109703726148865,0.43605085468711074,0.5217294728983891,0.33937423012387335
0.1,59,OnlineFPCA-sgd,0.2,1200,5,0.473119974136353,0.4213190342263791,0.3201425929918319,0.3708868712952944,0.25310317665048426,0.244000657538105,0.2991750793633007
0.1,59,OnlineFPCA-sgd,0.2,1300,5,0.47288179397583,0.3707255411265074,0.33338573103772345,0.42499790854051167,0.19148038293163472,0.17969339167680984,0.23479567490357275
