noise,seed,Method,StepSize,N,nBatch,Time,RMSEphi1,RMSEphi2,RMSEphi3,RMSEphi1.avg,RMSEphi2.avg,RMSEphi3.avg
0.1,9,OnlineFPCA-sgd,0.2,0,5,9.90211248397827,0.1268996213743626,0.10945939352562041,0.1591605566067427,0.1268996213743626,0.10945939352562041,0.1591605566067427
0.1,9,OnlineFPCA-sgd,0.2,100,5,0.673625707626343,0.6794207025790393,0.8199459114897396,0.8296730698445715,NA,NA,NA
0.1,9,OnlineFPCA-sgd,0.2,200,5,0.478794813156128,0.636160726349791,0.8011210950670327,0.7836177650785595,NA,NA,NA
0.1,9,OnlineFPCA-sgd,0.2,300,5,0.477785348892212,0.6810286588313601,0.5850733933462425,0.6818044565531672,NA,NA,NA
0.1,9,OnlineFPCA-sgd,0.2,400,5,0.51282525062561,0.7625108735271671,0.6844492755872116,0.7043734019538317,NA,NA,NA
0.1,9,OnlineFPCA-sgd,0.2,500,5,0.534480810165405,0.9673828989640938,0.7735297107869046,0.5548394358329983,NA,NA,NA
0.1,9,OnlineFPCA-sgd,0.2,600,5,0.639554977416992,0.8305664596378097,0.7750213717521515,0.572167176429174,NA,NA,NA
0.1,9,OnlineFPCA-sgd,0.2,700,5,0.465373039245605,0.7465389134100372,0.7592100819284814,0.5372347919270387,NA,NA,NA
0.1,9,OnlineFPCA-sgd,0.2,800,5,0.427569150924683,0.7231474079942516,0.7432991129425919,0.49474732458274584,NA,NA,NA
0.1,9,OnlineFPCA-sgd,0.2,900,5,0.410953998565674,0.710873488488878,0.72998006637663,0.46078957041973784,NA,NA,NA
0.1,9,OnlineFPCA-sgd,0.2,1000,5,0.505815744400024,0.7072999153243731,0.7173366289250348,0.4454509140803252,NA,NA,NA
0.1,9,OnlineFPCA-sgd,0.2,1100,5,0.640340089797974,0.7043601480024372,0.7140806270096315,0.4379963415687109,0.7059464676413134,0.7152463739535301,0.4413161499780085
0.1,9,OnlineFPCA-sgd,0.2,1200,5,0.66351318359375,0.7024644103281731,0.7124476225603542,0.4323460609255419,0.7045166594275125,0.7142201023586006,0.43810036190485746
