noise,seed,Method,StepSize,N,nBatch,Time,RMSEphi1,RMSEphi2,RMSEphi3,RMSEphi1.avg,RMSEphi2.avg,RMSEphi3.avg
0.1,36,OnlineFPCA-sgd,0.2,0,5,8.64687347412109,0.09745125700421471,0.09646009651800591,0.09210668632324609,0.09745125700421471,0.09646009651800591,0.09210668632324609
0.1,36,OnlineFPCA-sgd,0.2,100,5,0.521938562393188,0.7713027053243774,0.9077204063755385,0.5875796880787338,NA,NA,NA
0.1,36,OnlineFPCA-sgd,0.2,200,5,0.391214609146118,0.8964815583095669,0.7460877658835781,0.753410829674138,NA,NA,NA
0.1,36,OnlineFPCA-sgd,0.2,300,5,0.370379209518433,0.8260037283531931,1.011320252362305,0.906536149994322,NA,NA,NA
0.1,36,OnlineFPCA-sgd,0.2,400,5,0.399985551834106,0.5651153685263736,0.8540384132729211,0.830197775466441,NA,NA,NA
0.1,36,OnlineFPCA-sgd,0.2,500,5,0.412894487380981,0.6799824530913358,0.8553483521683692,0.7891708241857626,NA,NA,NA
0.1,36,OnlineFPCA-sgd,0.2,600,5,0.561357021331787,0.4124856142702386,0.74956543051274,0.7865587815862256,NA,NA,NA
0.1,36,OnlineFPCA-sgd,0.2,700,5,0.376312732696533,0.31294006504967203,0.6441326448992077,0.7390849339293504,NA,NA,NA
0.1,36,OnlineFPCA-sgd,0.2,800,5,0.380262851715088,0.20368969737222128,0.5759850805074478,0.7026059328327525,NA,NA,NA
0.1,36,OnlineFPCA-sgd,0.2,900,5,0.376474142074585,0.18684323050826093,0.5466242402320639,0.6508626525420401,NA,NA,NA
0.1,36,OnlineFPCA-sgd,0.2,1000,5,0.376699447631836,0.15310575682791377,0.5192700234825978,0.607257315763169,NA,NA,NA
0.1,36,OnlineFPCA-sgd,0.2,1100,5,0.547252178192139,0.5401039272749946,0.45840837184875327,0.47799414898226567,0.2928826837334204,0.4902618495486137,0.5136805678143304
0.1,36,OnlineFPCA-sgd,0.2,1200,5,0.512091636657715,0.40391973607838827,0.4800270379632428,0.42142612200430457,0.2984528915870391,0.4449679885091415,0.43691718677691194
0.1,36,OnlineFPCA-sgd,0.2,1300,5,0.51472806930542,0.4207865696724341,0.5332974816282098,0.4651577692018263,0.29467040999657496,0.41262153547187924,0.3817624840685735
0.1,36,OnlineFPCA-sgd,0.2,1400,5,0.509043455123901,0.5321193516310807,0.5155347855967952,0.45178061100853745,0.26868025839737836,0.3856518868813182,0.34617079679918117
0.1,36,OnlineFPCA-sgd,0.2,1500,5,0.515604496002197,0.4348702625528946,0.4527908358715478,0.4160185934693294,0.25721547062481714,0.36976921132682006,0.3115274228773201
0.1,36,OnlineFPCA-sgd,0.2,1600,5,0.515308380126953,0.3196761206875783,0.3089837102005804,0.3226619031462275,0.2581126723001764,0.3535637938494579,0.29695619041081783
0.1,36,OnlineFPCA-sgd,0.2,1700,5,0.511072635650635,0.33849895324361223,0.2819150517396647,0.30103395109007275,0.25629044939964135,0.33797971512810887,0.28060756435163065
0.1,36,OnlineFPCA-sgd,0.2,1800,5,0.513788223266602,0.30866389391828297,0.2742020315070017,0.21372825587439173,0.24732351652087828,0.31868302767842543,0.2625797913693452
0.1,36,OnlineFPCA-sgd,0.2,1900,5,0.526175975799561,0.3584290143544752,0.24867488557152906,0.20101472056919512,0.24186793615267363,0.3017408838148217,0.24509709425227524
0.1,36,OnlineFPCA-sgd,0.2,2000,5,0.516480207443237,0.22926025224467322,0.21117233890069884,0.1729515691907906,0.23549006756414942,0.2875961280776852,0.23068348555264298
0.1,36,OnlineFPCA-sgd,0.2,2100,5,0.503365278244019,0.311534243113987,0.28920615046874637,0.48842354474817096,0.21929285712858124,0.26567547764612154,0.2230071363109226
0.1,36,OnlineFPCA-sgd,0.2,2200,5,0.506597280502319,0.47819707207999385,0.29992634770741056,0.421391134699848,0.20362137266164965,0.24536713718830877,0.21717950151989468
0.1,36,OnlineFPCA-sgd,0.2,2300,5,0.508527040481567,0.3274679195216387,0.21293917783309652,0.3150851556567989,0.18787614481733414,0.22872452114263184,0.20836460967834958
0.1,36,OnlineFPCA-sgd,0.2,2400,5,0.506311416625977,0.30954771851602475,0.2613695055909894,0.27402581873224025,0.177264589494634,0.21532143581253332,0.19783553488876413
0.1,36,OnlineFPCA-sgd,0.2,2500,5,0.508158206939697,0.2917957812861696,0.23506581941550908,0.3156952846991611,0.1687150047036228,0.20091021390270256,0.18812042635351986
0.1,36,OnlineFPCA-sgd,0.2,2600,5,0.506850719451904,0.3749389298390453,0.30619240495769984,0.2902776484299765,0.16187971089233705,0.19092097713215164,0.18007763750217676
0.1,36,OnlineFPCA-sgd,0.2,2700,5,0.51491117477417,0.2849308658663296,0.35348183824539314,0.3403407762788507,0.15205531266454292,0.17778089396049462,0.17512346518481892
0.1,36,OnlineFPCA-sgd,0.2,2800,5,0.51124095916748,0.2382870754738992,0.289728774733805,0.2294640479793534,0.14008387893930405,0.16351409295555744,0.17344016701860207
0.1,36,OnlineFPCA-sgd,0.2,2900,5,0.507543325424194,0.345434146758662,0.3045974949741265,0.35543482554475836,0.13484393155569327,0.151348777320264,0.17203134582755644
0.1,36,OnlineFPCA-sgd,0.2,3000,5,0.507791042327881,0.7070741976814753,0.3687653737867437,0.32505729540203915,0.12903884179178152,0.14138438695467168,0.17091430202608157
0.1,36,OnlineFPCA-sgd,0.2,3100,5,0.648086547851562,0.32410449216734993,0.34900353585578303,0.24887925019154702,0.12176092234491835,0.13361821255873632,0.169063173636533
0.1,36,OnlineFPCA-sgd,0.2,3200,5,0.49948787689209,0.36775715612606247,0.2860661591069112,0.34684081597158056,0.11233168098076186,0.12823424459175756,0.16932442281838828
0.1,36,OnlineFPCA-sgd,0.2,3300,5,0.499058961868286,0.28392430001800695,0.24353495855153057,0.35315429698489836,0.10759535040741074,0.12240576483129019,0.17071141836640683
0.1,36,OnlineFPCA-sgd,0.2,3400,5,0.503302574157715,0.24615185068911616,0.33118823166869266,0.29781173995920796,0.09968523930118403,0.11841634686586823,0.16724170187234966
0.1,36,OnlineFPCA-sgd,0.2,3500,5,0.504577398300171,0.7048864767983625,0.33776614974399677,0.35860705074604876,0.0972157185844411,0.1144182415904381,0.1628328827444719
0.1,36,OnlineFPCA-sgd,0.2,3600,5,0.502217054367065,0.3455679325444912,0.3313954828555493,0.3951854480576555,0.09606591471253556,0.11427086759018482,0.16398844306231175
0.1,36,OnlineFPCA-sgd,0.2,3700,5,0.505302906036377,0.3178711428522055,0.2957484419018598,0.29477473446184305,0.09699355292185825,0.11296665700793615,0.16395478388236254
