noise,seed,Method,StepSize,N,nBatch,Time,RMSEphi1,RMSEphi2,RMSEphi3,RMSEphi1.avg,RMSEphi2.avg,RMSEphi3.avg
0.1,42,OnlineFPCA-sgd,0.2,0,5,9.08074975013733,0.1080062400746345,0.4048903163447674,0.3993143209655378,0.1080062400746345,0.4048903163447674,0.3993143209655378
0.1,42,OnlineFPCA-sgd,0.2,100,5,0.485338687896729,0.8906798527444435,0.8177640399031216,1.2070706651171086,NA,NA,NA
0.1,42,OnlineFPCA-sgd,0.2,200,5,0.375193119049072,0.7571972848104301,0.8897464340634735,1.0871392690310706,NA,NA,NA
0.1,42,OnlineFPCA-sgd,0.2,300,5,0.362709999084473,1.1316002453327259,0.993659502827468,0.8223455145872208,NA,NA,NA
0.1,42,OnlineFPCA-sgd,0.2,400,5,0.363145351409912,0.8719582158505274,0.963079443212758,0.9361957664673911,NA,NA,NA
0.1,42,OnlineFPCA-sgd,0.2,500,5,0.373677015304565,0.695129912784859,0.9120757709568637,0.8111785873528954,NA,NA,NA
0.1,42,OnlineFPCA-sgd,0.2,600,5,0.505878448486328,0.7442606860720578,0.8504021098006175,0.7223525059800918,NA,NA,NA
0.1,42,OnlineFPCA-sgd,0.2,700,5,0.346913576126099,0.6448078666196115,0.7773116076423244,0.6973841786112157,NA,NA,NA
0.1,42,OnlineFPCA-sgd,0.2,800,5,0.3505699634552,0.6249722093495016,0.7229890557006331,0.6632663382068931,NA,NA,NA
0.1,42,OnlineFPCA-sgd,0.2,900,5,0.348083019256592,0.6104590038603934,0.6794151416579937,0.6296573873005926,NA,NA,NA
0.1,42,OnlineFPCA-sgd,0.2,1000,5,0.349399089813232,0.5958930369032396,0.6506972167136131,0.5882548854607947,NA,NA,NA
0.1,42,OnlineFPCA-sgd,0.2,1100,5,0.50421667098999,1.0290136509778651,0.40728432856640723,0.40192785694340516,0.45377936531106755,0.5047477256538091,0.3909467468945304
0.1,42,OnlineFPCA-sgd,0.2,1200,5,0.474884271621704,0.5326403397273263,0.5561162239769852,0.4471842251052021,0.2843138840850643,0.337462427986018,0.3372896182650075
0.1,42,OnlineFPCA-sgd,0.2,1300,5,0.477051258087158,0.44168682537142007,0.4823068285197317,0.3824560567370023,0.2186234192358923,0.27597104536790723,0.24887220022226272
