noise,seed,Method,StepSize,N,nBatch,Time,RMSEphi1,RMSEphi2,RMSEphi3,RMSEphi1.avg,RMSEphi2.avg,RMSEphi3.avg
0.1,85,OnlineFPCA-sgd,0.2,0,5,8.46567273139954,0.10270828491046481,0.20056111211472977,0.20458933877443208,0.10270828491046481,0.20056111211472977,0.20458933877443208
0.1,85,OnlineFPCA-sgd,0.2,100,5,0.61846137046814,1.0155636328610227,0.9265522805035418,0.9306751442298287,NA,NA,NA
0.1,85,OnlineFPCA-sgd,0.2,200,5,0.47955584526062,1.0576866093205186,1.0148767473102123,0.8843644257994846,NA,NA,NA
0.1,85,OnlineFPCA-sgd,0.2,300,5,0.425781965255737,0.886378426106562,0.8246036935204583,0.838698135391086,NA,NA,NA
0.1,85,OnlineFPCA-sgd,0.2,400,5,0.461451292037964,1.0261798344446988,0.9960262326341656,1.3551193176788259,NA,NA,NA
0.1,85,OnlineFPCA-sgd,0.2,500,5,0.482144355773926,0.874855943081901,1.1380309909615398,0.7761409080241691,NA,NA,NA
0.1,85,OnlineFPCA-sgd,0.2,600,5,0.666360855102539,0.7445984044395286,1.0889982400227114,0.7261117264939068,NA,NA,NA
0.1,85,OnlineFPCA-sgd,0.2,700,5,0.437949895858765,0.6826801110548836,1.0342074061406312,0.6910559238179481,NA,NA,NA
0.1,85,OnlineFPCA-sgd,0.2,800,5,0.425639867782593,0.648436817748782,0.9655243672793158,0.6548605503520954,NA,NA,NA
0.1,85,OnlineFPCA-sgd,0.2,900,5,0.423355340957642,0.6204218278365526,0.882631912898073,0.6185927273793186,NA,NA,NA
0.1,85,OnlineFPCA-sgd,0.2,1000,5,0.437137126922607,0.6069308050301808,0.8124793562748653,0.583084900431439,NA,NA,NA
0.1,85,OnlineFPCA-sgd,0.2,1100,5,0.670517206192017,0.6203593206060566,0.43797180583887213,0.48222186289972907,0.29045290862766776,0.3831854510838895,0.3654680240919069
0.1,85,OnlineFPCA-sgd,0.2,1200,5,0.614667654037476,0.6756414959058646,0.6257341249434922,0.5106577742723415,0.2738070589537118,0.4254134661597076,0.4321665485420602
0.1,85,OnlineFPCA-sgd,0.2,1300,5,0.591025590896606,0.5189448046253234,0.5579255558655338,0.5980081834184853,0.20548870205243022,0.3995922776220165,0.4152594393022681
0.1,85,OnlineFPCA-sgd,0.2,1400,5,0.581666469573975,0.290466625816847,0.49224244783686677,0.5294669650876124,0.16733753069307233,0.39510419067131614,0.4265480680947308
0.1,85,OnlineFPCA-sgd,0.2,1500,5,0.634676694869995,0.5052260936842645,0.49407572776429937,0.581040827791182,0.12845967501720254,0.3697825342957396,0.4146820254954206
0.1,85,OnlineFPCA-sgd,0.2,1600,5,0.600845098495483,0.32959897421606593,0.3512673670711115,0.4459578258952255,0.12249318872594168,0.34596166758761715,0.404182174036208
0.1,85,OnlineFPCA-sgd,0.2,1700,5,0.577418804168701,0.3307117372957682,0.28274469011145575,0.33233183253613063,0.1284125781592888,0.32139662335066954,0.3882901953482855
0.1,85,OnlineFPCA-sgd,0.2,1800,5,0.59351634979248,0.5458313548313601,0.3442193691793856,0.3146137270151283,0.13526237057395513,0.300305219681211,0.3671221959972759
0.1,85,OnlineFPCA-sgd,0.2,1900,5,0.630424499511719,0.3244510371105257,0.3032111197930597,0.27999839111999636,0.1486099852966978,0.28770867825101776,0.34352303633853853
0.1,85,OnlineFPCA-sgd,0.2,2000,5,0.592145442962646,0.35694961628576366,0.306857700309979,0.29565017275042904,0.1426851318877866,0.27399127257140504,0.3270313046363322
0.1,85,OnlineFPCA-sgd,0.2,2100,5,0.594188451766968,0.3635734619543368,0.25657065127785583,0.34327852542475484,0.13457386758212148,0.26208993428218824,0.3202419164300701
0.1,85,OnlineFPCA-sgd,0.2,2200,5,0.625409603118896,0.5225252305278585,0.26826804269920196,0.4572868520079843,0.16054124787729496,0.24924017439445403,0.30879396738846393
0.1,85,OnlineFPCA-sgd,0.2,2300,5,0.571152925491333,0.3540961643318647,0.2605770738478108,0.33199771307232667,0.16550472604111802,0.23644510845229688,0.3029314468626469
0.1,85,OnlineFPCA-sgd,0.2,2400,5,0.591540098190308,0.5007527953448481,0.35769300288202366,0.2594995334501448,0.16405992894223995,0.22676113191913128,0.2938945223266128
0.1,85,OnlineFPCA-sgd,0.2,2500,5,0.620634317398071,0.29978045585487473,0.2864489437153707,0.26806896764833316,0.15802202989511752,0.21193114765993148,0.2803163808121397
0.1,85,OnlineFPCA-sgd,0.2,2600,5,0.59632134437561,0.3154593149055538,0.31292967278625544,0.3475245813893947,0.1563628133266082,0.19982380264852756,0.26679732912823007
0.1,85,OnlineFPCA-sgd,0.2,2700,5,0.582750082015991,0.46913338822385514,0.7769254092231925,0.32609265910441515,0.1535313808816088,0.18789097633679341,0.24952331177033013
0.1,85,OnlineFPCA-sgd,0.2,2800,5,0.607805252075195,0.3829169724300522,0.43859394497902704,0.3068625261470173,0.1502594194218655,0.17930560133375986,0.23111209026154952
0.1,85,OnlineFPCA-sgd,0.2,2900,5,0.637204885482788,0.37330756673891913,0.33946510727214224,0.3139157936175594,0.14611027255469416,0.16918966071545802,0.21475705632135497
0.1,85,OnlineFPCA-sgd,0.2,3000,5,0.594001531600952,0.2776841961113121,0.3056747928517769,0.2892812352080746,0.14174792322716265,0.16425510239340138,0.20294216341571827
0.1,85,OnlineFPCA-sgd,0.2,3100,5,0.737223625183105,0.2547938027963703,0.29748428330381865,0.22497816167736212,0.13613753667058118,0.15991424610286822,0.19086341902965492
0.1,85,OnlineFPCA-sgd,0.2,3200,5,0.57002592086792,0.475909957589615,0.3020807520995249,0.3445314408955215,0.13359429688068122,0.15354591578675655,0.18003947540199045
0.1,85,OnlineFPCA-sgd,0.2,3300,5,0.61587381362915,0.3708134803803301,0.22289415884211322,0.2713722557744204,0.12954984357178057,0.14592141246627588,0.17207773345811375
0.1,85,OnlineFPCA-sgd,0.2,3400,5,0.62157130241394,0.26674835292815935,0.24434052764895303,0.2484330781232995,0.1257037971341827,0.13876641382234006,0.1654711274121883
0.1,85,OnlineFPCA-sgd,0.2,3500,5,0.578105688095093,0.34369627508508993,0.3026536462652492,0.3131998607824447,0.121059955895244,0.13461172161175683,0.15997754219556198
0.1,85,OnlineFPCA-sgd,0.2,3600,5,0.590345621109009,0.47005141953088025,0.582528635393592,0.5283507843293646,0.11901791115133613,0.1322091914956099,0.15537347347105618
0.1,85,OnlineFPCA-sgd,0.2,3700,5,0.573137044906616,0.20105602198382902,0.2937793588817847,0.2830788514458789,0.1180841144252596,0.13220492492274846,0.14988500100462426
0.1,85,OnlineFPCA-sgd,0.2,3800,5,0.619757175445557,0.3029662646643878,0.2219156654264787,0.2739294412708601,0.11552873814133949,0.12814486986484408,0.14310468456608094
