noise,seed,Method,StepSize,N,nBatch,Time,RMSEphi1,RMSEphi2,RMSEphi3,RMSEphi1.avg,RMSEphi2.avg,RMSEphi3.avg
0.1,77,OnlineFPCA-sgd,0.2,0,5,22.9713847637177,0.23612120075895632,0.2251342328562171,0.10425277981219429,0.23612120075895632,0.2251342328562171,0.10425277981219429
0.1,77,OnlineFPCA-sgd,0.2,100,5,0.718436241149902,0.909789790412677,0.9911626083626963,0.6411737591880327,NA,NA,NA
0.1,77,OnlineFPCA-sgd,0.2,200,5,0.514559984207153,1.163642068280889,0.9961007624390584,0.8805191025733242,NA,NA,NA
0.1,77,OnlineFPCA-sgd,0.2,300,5,0.572571516036987,0.8736454015354865,1.2574014982830486,1.107042567192416,NA,NA,NA
0.1,77,OnlineFPCA-sgd,0.2,400,5,0.548388719558716,0.8981166231878052,0.7975286008911439,0.8260264089814017,NA,NA,NA
0.1,77,OnlineFPCA-sgd,0.2,500,5,0.564353704452515,0.7600852207360907,0.8032713819004009,0.9382565245478196,NA,NA,NA
0.1,77,OnlineFPCA-sgd,0.2,600,5,0.536976337432861,0.7424142625548095,0.6926924668138289,0.9677090086544063,NA,NA,NA
0.1,77,OnlineFPCA-sgd,0.2,700,5,0.511638641357422,0.6162558472670732,0.6187363321862398,0.9175085122071351,NA,NA,NA
0.1,77,OnlineFPCA-sgd,0.2,800,5,0.493177652359009,0.5495432590006225,0.5690718992630788,0.8794041295604789,NA,NA,NA
0.1,77,OnlineFPCA-sgd,0.2,900,5,0.51455020904541,0.5266092362559098,0.5392839959149034,0.833988077285296,NA,NA,NA
0.1,77,OnlineFPCA-sgd,0.2,1000,5,0.498439073562622,0.5067874814255608,0.5182019846122333,0.8028120812553867,NA,NA,NA
0.1,77,OnlineFPCA-sgd,0.2,1100,5,0.694479703903198,0.7385842732446326,0.9438610977352072,0.9320331838483126,0.32461895211805797,0.8039318076942934,0.821759322096614
0.1,77,OnlineFPCA-sgd,0.2,1200,5,0.698257923126221,0.5092295122000067,0.678685982585373,0.6860066786171203,0.25039132878109843,0.7071013400224098,0.7130684934173468
0.1,77,OnlineFPCA-sgd,0.2,1300,5,0.842114925384521,0.44915119135568204,0.5691564450676087,0.5021137424672828,0.2329800770032558,0.6060257815726446,0.6161912728203154
0.1,77,OnlineFPCA-sgd,0.2,1400,5,0.71002197265625,0.49925616942469775,0.5535947452974,0.3823593797591782,0.20379959436397113,0.5027969653361163,0.5156613223331395
0.1,77,OnlineFPCA-sgd,0.2,1500,5,0.707350015640259,0.5350390401658532,0.5100655881573634,0.37588795481881,0.20870078239332046,0.43797573628655867,0.43576840722468785
0.1,77,OnlineFPCA-sgd,0.2,1600,5,0.685224533081055,0.4009963577177453,0.4124246277758277,0.24640319807089808,0.2258290726600916,0.411244798779383,0.39320772577098223
0.1,77,OnlineFPCA-sgd,0.2,1700,5,0.660231351852417,0.3592617862265643,0.3602846577997284,0.21090780891751293,0.23821753397102197,0.3959337677773344,0.3602698129156966
0.1,77,OnlineFPCA-sgd,0.2,1800,5,0.695479869842529,0.3606572609535997,0.3581733198407874,0.20389521820724874,0.24663696305200591,0.3827003215327484,0.33329238711358433
0.1,77,OnlineFPCA-sgd,0.2,1900,5,0.698196411132812,0.3550188443418856,0.3505210406880437,0.22453901565605716,0.25111895471842305,0.37359201882462817,0.3128060029728331
0.1,77,OnlineFPCA-sgd,0.2,2000,5,0.697345972061157,0.35241127874114014,0.3679045379736742,0.2093124840243851,0.2552409405169081,0.3673892787565302,0.2966283794944872
0.1,77,OnlineFPCA-sgd,0.2,2100,5,0.682079076766968,0.5630670938799026,0.3921607439556097,0.41263330029220463,0.26362685954025555,0.36616674063698607,0.2853315560846376
0.1,77,OnlineFPCA-sgd,0.2,2200,5,0.638241767883301,0.2403625363152432,0.3337473138507708,0.3012914044485171,0.25622043485803836,0.35541186281187487,0.279414801437007
0.1,77,OnlineFPCA-sgd,0.2,2300,5,0.762599945068359,0.36443440058765136,0.4352450961275277,0.2783359454845882,0.22234937396523405,0.32046419343014265,0.26156959933116597
0.1,77,OnlineFPCA-sgd,0.2,2400,5,0.650124788284302,0.38466625659422815,0.48789555225942083,0.38794261872588626,0.19307854415502343,0.2964035587837246,0.2559303766487883
0.1,77,OnlineFPCA-sgd,0.2,2500,5,0.632620573043823,0.5385174776925158,0.3663202512513045,0.3425550911172851,0.177684022321387,0.27906299560441755,0.2529560584615642
0.1,77,OnlineFPCA-sgd,0.2,2600,5,0.699827432632446,0.37522775075828846,0.39342138559789525,0.3441243911923873,0.1699689871694914,0.2695059837364095,0.24781086021794962
0.1,77,OnlineFPCA-sgd,0.2,2700,5,0.71933650970459,0.7106092437306911,0.4695758605879986,0.45266744552803756,0.16189431631980586,0.26282661879518665,0.24667527657913338
0.1,77,OnlineFPCA-sgd,0.2,2800,5,0.709652900695801,0.30741001174365756,0.31416031739499056,0.2705374007678249,0.14431007334272083,0.25135219115430446,0.24369927296612648
