seed,Method,StepSize,N,Ninit,initMethod,npc,nBatch,Time,C,W,RMSEphi1,RMSEphi2,RMSEphi3,RMSEphi1.avg,RMSEphi2.avg,RMSEphi3.avg
50,OnlineFPCA-sgd,0.1,0,100,face,3,5,1.05784797668457,3,1,0.05305933327699752,0.1376485651166234,1.7442126177999209,0.05305933327699752,0.1376485651166234,1.7442126177999209
50,OnlineFPCA-sgd,0.1,100,100,face,3,5,0.400153398513794,3,1,0.5372405447913207,0.3134625725181282,1.458157533511236,NA,NA,NA
50,OnlineFPCA-sgd,0.1,200,100,face,3,5,0.241544485092163,3,1,0.3125541921160736,0.38520673733293836,1.5241516693822466,NA,NA,NA
50,OnlineFPCA-sgd,0.1,300,100,face,3,5,0.242641687393188,3,1,0.571853859902588,0.32781585327051355,1.463429921318988,NA,NA,NA
50,OnlineFPCA-sgd,0.1,400,100,face,3,5,0.242823123931885,3,1,0.3321079737592212,0.5714828299680385,0.9720576436315979,NA,NA,NA
50,OnlineFPCA-sgd,0.1,500,100,face,3,5,0.24164891242981,3,1,0.3764888450982914,0.4327385991682764,0.7874343418375835,NA,NA,NA
50,OnlineFPCA-sgd,0.1,600,100,face,3,5,0.234938859939575,3,1,0.2993540669624394,0.4306749086258526,0.7529007486506347,NA,NA,NA
50,OnlineFPCA-sgd,0.1,700,100,face,3,5,0.256838083267212,3,1,0.28859496297022913,0.3744105988547859,0.7349323353477325,NA,NA,NA
50,OnlineFPCA-sgd,0.1,800,100,face,3,5,0.245481967926025,3,1,0.28121753103455716,0.3818318328556876,0.7412906705044168,NA,NA,NA
50,OnlineFPCA-sgd,0.1,900,100,face,3,5,0.408405780792236,3,1,0.2782866174387969,0.3693056422316041,0.7271135595745372,NA,NA,NA
50,OnlineFPCA-sgd,0.1,1000,100,face,3,5,0.232904434204102,3,1,0.27096817471642354,0.3108907679305249,0.5891366853087304,NA,NA,NA
50,OnlineFPCA-sgd,0.1,1100,100,face,3,5,0.327796220779419,3,1,0.7904042876153019,0.8043213907524409,0.4783209434821551,0.351080184672682,0.4564624543316842,0.5189871449816045
50,OnlineFPCA-sgd,0.1,1200,100,face,3,5,0.298309564590454,3,1,0.6844064803799432,0.7901476378005363,0.47263937348963164,0.5124382340729142,0.6232116483540224,0.48907281326391
50,OnlineFPCA-sgd,0.1,1300,100,face,3,5,0.303408145904541,3,1,1.1509487491241994,0.41009525570718897,0.45215722332167557,0.5062220843592071,0.6280951021428766,0.46809671028029626
50,OnlineFPCA-sgd,0.1,1400,100,face,3,5,0.307152509689331,3,1,0.21035800413615185,0.42592568364222627,0.4435025891293885,0.4166791674973322,0.5719527494468277,0.4575278524469014
