seed,Method,StepSize,N,Ninit,initMethod,npc,nBatch,Time,C,W,RMSEphi1,RMSEphi2,RMSEphi3,RMSEphi1.avg,RMSEphi2.avg,RMSEphi3.avg
54,OnlineFPCA-sgd,0.1,0,100,face,3,5,4.12574243545532,3,1,1.9988324708215377,0.14528712954729775,2.025528099643862,1.9988324708215377,0.14528712954729775,2.025528099643862
54,OnlineFPCA-sgd,0.1,100,100,face,3,5,0.411472320556641,3,1,1.4888925000734496,1.1208714462660498,1.5367432522450826,NA,NA,NA
54,OnlineFPCA-sgd,0.1,200,100,face,3,5,0.239711284637451,3,1,1.2687985041001861,1.5016133145549744,1.4508557200147587,NA,NA,NA
54,OnlineFPCA-sgd,0.1,300,100,face,3,5,0.241373300552368,3,1,1.5449350001544542,1.45582594102916,1.69740078690455,NA,NA,NA
54,OnlineFPCA-sgd,0.1,400,100,face,3,5,0.236189365386963,3,1,0.7501208940225242,1.8402218730829891,1.3370206535027107,NA,NA,NA
54,OnlineFPCA-sgd,0.1,500,100,face,3,5,0.234006881713867,3,1,0.9932985072058123,1.0294782274079881,1.2099104122578592,NA,NA,NA
54,OnlineFPCA-sgd,0.1,600,100,face,3,5,0.228248596191406,3,1,0.9899873994034253,0.9355615953218546,1.056587876881643,NA,NA,NA
54,OnlineFPCA-sgd,0.1,700,100,face,3,5,0.234251022338867,3,1,0.9642290894013076,0.9355457761422274,1.0532297750442177,NA,NA,NA
54,OnlineFPCA-sgd,0.1,800,100,face,3,5,0.241303682327271,3,1,0.6730430409371194,0.9278664647173462,1.0219153270367078,NA,NA,NA
54,OnlineFPCA-sgd,0.1,900,100,face,3,5,0.374913692474365,3,1,0.437379584223632,0.8761968342388031,0.9071086072353618,NA,NA,NA
54,OnlineFPCA-sgd,0.1,1000,100,face,3,5,0.215910673141479,3,1,0.41531127604395685,0.8714111407437204,0.8920391452173363,NA,NA,NA
54,OnlineFPCA-sgd,0.1,1100,100,face,3,5,0.333077192306519,3,1,0.3839767005497511,0.8639131854056894,0.8772359635331997,0.3976274664493102,0.8666165486242855,0.8815765914148299
54,OnlineFPCA-sgd,0.1,1200,100,face,3,5,0.295342683792114,3,1,1.0031358302351352,1.2214183549014301,0.8602548215488367,0.315331783298693,0.8668519938416842,0.852023758861136
54,OnlineFPCA-sgd,0.1,1300,100,face,3,5,0.310468912124634,3,1,0.6373897775068155,0.9144082454078296,0.8114867418638015,0.26175153535521056,0.8604815219128602,0.836719119118498
54,OnlineFPCA-sgd,0.1,1400,100,face,3,5,0.289043664932251,3,1,1.0152095538675876,1.1610702405901066,0.7392325454947125,0.2654143420265054,0.8479641108074861,0.8152465533197762
54,OnlineFPCA-sgd,0.1,1500,100,face,3,5,0.288499593734741,3,1,0.27712902020888214,0.7348541896640077,0.6916947083418263,0.2334497661612632,0.8200763886786894,0.7920896464415883
54,OnlineFPCA-sgd,0.1,1600,100,face,3,5,0.285912036895752,3,1,0.2569103066127239,0.6771288606126481,0.6380971259799072,0.22015550403721387,0.7942830530484992,0.7683229365145327
54,OnlineFPCA-sgd,0.1,1700,100,face,3,5,0.286004304885864,3,1,0.18351853865962253,0.6446558238540776,0.6381551838153394,0.20745476987992267,0.7714035825661606,0.7483402620210404
