seed,Method,StepSize,N,Ninit,initMethod,npc,nBatch,Time,C,W,RMSEphi1,RMSEphi2,RMSEphi3,RMSEphi1.avg,RMSEphi2.avg,RMSEphi3.avg
48,OnlineFPCA-sgd,0.1,0,100,face,3,5,4.05558967590332,3,1,0.1874521613705406,1.4568374722191373,1.4217701728727716,0.1874521613705406,1.4568374722191373,1.4217701728727716
48,OnlineFPCA-sgd,0.1,100,100,face,3,5,0.333283662796021,3,1,0.6318403516787295,1.614969363106854,1.657228329378931,NA,NA,NA
48,OnlineFPCA-sgd,0.1,200,100,face,3,5,0.21426248550415,3,1,0.5036623071072676,1.7102904450961336,1.7052581913037683,NA,NA,NA
48,OnlineFPCA-sgd,0.1,300,100,face,3,5,0.206163883209229,3,1,0.5476821125365716,1.574668627275276,1.5969373320460172,NA,NA,NA
48,OnlineFPCA-sgd,0.1,400,100,face,3,5,0.199912071228027,3,1,0.24438466265545974,1.6011136708565494,1.4794790342252666,NA,NA,NA
48,OnlineFPCA-sgd,0.1,500,100,face,3,5,0.196483612060547,3,1,0.4489392609401736,1.5271036578714494,1.6094952350315548,NA,NA,NA
48,OnlineFPCA-sgd,0.1,600,100,face,3,5,0.203349828720093,3,1,0.44000630106438765,1.526551079051391,1.6081280243112612,NA,NA,NA
48,OnlineFPCA-sgd,0.1,700,100,face,3,5,0.202135801315308,3,1,0.40349416023753565,1.5236595581951533,1.5904710830353415,NA,NA,NA
48,OnlineFPCA-sgd,0.1,800,100,face,3,5,0.197912931442261,3,1,0.4081002943488737,1.524397322793954,1.597504211255335,NA,NA,NA
48,OnlineFPCA-sgd,0.1,900,100,face,3,5,0.333769798278809,3,1,0.3948449444976227,1.5246036583345772,1.5899551223939883,NA,NA,NA
48,OnlineFPCA-sgd,0.1,1000,100,face,3,5,0.187135696411133,3,1,0.3965604091124229,1.5243682738076851,1.5917878957011589,NA,NA,NA
48,OnlineFPCA-sgd,0.1,1100,100,face,3,5,0.279608249664307,3,1,0.3506174080456171,1.5311776962839714,1.5655443021013287,0.3626879012994174,1.5292959894206648,1.5765749018535629
48,OnlineFPCA-sgd,0.1,1200,100,face,3,5,0.255240201950073,3,1,0.9481699656619781,1.0651502405320488,0.517921644593048,0.27513790059881904,1.1289456978553145,1.1304902587076762
48,OnlineFPCA-sgd,0.1,1300,100,face,3,5,0.259568452835083,3,1,0.1433956964045711,0.5223105465676887,0.5195557947118976,0.2264189681549203,0.9212534797249702,0.912263281365517
48,OnlineFPCA-sgd,0.1,1400,100,face,3,5,0.262295246124268,3,1,0.11795745275667455,0.5193925781148206,0.5136611790003354,0.1993468246160391,0.8204591504697016,0.8094157898197046
48,OnlineFPCA-sgd,0.1,1500,100,face,3,5,0.279242038726807,3,1,0.15109420080088395,0.5169506430009135,0.5177448535961937,0.17462864438612608,0.7601365866271621,0.7495138061591343
48,OnlineFPCA-sgd,0.1,1600,100,face,3,5,0.268137454986572,3,1,0.1374819938133375,0.5167812765303015,0.5207760370021365,0.15978139771620625,0.7198360531895774,0.7105166551509375
48,OnlineFPCA-sgd,0.1,1700,100,face,3,5,0.249428272247314,3,1,0.13713840733214924,0.5167848682775686,0.520660362810579,0.1507573692019516,0.6910464580671162,0.6829159883193556
48,OnlineFPCA-sgd,0.1,1800,100,face,3,5,0.271608352661133,3,1,0.13515909624440756,0.5164576112946431,0.520727208859576,0.14499297636169936,0.6694226649853748,0.6623159373135479
48,OnlineFPCA-sgd,0.1,1900,100,face,3,5,0.267939567565918,3,1,0.13357892851145658,0.5161657621778989,0.5207386904669491,0.1410235346256615,0.6525381894404276,0.6463668210556034
48,OnlineFPCA-sgd,0.1,2000,100,face,3,5,0.253037452697754,3,1,0.13188407373456804,0.5159004880940461,0.5204428724438726,0.13820786928475315,0.6389914832838873,0.6336470576338225
48,OnlineFPCA-sgd,0.1,2100,100,face,3,5,0.241586446762085,3,1,0.19108501036009978,0.5026688642448841,0.5840971936303657,0.13024023516688601,0.6255511465844338,0.6242395478759531
48,OnlineFPCA-sgd,0.1,2200,100,face,3,5,0.26157546043396,3,1,0.3979718933952205,0.5332231921526748,0.5826928942256259,0.1216581567591349,0.6152460076306052,0.6191458682348875
48,OnlineFPCA-sgd,0.1,2300,100,face,3,5,0.257624387741089,3,1,0.21871131584250664,0.5890663728937973,0.6209239500402207,0.12166872123030208,0.6083353887203943,0.6208781113845557
48,OnlineFPCA-sgd,0.1,2400,100,face,3,5,0.253191709518433,3,1,0.20139655316235322,0.5265562895777297,0.5584490968063981,0.11796603339874254,0.601473385529837,0.6173479662631923
48,OnlineFPCA-sgd,0.1,2500,100,face,3,5,0.257524728775024,3,1,0.18062344000349007,0.49878794652967096,0.4804138254911492,0.10954618080682038,0.5917293616080815,0.6074146959626872
48,OnlineFPCA-sgd,0.1,2600,100,face,3,5,0.254297018051147,3,1,0.22826380293797172,0.5363830433051335,0.45458761419480004,0.10314205378927786,0.5856207179287654,0.5994552446139141
48,OnlineFPCA-sgd,0.1,2700,100,face,3,5,0.241401672363281,3,1,0.24945649336904943,0.5176093791668845,0.47900709675348285,0.100681100519941,0.5814869308489956,0.5916049943364791
48,OnlineFPCA-sgd,0.1,2800,100,face,3,5,0.249921560287476,3,1,0.23221700507232798,0.5206792515100419,0.508328003765557,0.09056533240694399,0.5739229934708163,0.5842025818833481
48,OnlineFPCA-sgd,0.1,2900,100,face,3,5,0.2685706615448,3,1,0.3248098229355323,0.43056562522669606,0.5376615472197096,0.0877705319890469,0.5672718169060347,0.5778434826126932
48,OnlineFPCA-sgd,0.1,3000,100,face,3,5,0.249557495117188,3,1,0.2697336365019102,0.4300134514755781,0.45467968723613,0.08399133911030714,0.5575153844964317,0.5674918851337096
48,OnlineFPCA-sgd,0.1,3100,100,face,3,5,0.263798952102661,3,1,0.2010642263870871,0.38854734580616734,0.455758749897723,0.08186302854881722,0.548110308151062,0.5561121559833248
48,OnlineFPCA-sgd,0.1,3200,100,face,3,5,0.249762535095215,3,1,0.2696271658624203,0.3908622139139959,0.41119978872067137,0.07872938019553041,0.5383983445217329,0.545398169735546
48,OnlineFPCA-sgd,0.1,3300,100,face,3,5,0.266878128051758,3,1,0.2690988000017705,0.3775260343350197,0.36949937876479944,0.07506096908163393,0.528955704213705,0.5351754754738577
48,OnlineFPCA-sgd,0.1,3400,100,face,3,5,0.240780830383301,3,1,0.2881549660957107,0.4011692739530404,0.4010296399361569,0.07159023857199374,0.5218810240264189,0.5258134187882112
48,OnlineFPCA-sgd,0.1,3500,100,face,3,5,0.250536441802979,3,1,0.4696835001996798,0.3742638653196557,0.5098916951727276,0.07025752141393808,0.5152666955799596,0.5192760259927575
48,OnlineFPCA-sgd,0.1,3600,100,face,3,5,0.26796817779541,3,1,0.23062125479271398,0.35221839800403365,0.3881067094850858,0.06903496440552177,0.5079524414193765,0.5137602821975679
48,OnlineFPCA-sgd,0.1,3700,100,face,3,5,0.264715194702148,3,1,0.1796376820169014,0.34668811523370757,0.40916393220175207,0.06822160458846226,0.5004027338937936,0.5071025924423531
48,OnlineFPCA-sgd,0.1,3800,100,face,3,5,0.251717805862427,3,1,0.19367641616041112,0.2646485099760788,0.5200069435511666,0.06452543998210461,0.49140611827439595,0.5019092867529623
48,OnlineFPCA-sgd,0.1,3900,100,face,3,5,0.249797344207764,3,1,0.32840603412335984,0.32663768845797436,0.3734814736353048,0.059403010988228915,0.480924974031721,0.4956333570331418
48,OnlineFPCA-sgd,0.1,4000,100,face,3,5,0.263567209243774,3,1,0.057673377069066147,0.47223937002110855,0.4871474657888225,0.057673377069066147,0.47223937002110855,0.4871474657888225
48,OnlineFPCA-sgd,0.1,4100,100,face,3,5,0.252348184585571,3,1,0.24646417467550893,0.5147422157707839,0.45426232441791997,0.15129184990151653,0.47534297155933003,0.4616998444844405
48,OnlineFPCA-sgd,0.1,4200,100,face,3,5,0.247201442718506,3,1,0.2238189653213543,0.5022313352509642,0.493502797445911,0.1055158234542802,0.47712402073068133,0.4478320837898338
48,OnlineFPCA-sgd,0.1,4300,100,face,3,5,0.257031679153442,3,1,0.2655793237451188,0.44195969726133283,0.4891042430610637,0.07846969042112564,0.4708584984939091,0.45771261035252475
48,OnlineFPCA-sgd,0.1,4400,100,face,3,5,0.248580694198608,3,1,0.22015876800374465,0.4565181705211402,0.42872782760900924,0.039042160245176954,0.4542254996640876,0.4573899002973777
