seed,Method,StepSize,N,Ninit,initMethod,npc,nBatch,Time,C,W,RMSEphi1,RMSEphi2,RMSEphi3,RMSEphi1.avg,RMSEphi2.avg,RMSEphi3.avg
57,OnlineFPCA-sgd,0.1,0,100,face,3,5,0.919589757919312,3,1,1.9999665253541428,0.12694224923890612,0.2701625634270966,1.9999665253541428,0.12694224923890612,0.2701625634270966
57,OnlineFPCA-sgd,0.1,100,100,face,3,5,0.299614667892456,3,1,1.7558625511968455,1.0374504513333789,1.1713379562650033,NA,NA,NA
57,OnlineFPCA-sgd,0.1,200,100,face,3,5,0.178192377090454,3,1,1.952506591808029,0.8268459056076156,1.0066504852726783,NA,NA,NA
57,OnlineFPCA-sgd,0.1,300,100,face,3,5,0.176000356674194,3,1,1.984397428560277,0.8137810694978316,1.074246049042194,NA,NA,NA
57,OnlineFPCA-sgd,0.1,400,100,face,3,5,0.179483652114868,3,1,0.7659034219388978,0.7205327888544947,1.4577909828585423,NA,NA,NA
57,OnlineFPCA-sgd,0.1,500,100,face,3,5,0.179885149002075,3,1,0.5655773179263802,0.5948204828514858,1.5075847525908117,NA,NA,NA
57,OnlineFPCA-sgd,0.1,600,100,face,3,5,0.179533243179321,3,1,0.5517906124396853,0.5931252575503155,1.5072185978651076,NA,NA,NA
57,OnlineFPCA-sgd,0.1,700,100,face,3,5,0.180273056030273,3,1,0.5463753392060758,0.5901008310184149,1.5074136144368766,NA,NA,NA
57,OnlineFPCA-sgd,0.1,800,100,face,3,5,0.175687313079834,3,1,0.5340760743899731,0.586596395724519,1.5078175536848868,NA,NA,NA
57,OnlineFPCA-sgd,0.1,900,100,face,3,5,0.169606924057007,3,1,0.5281643278364863,0.5835543021238793,1.507472626712335,NA,NA,NA
57,OnlineFPCA-sgd,0.1,1000,100,face,3,5,0.171732664108276,3,1,0.5237316407240781,0.5824533292058252,1.5075395721995495,NA,NA,NA
57,OnlineFPCA-sgd,0.1,1100,100,face,3,5,0.248609066009521,3,1,0.22898832935814178,0.2653993146505726,1.3941633258588793,0.2633123708030624,0.3596303695984705,1.43306796813927
57,OnlineFPCA-sgd,0.1,1200,100,face,3,5,0.275309801101685,3,1,0.3053749697903157,0.22518868526515748,1.4738651110386563,0.18511439467514654,0.2752512194379515,1.4166247539648988
57,OnlineFPCA-sgd,0.1,1300,100,face,3,5,0.258758544921875,3,1,0.22886977833622885,0.2330139846658487,1.4197651700440872,0.1606300278230022,0.2324414210195525,1.4212061310062192
57,OnlineFPCA-sgd,0.1,1400,100,face,3,5,0.254862785339355,3,1,0.27681703389960427,0.2227135441338407,1.3760278400387074,0.12870707112407898,0.20949598255067875,1.4146653455454592
57,OnlineFPCA-sgd,0.1,1500,100,face,3,5,0.254443645477295,3,1,1.043177108476976,0.38290152439676967,1.3383586433261612,0.11335478444394505,0.19244219166353052,1.40068184430073
57,OnlineFPCA-sgd,0.1,1600,100,face,3,5,0.256062984466553,3,1,0.6680564738670598,0.5721226957149255,1.2690846945217242,0.07704253810882712,0.18093383822179462,1.381698162699599
57,OnlineFPCA-sgd,0.1,1700,100,face,3,5,0.261198282241821,3,1,0.5870336241898948,0.475534711029317,1.0763551257357178,0.114286531672805,0.1996268162525165,1.3476164986529064
57,OnlineFPCA-sgd,0.1,1800,100,face,3,5,0.257088184356689,3,1,0.4235513578419755,0.437396037635531,1.0815286367726962,0.1500882411445077,0.22016971601410576,1.311093271902014
57,OnlineFPCA-sgd,0.1,1900,100,face,3,5,0.252957344055176,3,1,0.34095520619085184,0.3743600403274663,1.0702096173501843,0.17100546801226918,0.23640338112947648,1.2817280171823382
57,OnlineFPCA-sgd,0.1,2000,100,face,3,5,0.260346412658691,3,1,0.33097082128700417,0.3516621277416876,1.0549442754557845,0.18549478107918094,0.2454964392065301,1.2577324700147965
57,OnlineFPCA-sgd,0.1,2100,100,face,3,5,0.253473043441772,3,1,0.27587553415291083,0.3003321294793915,1.0241981296762612,0.19341239628738185,0.24946149752705174,1.2355802827938818
57,OnlineFPCA-sgd,0.1,2200,100,face,3,5,0.247922658920288,3,1,0.28746578259826433,0.28759949887995384,1.0158922990441344,0.19614180506842133,0.24998841528010698,1.2157252559186482
57,OnlineFPCA-sgd,0.1,2300,100,face,3,5,0.245095014572144,3,1,0.21339723396215063,0.2464917156279352,0.9896619053582948,0.1957444574644389,0.24867559149195664,1.1985066790561394
57,OnlineFPCA-sgd,0.1,2400,100,face,3,5,0.264973402023315,3,1,0.18488151286049156,0.2227055799914032,0.9594423192224066,0.19372225504252047,0.24438628687461786,1.181506932050088
57,OnlineFPCA-sgd,0.1,2500,100,face,3,5,0.251198768615723,3,1,0.1471405969574434,0.18303666419759768,0.9439077471662451,0.1895414402195483,0.2387678350140471,1.1642192933108924
57,OnlineFPCA-sgd,0.1,2600,100,face,3,5,0.25432276725769,3,1,0.15665416840650068,0.17035084329180472,0.9041884644775247,0.18552660615389716,0.23220322430810514,1.1484102502845053
