seed,Method,StepSize,N,Ninit,initMethod,npc,nBatch,Time,C,W,RMSEphi1,RMSEphi2,RMSEphi3,RMSEphi1.avg,RMSEphi2.avg,RMSEphi3.avg
74,OnlineFPCA-sgd,0.1,0,100,face,3,5,1.14118123054504,3,1,1.9959976820661052,0.1388017218167267,2.0283153717692355,1.9959976820661052,0.1388017218167267,2.0283153717692355
74,OnlineFPCA-sgd,0.1,100,100,face,3,5,0.36122727394104,3,1,1.9918719884150244,0.849062330460152,1.4597744345689143,NA,NA,NA
74,OnlineFPCA-sgd,0.1,200,100,face,3,5,0.212964057922363,3,1,1.8641499929639016,1.3747273798961737,1.4561055928024123,NA,NA,NA
74,OnlineFPCA-sgd,0.1,300,100,face,3,5,0.211642265319824,3,1,1.9953451529564639,1.6036491855169235,1.2479770536238457,NA,NA,NA
74,OnlineFPCA-sgd,0.1,400,100,face,3,5,0.213293313980103,3,1,0.8322018114763594,1.2492585385709536,1.1283205897742623,NA,NA,NA
74,OnlineFPCA-sgd,0.1,500,100,face,3,5,0.21085524559021,3,1,0.7630188957043216,0.9266303388419967,1.2239748007472546,NA,NA,NA
74,OnlineFPCA-sgd,0.1,600,100,face,3,5,0.204290628433228,3,1,0.755435704105703,0.9257677919487649,1.223774437598585,NA,NA,NA
74,OnlineFPCA-sgd,0.1,700,100,face,3,5,0.212992906570435,3,1,0.7521276320285442,0.924018728484765,1.2236695010857708,NA,NA,NA
74,OnlineFPCA-sgd,0.1,800,100,face,3,5,0.213160514831543,3,1,0.7472438352354467,0.9235238495822884,1.2234246913025695,NA,NA,NA
74,OnlineFPCA-sgd,0.1,900,100,face,3,5,0.382184505462646,3,1,0.7423257568900526,0.9226887781340941,1.2233500564255795,NA,NA,NA
74,OnlineFPCA-sgd,0.1,1000,100,face,3,5,0.197245359420776,3,1,0.7374247404588349,0.9217434352554912,1.2231039416078922,NA,NA,NA
