seed,Method,StepSize,N,Ninit,initMethod,npc,nBatch,Time,C,W,RMSEphi1,RMSEphi2,RMSEphi3,RMSEphi1.avg,RMSEphi2.avg,RMSEphi3.avg
77,OnlineFPCA-sgd,0.1,0,100,face,3,5,1.13070201873779,3,1,0.14615859804854756,1.4741748513460522,1.430380303536842,0.14615859804854756,1.4741748513460522,1.430380303536842
77,OnlineFPCA-sgd,0.1,100,100,face,3,5,0.360882043838501,3,1,0.8673314943201613,1.551310983570537,1.6180058629758034,NA,NA,NA
77,OnlineFPCA-sgd,0.1,200,100,face,3,5,0.216014385223389,3,1,0.379243332290783,1.4475901754581366,1.2350048443242205,NA,NA,NA
77,OnlineFPCA-sgd,0.1,300,100,face,3,5,0.214709281921387,3,1,0.16759600109430706,1.4143879315033066,1.2708250308811613,NA,NA,NA
77,OnlineFPCA-sgd,0.1,400,100,face,3,5,0.216815233230591,3,1,0.5913366385691882,1.363564395203221,1.4793747178223218,NA,NA,NA
77,OnlineFPCA-sgd,0.1,500,100,face,3,5,0.216216564178467,3,1,0.7778490532534701,1.4546559810497945,1.2197568418650313,NA,NA,NA
77,OnlineFPCA-sgd,0.1,600,100,face,3,5,0.201272964477539,3,1,0.5526073540069341,1.439493526065489,1.2424124909431458,NA,NA,NA
77,OnlineFPCA-sgd,0.1,700,100,face,3,5,0.216911315917969,3,1,0.5316299036224192,1.439297698519638,1.243236119672436,NA,NA,NA
77,OnlineFPCA-sgd,0.1,800,100,face,3,5,0.217653036117554,3,1,0.6426071271969117,1.30868626930113,1.3218853215073154,NA,NA,NA
77,OnlineFPCA-sgd,0.1,900,100,face,3,5,0.385684013366699,3,1,0.401664648257379,1.3251709142025994,1.2633302194919367,NA,NA,NA
77,OnlineFPCA-sgd,0.1,1000,100,face,3,5,0.20184588432312,3,1,0.407631262111836,1.266966979636261,1.26565181522149,NA,NA,NA
77,OnlineFPCA-sgd,0.1,1100,100,face,3,5,0.290496587753296,3,1,0.3961037357531611,1.248367199404099,1.2653026976134014,0.3994954365247513,1.2563487921753387,1.2658387937221596
77,OnlineFPCA-sgd,0.1,1200,100,face,3,5,0.266539573669434,3,1,1.307913972169947,1.0918867652417734,1.3578192129471753,0.31121350190905606,1.1790209417383986,1.1378335594897693
77,OnlineFPCA-sgd,0.1,1300,100,face,3,5,0.267305135726929,3,1,1.0241257597198667,1.0907036836214588,1.1762698886533074,0.5783344653626316,1.1428704441401938,1.1280989114478106
77,OnlineFPCA-sgd,0.1,1400,100,face,3,5,0.264714002609253,3,1,0.9352515245012142,0.8487973422157884,1.2152283526636123,0.4837565518269828,1.0546574318607198,1.0614079074356224
77,OnlineFPCA-sgd,0.1,1500,100,face,3,5,0.265571594238281,3,1,0.22515990686785722,0.8445142738576422,0.8436423798773759,0.39154889407432836,0.9935642266537312,1.0063622691499303
77,OnlineFPCA-sgd,0.1,1600,100,face,3,5,0.268984794616699,3,1,0.7102486916185261,0.14681038051461123,0.6693826428248014,0.3228792426630122,0.8413648559649755,0.8531874746585378
77,OnlineFPCA-sgd,0.1,1700,100,face,3,5,0.268962144851685,3,1,0.10536724054622158,0.14637950275458003,0.2322188730754492,0.2748068419538504,0.6972767854454031,0.7148051245234132
