seed,Method,epoch,nBlock,wBeta,tau,RMSEphi1,RMSEphi2,RMSEphi3,RMSEphi1.avg,RMSEphi2.avg,RMSEphi3.avg
81,OnlineFPCA-adagrad,1,10,0.1,1.5013838820977504e-16,0.11880776779846554,0.18737264269430465,0.18514091191939624,0.09035804349504037,0.12985212009432562,0.17056070941282067
81,OnlineFPCA-adagrad,2,10,0.1,1.5013838820977504e-16,0.10860964715653632,0.21598587660721122,0.19005045620039485,0.012097032547506381,0.040245230669305763,0.13345833929082884
81,OnlineFPCA-adagrad,3,10,0.1,1.5013838820977504e-16,0.09966627412531276,0.19811924094947125,0.17254598904939275,0.013799044083198406,0.04236257835479852,0.13454130461479286
81,OnlineFPCA-adagrad,1,10,0.3,6.701187894788848e-17,0.11882826033296016,0.18704003262272784,0.18388175345427507,0.09039962933155185,0.129520843486419,0.168069360351388
81,OnlineFPCA-adagrad,2,10,0.3,6.701187894788848e-17,0.1086104955497911,0.21598050568637603,0.1900446181200899,0.012090782920692234,0.0400989836685261,0.13303020554384112
81,OnlineFPCA-adagrad,3,10,0.3,6.701187894788848e-17,0.0996664290890882,0.19811768101276708,0.1725456751739538,0.013789018828787015,0.04226405140204037,0.1343222989405184
81,OnlineFPCA-adagrad,1,10,0.5,7.477883108431819e-17,0.11811441263309716,0.17706676370709615,0.15741365260346382,0.09080231113657004,0.12501902676588636,0.11358004530302586
81,OnlineFPCA-adagrad,2,10,0.5,7.477883108431819e-17,0.10863249530944778,0.21587656962282953,0.19006825310503042,0.011945278539890957,0.037591591234529834,0.11919567648986874
81,OnlineFPCA-adagrad,3,10,0.5,7.477883108431819e-17,0.09967552809473965,0.19809491561645978,0.17260690997923017,0.01348308028685762,0.040332299044417985,0.12698545513511633
81,OnlineFPCA-adagrad,1,10,0.7,7.268725215216492e-17,0.11888217805813041,0.18642434110642578,0.18068671245176443,0.09053464691388534,0.12897730122107515,0.1612820804360174
81,OnlineFPCA-adagrad,2,10,0.7,7.268725215216492e-17,0.10861434646461449,0.21596461416906393,0.19002429534810183,0.012070902873322471,0.03956847753197255,0.13173582185053034
81,OnlineFPCA-adagrad,3,10,0.7,7.268725215216492e-17,0.09966703469146575,0.19811348336842036,0.17254471018664602,0.013760429442811577,0.04188839432697428,0.1336444570689481
81,OnlineFPCA-adagrad,1,10,0.9,2.64103621330803e-16,0.11888589920352419,0.1865455983512029,0.18085536863853158,0.09053668039883112,0.12908744205536346,0.16149074621919368
81,OnlineFPCA-adagrad,2,10,0.9,2.64103621330803e-16,0.10861476505953949,0.21596440420337293,0.1900223858321528,0.012070591100958776,0.039532278790594115,0.13174314876278256
81,OnlineFPCA-adagrad,3,10,0.9,2.64103621330803e-16,0.09966706271112788,0.19811351349525597,0.17254431459745564,0.013761062641929266,0.04185986427615755,0.13364445867555055
81,OnlineFPCA-adagrad,1,20,0.1,4.990570530069325e-11,0.11443480407826365,0.1795584567973478,0.2454258145957729,0.07816608726967775,0.1042685627726112,0.24007069450949622
81,OnlineFPCA-adagrad,2,20,0.1,4.990570530069325e-11,0.11526964328900297,0.22964081381224083,0.20492092438913515,0.013127057634061454,0.04290420174982034,0.1402430069216298
81,OnlineFPCA-adagrad,3,20,0.1,4.990570530069325e-11,0.1072253319555271,0.2130129407257762,0.18624740682574828,0.014108092039576928,0.044359781040523766,0.13869083191586568
81,OnlineFPCA-adagrad,1,20,0.3,3.5442866393049686e-10,0.11487509403000735,0.1847613286276226,0.25019176842915775,0.07885363934965511,0.10934318643609921,0.24436109841684783
81,OnlineFPCA-adagrad,2,20,0.3,3.5442866393049686e-10,0.11527664914140011,0.22964491177866736,0.20488347423495445,0.013156443388546409,0.04109316075587392,0.14019078191101156
81,OnlineFPCA-adagrad,3,20,0.3,3.5442866393049686e-10,0.10722409213166549,0.2130133064576539,0.18624380384071,0.014179958732196072,0.04325184729326176,0.13859878771754422
81,OnlineFPCA-adagrad,1,20,0.5,2.608351285257193e-10,0.1146713362321166,0.18232074259356892,0.25032425267660446,0.07976168424698056,0.11375308601255246,0.25306767420161436
81,OnlineFPCA-adagrad,2,20,0.5,2.608351285257193e-10,0.11525093981943976,0.2296713039888667,0.20501427145635867,0.013323957855580935,0.05048086610020802,0.1439844105243808
81,OnlineFPCA-adagrad,3,20,0.5,2.608351285257193e-10,0.10722752188410893,0.21301717832469744,0.18625887355635484,0.014274041043394239,0.048306146405764736,0.14059601353260623
81,OnlineFPCA-adagrad,1,20,0.7,1.2514204990894295e-10,0.11540519497328072,0.1813475596986527,0.24647916847384063,0.08024035704723334,0.10730288478922292,0.24394539214061126
81,OnlineFPCA-adagrad,2,20,0.7,1.2514204990894295e-10,0.11526455053311316,0.22967149141835105,0.2049558480934183,0.013279226494937646,0.045299593787039474,0.14159854862685978
81,OnlineFPCA-adagrad,3,20,0.7,1.2514204990894295e-10,0.10722661739578748,0.21302487408428383,0.18625210106796994,0.014286952664463583,0.04571326834640241,0.1394131418683827
81,OnlineFPCA-adagrad,1,20,0.9,9.530882589999523e-11,0.11570552706939789,0.18646577895059235,0.2475875709692589,0.07996832998034108,0.11109588515599714,0.23991860971859139
81,OnlineFPCA-adagrad,2,20,0.9,9.530882589999523e-11,0.11527983920724731,0.22967020428103188,0.2048560140794265,0.013190049781408949,0.04078726650167679,0.13950022350200492
81,OnlineFPCA-adagrad,3,20,0.9,9.530882589999523e-11,0.10722496724334843,0.21302988312088758,0.18622974711919218,0.014245061661357125,0.043046849676849616,0.13822585880454424
81,OnlineFPCA-adagrad,1,50,0.1,4.860756321129672e-9,0.13310369386835874,0.2668825739392554,0.2634790880378791,0.03512146343737304,0.10869995262535365,0.1802177490284105
81,OnlineFPCA-adagrad,2,50,0.1,4.860756321129672e-9,0.12320577181422261,0.24617184137798745,0.22816839570917566,0.009675348540527066,0.05562249757184692,0.1453480981631636
81,OnlineFPCA-adagrad,3,50,0.1,4.860756321129672e-9,0.11603622021490693,0.23119379144498803,0.20751396646246492,0.011921349558608874,0.05130644473690265,0.14202003541928745
81,OnlineFPCA-adagrad,1,50,0.3,5.1008328908058405e-9,0.13339089018358827,0.2670690812886918,0.26339973487913926,0.03625229561139829,0.10201771905268096,0.17320131590572257
81,OnlineFPCA-adagrad,2,50,0.3,5.1008328908058405e-9,0.12320612395498012,0.24616726613313145,0.22817018898135574,0.009816402173577217,0.05300933752740108,0.14399441107077973
81,OnlineFPCA-adagrad,3,50,0.3,5.1008328908058405e-9,0.11603513646068146,0.23118786110263906,0.20751820467792728,0.011974243478461905,0.04996149278332827,0.14135454786617213
81,OnlineFPCA-adagrad,1,50,0.5,7.48190294505151e-9,0.1326697881584084,0.26996638946924584,0.2664347734980974,0.03561723974686336,0.1407475349815415,0.207381381390536
81,OnlineFPCA-adagrad,2,50,0.5,7.48190294505151e-9,0.1231957707821091,0.24608341197347056,0.22820974563717653,0.00981785251227784,0.06492905917748208,0.15008440614388788
81,OnlineFPCA-adagrad,3,50,0.5,7.48190294505151e-9,0.11603050955036684,0.23112222030456145,0.2075591506816666,0.01197942123148666,0.05588623236167118,0.14420954949848275
81,OnlineFPCA-adagrad,1,50,0.7,7.48190294505151e-9,0.13266566256896295,0.270008289188631,0.2664733647036074,0.03560752392736838,0.14102236492871095,0.20761663099778807
81,OnlineFPCA-adagrad,2,50,0.7,7.48190294505151e-9,0.1231957484900185,0.24608340848715388,0.22820963038678302,0.009816504658994194,0.06500453013675574,0.1501218204957137
81,OnlineFPCA-adagrad,3,50,0.7,7.48190294505151e-9,0.11603052083277014,0.2311222364043791,0.2075590764493178,0.011978831380744716,0.05592288061412323,0.14422594469453556
81,OnlineFPCA-adagrad,1,50,0.9,7.983250221177484e-9,0.13267248137429186,0.26991267345771613,0.2664564946999056,0.03558410899027233,0.14059822115514536,0.20716232670120518
81,OnlineFPCA-adagrad,2,50,0.9,7.983250221177484e-9,0.12319449826311694,0.246067384613891,0.228219207420261,0.00981419935690697,0.06489621585125907,0.14999342139863642
81,OnlineFPCA-adagrad,3,50,0.9,7.983250221177484e-9,0.11602916675542246,0.23110848563325392,0.2075690140209042,0.011978070857457768,0.05587147986898756,0.14415796732439387
81,OnlineFPCA-adagrad,1,100,0.1,7.0319084316154356e-9,0.14007472182822306,0.27691418866658096,0.286138587077976,0.04623273512572797,0.10728766079570452,0.25362194104928454
81,OnlineFPCA-adagrad,2,100,0.1,7.0319084316154356e-9,0.12906451992616502,0.2575917517122922,0.2455948158624019,0.01136696100597588,0.053897631002637725,0.15214648051303334
81,OnlineFPCA-adagrad,3,100,0.1,7.0319084316154356e-9,0.12217844468504412,0.2436371204683492,0.22451835059575448,0.012105933023600099,0.05061860116357788,0.1456713961460065
81,OnlineFPCA-adagrad,1,100,0.3,7.4423134459622034e-9,0.14018501945473721,0.27681812227265423,0.28691731953721883,0.0464797471835328,0.10886197946204072,0.2666221820298865
81,OnlineFPCA-adagrad,2,100,0.3,7.4423134459622034e-9,0.12906616174726315,0.25756596264700976,0.24567516891911417,0.011422110844297083,0.054251900492667315,0.153466290297135
81,OnlineFPCA-adagrad,3,100,0.3,7.4423134459622034e-9,0.12217746583766954,0.24361804263456466,0.22456571289780652,0.012130924055533857,0.050806663214567074,0.14626980069337275
81,OnlineFPCA-adagrad,1,100,0.5,7.4423134459622034e-9,0.14018501945473721,0.27681812227265423,0.28691731953721883,0.0464797471835328,0.10886197946204072,0.2666221820298865
81,OnlineFPCA-adagrad,2,100,0.5,7.4423134459622034e-9,0.12906616174726315,0.25756596264700976,0.24567516891911417,0.011422110844297083,0.054251900492667315,0.153466290297135
81,OnlineFPCA-adagrad,3,100,0.5,7.4423134459622034e-9,0.12217746583766954,0.24361804263456466,0.22456571289780652,0.012130924055533857,0.050806663214567074,0.14626980069337275
81,OnlineFPCA-adagrad,1,100,0.7,7.691375798208002e-9,0.14005490061604767,0.2768829614041861,0.28605802988972895,0.04611997857819297,0.10701095283681034,0.2519206271592999
81,OnlineFPCA-adagrad,2,100,0.7,7.691375798208002e-9,0.12906286421545818,0.2575678277958841,0.24559811269559617,0.011346480678937135,0.05386241950433976,0.1520147156753257
81,OnlineFPCA-adagrad,3,100,0.7,7.691375798208002e-9,0.12217665672436105,0.24361512889713186,0.22452731713786364,0.012097268322811158,0.05059994222426209,0.14561605219162585
81,OnlineFPCA-adagrad,1,100,0.9,5.604632019011987e-9,0.1400682488658169,0.2769482153091169,0.2861165075077148,0.0461246633682941,0.10728068991986826,0.25397359080383247
81,OnlineFPCA-adagrad,2,100,0.9,5.604632019011987e-9,0.12906847162075485,0.2576490342034651,0.24557064911925258,0.011346411315874234,0.05395817681615323,0.1521763209722308
81,OnlineFPCA-adagrad,3,100,0.9,5.604632019011987e-9,0.12218283573258946,0.24368766335996667,0.22448981173954133,0.012097059579697046,0.05065622968914603,0.14568350911041494
