seed,Method,epoch,nBlock,wBeta,tau,RMSEphi1,RMSEphi2,RMSEphi3,RMSEphi1.avg,RMSEphi2.avg,RMSEphi3.avg
97,OnlineFPCA-adagrad,1,10,0.1,3.112507615977404e-14,0.10609851592993581,0.20732487770009553,0.21839429645626615,0.09446819403825314,0.16361145602340452,0.24378450463573018
97,OnlineFPCA-adagrad,2,10,0.1,3.112507615977404e-14,0.10575311432800229,0.15649905120953755,0.21807657386560725,0.026110171881954913,0.09591904910261799,0.13399313810994934
97,OnlineFPCA-adagrad,3,10,0.1,3.112507615977404e-14,0.10019878195732021,0.1441379031251577,0.20153742053074347,0.025727067935530805,0.07895373479216444,0.12398379361323829
97,OnlineFPCA-adagrad,1,10,0.3,6.116222330020232e-14,0.1070433433187205,0.17543194305363474,0.1863176908252844,0.09576874298342052,0.1084858623894863,0.21047847315988563
97,OnlineFPCA-adagrad,2,10,0.3,6.116222330020232e-14,0.10578409126562495,0.15746714427727207,0.2194880136725714,0.02611036234831824,0.08024961311351016,0.12239333021036385
97,OnlineFPCA-adagrad,3,10,0.3,6.116222330020232e-14,0.10020606820577516,0.1441915435477668,0.2018542749476444,0.02574404968290692,0.07402078873240421,0.12067990278450372
97,OnlineFPCA-adagrad,1,10,0.5,1.3924076077639628e-14,0.10926135769227532,0.17298776329914708,0.1838063548766601,0.09975981010872836,0.10177142130990059,0.2054961141248975
97,OnlineFPCA-adagrad,2,10,0.5,1.3924076077639628e-14,0.10579745716665638,0.15783448852219986,0.2199780600030377,0.025531960633672333,0.07623255426467146,0.12097020334533644
97,OnlineFPCA-adagrad,3,10,0.5,1.3924076077639628e-14,0.1002096564787645,0.1442152412601054,0.2019548219502701,0.025442800309019832,0.07282019274648083,0.12059682370221074
97,OnlineFPCA-adagrad,1,10,0.7,5.999887449349447e-14,0.10726277323416009,0.1734052182383765,0.18440848393629614,0.09604256806631917,0.10415416611533783,0.20809786006407996
97,OnlineFPCA-adagrad,2,10,0.7,5.999887449349447e-14,0.10578939685512623,0.15760195924871045,0.21967777843281067,0.026105408829682854,0.07875473497813669,0.12157014979502023
97,OnlineFPCA-adagrad,3,10,0.7,5.999887449349447e-14,0.10020753878686157,0.14420041825393531,0.2018954612255852,0.025743503535201915,0.07358898410550724,0.12051950609941574
97,OnlineFPCA-adagrad,1,10,0.9,4.4581261929064685e-14,0.10653934046482329,0.18648777850914042,0.19744955753037757,0.09489236603160554,0.1299183977378745,0.22190000441664715
97,OnlineFPCA-adagrad,2,10,0.9,4.4581261929064685e-14,0.10577034698162296,0.15702555621405537,0.21887071845252265,0.026199383114107147,0.08641355166023992,0.1271606370201773
97,OnlineFPCA-adagrad,3,10,0.9,4.4581261929064685e-14,0.1002028277553098,0.1441658833347716,0.20172517414997138,0.0257831436166339,0.07586256032787611,0.12205084696706976
97,OnlineFPCA-adagrad,1,20,0.1,1.5340876200508881e-9,0.10695393766561177,0.19639486897286332,0.1798497468626321,0.1138374594958505,0.13341578691297853,0.23248972277574823
97,OnlineFPCA-adagrad,2,20,0.1,1.5340876200508881e-9,0.11040318108211847,0.17175004987183382,0.23482432688491497,0.028146836719363237,0.07817803456446437,0.11328739175386708
97,OnlineFPCA-adagrad,3,20,0.1,1.5340876200508881e-9,0.10450234466238714,0.15654162758963253,0.21726498367881605,0.026972581311699526,0.07493306972097942,0.11778354642858455
97,OnlineFPCA-adagrad,1,20,0.3,1.759260113251927e-9,0.10726972696441693,0.19426099828006052,0.17190434346949215,0.11398664994050317,0.13092709961251633,0.22349141330886063
97,OnlineFPCA-adagrad,2,20,0.3,1.759260113251927e-9,0.11039188380141635,0.1716159484657951,0.23459079450519138,0.0282542667306975,0.07880274781808645,0.1138196772620005
97,OnlineFPCA-adagrad,3,20,0.3,1.759260113251927e-9,0.10449813624576851,0.15653954266604497,0.21720692524083035,0.027021849125145558,0.07502429170980472,0.1178955077705406
97,OnlineFPCA-adagrad,1,20,0.5,3.4047571811975333e-9,0.10608097445055892,0.2115499983004797,0.2108605792300389,0.11258238271908437,0.1579052003927242,0.2653684981673896
97,OnlineFPCA-adagrad,2,20,0.5,3.4047571811975333e-9,0.11040830068919653,0.1719597206803328,0.23518727083835686,0.027793988468413237,0.07875651781582442,0.1137619100218697
97,OnlineFPCA-adagrad,3,20,0.5,3.4047571811975333e-9,0.10449898037651267,0.1565138050811919,0.21735087790631816,0.02680413566251613,0.07519320937336026,0.11792473506327845
97,OnlineFPCA-adagrad,1,20,0.7,1.2452803879160835e-8,0.10524276606308976,0.27509882046386197,0.29742842917864504,0.10809507259852358,0.24975283043709312,0.3500242932633469
97,OnlineFPCA-adagrad,2,20,0.7,1.2452803879160835e-8,0.11038802475157096,0.17235001097826935,0.23567877614638746,0.027702962919781974,0.08689196995141418,0.1202806452290299
97,OnlineFPCA-adagrad,3,20,0.7,1.2452803879160835e-8,0.10447336998444948,0.15642461324536888,0.2174151848807856,0.026771716605820103,0.0777398605095036,0.1197846026574776
97,OnlineFPCA-adagrad,1,20,0.9,2.689213472395307e-9,0.10518599741635061,0.3312875062292705,0.35965039830542994,0.10542981077127939,0.3187134354786985,0.40788839871318466
97,OnlineFPCA-adagrad,2,20,0.9,2.689213472395307e-9,0.11043572234341306,0.17289382944118117,0.23589374041378544,0.027890406216683993,0.09718737916654129,0.12880910046913627
97,OnlineFPCA-adagrad,3,20,0.9,2.689213472395307e-9,0.10451210290353796,0.15658989796227582,0.2172890706771146,0.026869704807345483,0.08116187776505072,0.12255088400361466
97,OnlineFPCA-adagrad,1,50,0.1,1.042737649759763e-7,0.13076150703097214,0.2245028705735675,0.27795274198366504,0.06861744670254682,0.1683708339660943,0.28099969796373925
97,OnlineFPCA-adagrad,2,50,0.1,1.042737649759763e-7,0.11706595832850901,0.18682893748189836,0.24860413662137984,0.028266628215520676,0.07971305494970037,0.13078709356323578
97,OnlineFPCA-adagrad,3,50,0.1,1.042737649759763e-7,0.11046348815714392,0.17165214186430816,0.23531247494508736,0.026914242019539274,0.07564090843949951,0.12552194687020118
97,OnlineFPCA-adagrad,1,50,0.3,1.4672354567195029e-7,0.13060425076523646,0.2253121526968329,0.27913131160908466,0.0685436243194033,0.17218644418320478,0.2845357938092868
97,OnlineFPCA-adagrad,2,50,0.3,1.4672354567195029e-7,0.11691065711423848,0.18637409183337492,0.2485787609240472,0.028081729593063088,0.0797594234178479,0.13077180621409715
97,OnlineFPCA-adagrad,3,50,0.3,1.4672354567195029e-7,0.11031483212851483,0.17117205460784965,0.23540067091324843,0.02680366387727208,0.07547624561798097,0.1251932244574446
97,OnlineFPCA-adagrad,1,50,0.5,5.2132353818096366e-8,0.1293096909441338,0.20126485565694005,0.26060502110305384,0.07248972935357292,0.10493666887398118,0.25361237147239757
97,OnlineFPCA-adagrad,2,50,0.5,5.2132353818096366e-8,0.11723084134567693,0.18725910591923312,0.24838805125086236,0.03271692918662137,0.07761166622211667,0.13246110375269415
97,OnlineFPCA-adagrad,3,50,0.5,5.2132353818096366e-8,0.11064070752786583,0.17225201800795406,0.23511583729880728,0.029655675186978397,0.07467526170329103,0.12671532490943552
97,OnlineFPCA-adagrad,1,50,0.7,6.888526487171839e-8,0.1282530872252344,0.23904432160298827,0.2982102216217131,0.07481616182460601,0.2811412374316298,0.37947329727139806
97,OnlineFPCA-adagrad,2,50,0.7,6.888526487171839e-8,0.11708922808917174,0.1868017671076765,0.2476535431779578,0.03323207919123239,0.10647474645140136,0.15639202485258497
97,OnlineFPCA-adagrad,3,50,0.7,6.888526487171839e-8,0.11056128997581863,0.17210509585084321,0.23488583767032556,0.029927822250416056,0.08262240582874668,0.13444342277298799
97,OnlineFPCA-adagrad,1,50,0.9,7.181278241678177e-9,0.1294790622541041,0.20184910293128303,0.26091795554360775,0.07406161149644466,0.10869758051851014,0.253240440856818
97,OnlineFPCA-adagrad,2,50,0.9,7.181278241678177e-9,0.11740438718982342,0.18774644021627968,0.24843832966377935,0.03303948047192923,0.07835935307584921,0.13332561349176542
97,OnlineFPCA-adagrad,3,50,0.9,7.181278241678177e-9,0.11080445262706959,0.17276624586862924,0.23501656611135827,0.029833248419810724,0.07519865852080972,0.12757353575484018
97,OnlineFPCA-adagrad,1,100,0.1,1.207174031161181e-7,0.13785749144894519,0.21795586992147814,0.26179737911224626,0.07409659701741865,0.09818030725631521,0.26608575358491204
97,OnlineFPCA-adagrad,2,100,0.1,1.207174031161181e-7,0.12259102827210672,0.19884916639956957,0.2546656641961968,0.03324623871972066,0.07789335144435502,0.1363059954529849
97,OnlineFPCA-adagrad,3,100,0.1,1.207174031161181e-7,0.11557596855952368,0.18402300371777863,0.24549412012629782,0.030297994988113027,0.07591570313835233,0.12889081723208945
97,OnlineFPCA-adagrad,1,100,0.3,1.0908636837354996e-7,0.1381135849475506,0.22206490666515144,0.2641555339215538,0.07248305226732982,0.10619478820931401,0.2668187745457443
97,OnlineFPCA-adagrad,2,100,0.3,1.0908636837354996e-7,0.1226565103861921,0.19895295062692597,0.25472918087744173,0.03269312857547866,0.07875216402589745,0.13565942140347617
97,OnlineFPCA-adagrad,3,100,0.3,1.0908636837354996e-7,0.11562344054568034,0.18413039261713016,0.24552742169269093,0.029976867464908144,0.0764875724775307,0.1286387190161379
97,OnlineFPCA-adagrad,1,100,0.5,1.3668893278172483e-7,0.13803632856995116,0.2218370332191225,0.264113745937764,0.0723135329430376,0.10529119061426943,0.2667988233616623
97,OnlineFPCA-adagrad,2,100,0.5,1.3668893278172483e-7,0.12256435473747244,0.19869284093055614,0.25467433990121374,0.03268166613348341,0.07850075165049646,0.13542738060847387
97,OnlineFPCA-adagrad,3,100,0.5,1.3668893278172483e-7,0.11552865750045781,0.18384567511396704,0.24552173301521696,0.02997345098999105,0.07628875784595439,0.12835033483412958
97,OnlineFPCA-adagrad,1,100,0.7,1.3668893278172483e-7,0.13803632856995116,0.2218370332191225,0.264113745937764,0.0723135329430376,0.10529119061426943,0.2667988233616623
97,OnlineFPCA-adagrad,2,100,0.7,1.3668893278172483e-7,0.12256435473747244,0.19869284093055614,0.25467433990121374,0.03268166613348341,0.07850075165049646,0.13542738060847387
97,OnlineFPCA-adagrad,3,100,0.7,1.3668893278172483e-7,0.11552865750045781,0.18384567511396704,0.24552173301521696,0.02997345098999105,0.07628875784595439,0.12835033483412958
97,OnlineFPCA-adagrad,1,100,0.9,1.8495230277354525e-7,0.1378989781512872,0.22143433302045373,0.26410888513885294,0.07202669247230835,0.10384792508619207,0.2668988709495906
