seed,Method,epoch,nBlock,wBeta,tau,RMSEphi1,RMSEphi2,RMSEphi3,RMSEphi1.avg,RMSEphi2.avg,RMSEphi3.avg
63,OnlineFPCA-adagrad,1,10,0.1,7.896822724885372e-17,0.06819678867451016,0.12910241616151202,0.2513040649127481,0.11520683021015236,0.11867663265753461,0.2518890834793087
63,OnlineFPCA-adagrad,2,10,0.1,7.896822724885372e-17,0.0789668128264295,0.13069172559253078,0.26019602396149816,0.022970350520854322,0.058937883574600794,0.17879154405123243
63,OnlineFPCA-adagrad,3,10,0.1,7.896822724885372e-17,0.08016008978985738,0.12625326770548875,0.24662736982465674,0.021616565620270697,0.06277421955844224,0.1786919467404908
63,OnlineFPCA-adagrad,1,10,0.3,2.4530056950212104e-17,0.06824155114584084,0.1296406675179028,0.25098354052772825,0.11539300261465435,0.11907606365301025,0.2513903636011725
63,OnlineFPCA-adagrad,2,10,0.3,2.4530056950212104e-17,0.07896535128033033,0.1307362064785322,0.2602267869051269,0.022987565398978213,0.05985244905019762,0.17886570146519018
63,OnlineFPCA-adagrad,3,10,0.3,2.4530056950212104e-17,0.08016016652828335,0.12625713489108775,0.24663216352484307,0.02162540657067699,0.06328520388450687,0.17876124522799233
63,OnlineFPCA-adagrad,1,10,0.5,6.71246224846359e-17,0.06780716388551093,0.12898670203542376,0.2519419587311396,0.1149698560264902,0.11891160230458432,0.25194263032256264
63,OnlineFPCA-adagrad,2,10,0.5,6.71246224846359e-17,0.07896810701958747,0.13067326118825956,0.2602088282084006,0.022903251310938674,0.05860515776059255,0.17908387441455786
63,OnlineFPCA-adagrad,3,10,0.5,6.71246224846359e-17,0.08016040488725248,0.12625098100455917,0.24662814106591435,0.021579950280531727,0.0625883353158918,0.17885189877123733
63,OnlineFPCA-adagrad,1,10,0.7,1.971138198521774e-16,0.06823830340805072,0.12974295967853242,0.24986219376085891,0.11532888184647798,0.11844785062872691,0.2509823240493182
63,OnlineFPCA-adagrad,2,10,0.7,1.971138198521774e-16,0.07896365966993334,0.1307662831076465,0.26022168814061836,0.022996372928450543,0.06039371896455858,0.17858330159771318
63,OnlineFPCA-adagrad,3,10,0.7,1.971138198521774e-16,0.08015988342258114,0.1262603424070447,0.24663139479295787,0.021629888401198772,0.06358980914389156,0.17861430082770197
63,OnlineFPCA-adagrad,1,10,0.9,1.2254887937487178e-16,0.06746533321198221,0.1294794711759539,0.25914465715762636,0.1146167711745696,0.12221779523908353,0.2571681194208962
63,OnlineFPCA-adagrad,2,10,0.9,1.2254887937487178e-16,0.07897693910042014,0.13049608324773707,0.2602123158193574,0.02279960145536208,0.05517915946507424,0.1805342374746997
63,OnlineFPCA-adagrad,3,10,0.9,1.2254887937487178e-16,0.08016168399799242,0.1262353808267435,0.2466376936960596,0.02152682502757919,0.06062296409253023,0.1794967836382135
63,OnlineFPCA-adagrad,1,20,0.1,2.6170317827583738e-11,0.06871964272787356,0.16402437502791758,0.332463906752316,0.12164377744217819,0.15999542337389344,0.34457962578175827
63,OnlineFPCA-adagrad,2,20,0.1,2.6170317827583738e-11,0.07649790777230417,0.13634874524344448,0.27492182512368135,0.02361856313707996,0.0742911021629438,0.19068698784976948
63,OnlineFPCA-adagrad,3,20,0.1,2.6170317827583738e-11,0.07926687611426009,0.13046776764709053,0.25878087035948555,0.022094179369281427,0.070671722012293,0.1849071762951347
63,OnlineFPCA-adagrad,1,20,0.3,7.872129807937386e-11,0.06948208921703873,0.1371452584724876,0.32522223220189755,0.1225051206137758,0.13425997849548735,0.33349672689240045
63,OnlineFPCA-adagrad,2,20,0.3,7.872129807937386e-11,0.07652136933732147,0.1360358501278637,0.2748653999400276,0.023584707718398625,0.06218643323559025,0.19041494898697284
63,OnlineFPCA-adagrad,3,20,0.3,7.872129807937386e-11,0.07926896401716903,0.1304465853322347,0.2587825321161424,0.02208070210668069,0.06421774650925595,0.18470013953091508
63,OnlineFPCA-adagrad,1,20,0.5,1.0909926638305058e-10,0.07108811594949982,0.1764606849028541,0.3435424157818723,0.12456900498706333,0.19780099253997563,0.3604436041267082
63,OnlineFPCA-adagrad,2,20,0.5,1.0909926638305058e-10,0.07656018001646774,0.13537893783380037,0.2743428580326558,0.023428619089061405,0.04308583406258864,0.1918299227331688
63,OnlineFPCA-adagrad,3,20,0.5,1.0909926638305058e-10,0.07926753534920229,0.13040749550128516,0.2586250942742479,0.02199248268268622,0.05178429163552722,0.18431662288080553
63,OnlineFPCA-adagrad,1,20,0.7,1.0578711508490267e-10,0.07134491701096943,0.1891115481785352,0.3495624126761693,0.12490839030633329,0.2132539217395474,0.36873934785287743
63,OnlineFPCA-adagrad,2,20,0.7,1.0578711508490267e-10,0.07656484902791265,0.13527804528734888,0.2742193956194075,0.02340758230689517,0.041573206098645094,0.19229124986178572
63,OnlineFPCA-adagrad,3,20,0.7,1.0578711508490267e-10,0.07926659729252271,0.13040186715149882,0.2585837071194844,0.021979690267904323,0.050166998672336593,0.18429537307615296
63,OnlineFPCA-adagrad,1,20,0.9,3.3221665783932455e-10,0.06954722859663881,0.16935452972700796,0.34043268059011894,0.12295820558914901,0.18774940494212983,0.35666033139353426
63,OnlineFPCA-adagrad,2,20,0.9,3.3221665783932455e-10,0.07655617518931877,0.13543068077381654,0.2743709008187924,0.023286974289359937,0.04389830581612761,0.19169120482196378
63,OnlineFPCA-adagrad,3,20,0.9,3.3221665783932455e-10,0.07926702589462616,0.13041034574027918,0.2586241292939246,0.02191905943138171,0.05260784143852981,0.18436442886037122
63,OnlineFPCA-adagrad,1,50,0.1,1.4276755067763042e-8,0.06366373478127693,0.29569777006413017,0.42369520458717347,0.06492718944842608,0.36882040368800656,0.4593414959266333
63,OnlineFPCA-adagrad,2,50,0.1,1.4276755067763042e-8,0.07166555084775525,0.14558809770597078,0.2918263970028399,0.02682410912933886,0.13662074098177426,0.2150684675828286
63,OnlineFPCA-adagrad,3,50,0.1,1.4276755067763042e-8,0.07599217299047141,0.13736184595228818,0.2745209242553353,0.023995212207716932,0.10227861731239885,0.19417784175739522
63,OnlineFPCA-adagrad,1,50,0.3,9.831793590152081e-9,0.06853510511861581,0.16323806816925862,0.3469222394731186,0.0584802978616835,0.13677941656375436,0.30797126048520246
63,OnlineFPCA-adagrad,2,50,0.3,9.831793590152081e-9,0.07185481585824739,0.14426044787593387,0.2924948804674912,0.025629716815121745,0.050352744059060546,0.19262216782250133
63,OnlineFPCA-adagrad,3,50,0.3,9.831793590152081e-9,0.07608009149951948,0.13685542741335655,0.2750155996976101,0.023373821772471975,0.0544277503714247,0.18509234749138742
63,OnlineFPCA-adagrad,1,50,0.5,9.964089712614163e-9,0.06853344113775654,0.16322060543761469,0.3468760485400126,0.05847742960187648,0.1367029680831396,0.30791578596879376
63,OnlineFPCA-adagrad,2,50,0.5,9.964089712614163e-9,0.07185414026300663,0.1442601299604223,0.2924729176592617,0.025629183845990344,0.05035748080784584,0.1926167767123978
63,OnlineFPCA-adagrad,3,50,0.5,9.964089712614163e-9,0.07607949770250465,0.1368551867522371,0.2749989050882473,0.023373451324007102,0.05443419984067244,0.1850897774858876
63,OnlineFPCA-adagrad,1,50,0.7,1.0052481368241187e-8,0.06684007364474448,0.1567990284293197,0.3459780342322168,0.05885807328856873,0.09314917435497087,0.29835029843671473
63,OnlineFPCA-adagrad,2,50,0.7,1.0052481368241187e-8,0.07184694268990399,0.14431786127639,0.29254068302646014,0.025677456455685692,0.056720924548152606,0.19306281418819032
63,OnlineFPCA-adagrad,3,50,0.7,1.0052481368241187e-8,0.07607902130018787,0.13685565259191002,0.2750178107927403,0.023399914510859893,0.05991906397488836,0.18587328132980013
63,OnlineFPCA-adagrad,1,50,0.9,1.2045801317433629e-8,0.06686193112786733,0.15678554706521483,0.3452821457308829,0.05882683080537036,0.09321583950532435,0.29766197579372644
63,OnlineFPCA-adagrad,2,50,0.9,1.2045801317433629e-8,0.07183698448982659,0.14431157904239228,0.2922080719714648,0.025670234156809028,0.05665907328725873,0.1929715502410798
63,OnlineFPCA-adagrad,3,50,0.9,1.2045801317433629e-8,0.07607009795621553,0.13685202647472938,0.2747658759639274,0.023394579323421903,0.059880035974701144,0.1858149123714501
63,OnlineFPCA-adagrad,1,100,0.1,7.95904046106268e-9,0.0688176581502856,0.17162936607941262,0.3655386854763972,0.060577221272955326,0.10849198058975514,0.31818067619078355
63,OnlineFPCA-adagrad,2,100,0.1,7.95904046106268e-9,0.06793121102819606,0.15278590025063327,0.3090483375332477,0.026074476453376683,0.06967846781376026,0.20107800091832323
63,OnlineFPCA-adagrad,3,100,0.1,7.95904046106268e-9,0.07252352634625234,0.14324080705705827,0.2897534439701523,0.023751709737540865,0.06764567923068998,0.19079491201846757
63,OnlineFPCA-adagrad,1,100,0.3,1.2881822434880316e-8,0.0690806912676065,0.17131614066252637,0.3622989015282145,0.061860821963614164,0.10805326832904928,0.3138240553758877
63,OnlineFPCA-adagrad,2,100,0.3,1.2881822434880316e-8,0.06790527673461012,0.15275842859688155,0.3078396277526723,0.02624852549586467,0.06943609866434111,0.200252889391173
63,OnlineFPCA-adagrad,3,100,0.3,1.2881822434880316e-8,0.07249295202748707,0.14322493750197735,0.28879175089988285,0.023834987574937235,0.06749921436630624,0.19032019869661587
63,OnlineFPCA-adagrad,1,100,0.5,1.7522025518800978e-8,0.0691503677110466,0.17118540845492639,0.36045372411647175,0.06180895597450752,0.10771132735227086,0.3117769095475391
