seed,Method,epoch,nBlock,wBeta,tau,RMSEphi1,RMSEphi2,RMSEphi3,RMSEphi1.avg,RMSEphi2.avg,RMSEphi3.avg
9,OnlineFPCA-adagrad,1,10,0.1,1.3879042254955334e-16,0.15024928857303332,0.18946714837914902,0.17477863563611418,0.10607413973745716,0.1677696713391043,0.16556938984257633
9,OnlineFPCA-adagrad,2,10,0.1,1.3879042254955334e-16,0.13984765191372467,0.17092121233628574,0.20433019634868102,0.026466218054071827,0.10163800246909584,0.20683095853430883
9,OnlineFPCA-adagrad,3,10,0.1,1.3879042254955334e-16,0.12748433567949408,0.15908155747359962,0.1908645389303498,0.025821830410420455,0.09483962043311835,0.20680308619317123
9,OnlineFPCA-adagrad,1,10,0.3,1.228277031065532e-15,0.15149413125486524,0.16799286348528988,0.15203161378780822,0.10656735595630652,0.14326547411257873,0.13813482327832446
9,OnlineFPCA-adagrad,2,10,0.3,1.228277031065532e-15,0.13990059580554765,0.16994814723577573,0.20387038974613989,0.02639184354074788,0.09068716553356382,0.2021696070020727
9,OnlineFPCA-adagrad,3,10,0.3,1.228277031065532e-15,0.12749659145246828,0.15893960947134328,0.1908071069539068,0.02578189449663957,0.08891580826240471,0.20451107082319253
9,OnlineFPCA-adagrad,1,10,0.5,1.4965963828541614e-15,0.15105151328356747,0.17411961117604907,0.15845605605561616,0.10626843776295954,0.1500515741099494,0.14625850202788718
9,OnlineFPCA-adagrad,2,10,0.5,1.4965963828541614e-15,0.13988515642688715,0.1702461625632566,0.20401062479384444,0.026417980822527023,0.09403046624818724,0.20352065254093846
9,OnlineFPCA-adagrad,3,10,0.5,1.4965963828541614e-15,0.12749326407897543,0.1589833114526638,0.19082551246332446,0.025797278527474207,0.09072957897840686,0.20517871604040253
9,OnlineFPCA-adagrad,1,10,0.7,9.622401724113746e-15,0.15195037712840742,0.1556395719208054,0.13938755906621478,0.1066035761058006,0.12961639054500118,0.12212554212616883
9,OnlineFPCA-adagrad,2,10,0.7,9.622401724113746e-15,0.13993538157559413,0.16924014060610937,0.20353050495555727,0.02633578366621031,0.0824800279156207,0.19894656384676218
9,OnlineFPCA-adagrad,3,10,0.7,9.622401724113746e-15,0.12750411786233343,0.15883617094890093,0.19076257397281432,0.025752918799027625,0.08444997160630134,0.2028295609941858
9,OnlineFPCA-adagrad,1,10,0.9,3.0268007318027338e-15,0.15127890293773127,0.1679873720382103,0.1525490351322307,0.10616891396161862,0.14280660915055088,0.139394339343151
9,OnlineFPCA-adagrad,2,10,0.9,3.0268007318027338e-15,0.1399027717167516,0.1699545398650251,0.20387389510012757,0.026394856556444232,0.09063028115344984,0.20217244899751072
9,OnlineFPCA-adagrad,3,10,0.9,3.0268007318027338e-15,0.12749787609740518,0.15894117465983187,0.1908095392766933,0.02578663764059766,0.08889028960131533,0.20448626775307718
9,OnlineFPCA-adagrad,1,20,0.1,3.190707719451992e-9,0.15159796639073414,0.3799362948931967,0.381410284488501,0.1078774602985094,0.3755536844344056,0.3861142187083828
