seed,Method,epoch,nBlock,wBeta,tau,RMSEphi1,RMSEphi2,RMSEphi3,RMSEphi1.avg,RMSEphi2.avg,RMSEphi3.avg
74,OnlineFPCA-adagrad,1,10,0.1,1.2601095467545528e-15,0.06332516557008416,0.24089713795389595,0.32811314373440087,0.03715712572520855,0.20942908039088332,0.3490368797762731
74,OnlineFPCA-adagrad,2,10,0.1,1.2601095467545528e-15,0.030933080234590623,0.11223491349526636,0.274669809986136,0.021809473846321255,0.12048368894283068,0.2153814668125334
74,OnlineFPCA-adagrad,3,10,0.1,1.2601095467545528e-15,0.024975943980683694,0.09557909532650365,0.2539016144608929,0.02095867441181627,0.10173887728719605,0.20370935936292495
74,OnlineFPCA-adagrad,1,10,0.3,1.3149366054006692e-15,0.06730544105473388,0.4353035180096099,0.4983721615606308,0.039088123709868444,0.4295821116638954,0.5031974564705127
74,OnlineFPCA-adagrad,2,10,0.3,1.3149366054006692e-15,0.031116575041048335,0.135453498192882,0.28477444591686407,0.021283574640495944,0.21645512154291202,0.2820845256271466
74,OnlineFPCA-adagrad,3,10,0.3,1.3149366054006692e-15,0.024974200430718237,0.0988229049732749,0.2545341037883613,0.020636009206695782,0.1540268045170177,0.23535881040952306
74,OnlineFPCA-adagrad,1,10,0.5,1.917825812565459e-15,0.06984787246970134,0.6905804039903067,0.7402813793199924,0.03928203833103804,0.6880540297161685,0.7278549809027139
74,OnlineFPCA-adagrad,2,10,0.5,1.917825812565459e-15,0.031953741783618456,0.2771103849502844,0.3736978203197118,0.02036907751516465,0.4672579868643249,0.4981415465696774
74,OnlineFPCA-adagrad,3,10,0.5,1.917825812565459e-15,0.025010773212803226,0.12164500879881229,0.26129467757706526,0.019944732995735053,0.31294891481267434,0.35926620106090895
74,OnlineFPCA-adagrad,1,10,0.7,4.086823558059679e-15,0.0644347808629999,0.3080880535719417,0.38403768592324533,0.03799512684946458,0.2903424069082951,0.398903396226401
74,OnlineFPCA-adagrad,2,10,0.7,4.086823558059679e-15,0.03099328099567367,0.1185062595674662,0.27736440275227175,0.021586057008745645,0.1501298640523237,0.23405852791140583
74,OnlineFPCA-adagrad,3,10,0.7,4.086823558059679e-15,0.02497831569939885,0.09645758169390643,0.2541277747404546,0.020832782287568907,0.11763392908492518,0.21257350561053767
74,OnlineFPCA-adagrad,1,10,0.9,3.449081711165568e-15,0.06656850898261647,0.38914956803392214,0.4550033338827217,0.03890556932895224,0.38065874344766787,0.4631106037294571
74,OnlineFPCA-adagrad,2,10,0.9,3.449081711165568e-15,0.0310678034595656,0.12813913256152082,0.2815137920615492,0.021427797400643572,0.19021148251010897,0.2622248419438893
74,OnlineFPCA-adagrad,3,10,0.9,3.449081711165568e-15,0.02497687880850881,0.09780003702740558,0.25437547372433583,0.020726170889070524,0.1394490252141151,0.22583453587147018
74,OnlineFPCA-adagrad,1,20,0.1,3.174640923679496e-10,0.07594497275147409,0.4296386407113191,0.4949956757130074,0.04716113833392755,0.4124558508488157,0.5059616312995667
74,OnlineFPCA-adagrad,2,20,0.1,3.174640923679496e-10,0.03733521439439605,0.1289046253918725,0.29184041917943626,0.021824365106363267,0.18841649481794667,0.26733132806424953
74,OnlineFPCA-adagrad,3,20,0.1,3.174640923679496e-10,0.029847759213098332,0.10398289381630851,0.26799265958947754,0.0211505168164872,0.13812206537684266,0.2289663265597991
74,OnlineFPCA-adagrad,1,20,0.3,2.8809804444221386e-9,0.06940193395439556,0.19435820158531794,0.2797137446168387,0.041333591924353305,0.11258122214082761,0.32389960649239957
74,OnlineFPCA-adagrad,2,20,0.3,2.8809804444221386e-9,0.03714555360038952,0.11401904642927456,0.28518216862539253,0.022256815619106363,0.0873203017702652,0.20439111522215322
74,OnlineFPCA-adagrad,3,20,0.3,2.8809804444221386e-9,0.029844260705589133,0.10250864085931446,0.2676699671205942,0.021422679595695368,0.08561628808515662,0.1993512997638775
74,OnlineFPCA-adagrad,1,20,0.5,1.8437265524861663e-8,0.07337023082361158,0.28393770229179055,0.36034203332440445,0.04454872956087027,0.24325999349656333,0.3853601643868038
74,OnlineFPCA-adagrad,2,20,0.5,1.8437265524861663e-8,0.03723332925445009,0.11927181582416597,0.28689413073408204,0.02220810408722053,0.12595408952229079,0.22579735213122612
74,OnlineFPCA-adagrad,3,20,0.5,1.8437265524861663e-8,0.029854530573999727,0.10307100938232133,0.2672758257214196,0.02136962784784499,0.10578170104538563,0.21000103326597186
74,OnlineFPCA-adagrad,1,20,0.7,1.490789439460551e-8,0.07674117537851284,0.5001526223271566,0.5625337206934224,0.04723717144030582,0.487296457554989,0.5660283114028141
74,OnlineFPCA-adagrad,2,20,0.7,1.490789439460551e-8,0.037384623894600164,0.13671223083663062,0.2943158513051475,0.021543678290484244,0.22690382847193524,0.29572726112316094
74,OnlineFPCA-adagrad,3,20,0.7,1.490789439460551e-8,0.02983536905478496,0.10481182907413447,0.2673231202673549,0.02097486153383974,0.1585387663481842,0.24200978380566543
74,OnlineFPCA-adagrad,1,20,0.9,1.3905271090789312e-8,0.07674146590543027,0.5065171759436913,0.5687792019973938,0.04717237098467223,0.4939420750459628,0.5716991429450881
74,OnlineFPCA-adagrad,2,20,0.9,1.3905271090789312e-8,0.03739047146178744,0.13757982545121641,0.2947359408919286,0.021514217547523626,0.23074560280171705,0.2986653651210793
74,OnlineFPCA-adagrad,3,20,0.9,1.3905271090789312e-8,0.029833887108153476,0.10489694379970586,0.2673524253268243,0.020957837300023395,0.16060038131102566,0.24336778981917964
74,OnlineFPCA-adagrad,1,50,0.1,1.577745920299977e-8,0.07712370440779656,0.4828954907398992,0.5683763843212718,0.048800061947913254,0.5125732878901024,0.5711010884175033
74,OnlineFPCA-adagrad,2,50,0.1,1.577745920299977e-8,0.047005149236394664,0.13700928200325702,0.3034134358126585,0.021222143350595045,0.24651360134252293,0.31083258257378915
74,OnlineFPCA-adagrad,3,50,0.1,1.577745920299977e-8,0.037697893522697534,0.11454827886730878,0.28404304965549015,0.02065307258488424,0.17314983558796151,0.25302119614974566
74,OnlineFPCA-adagrad,1,50,0.3,1.3513238413498474e-8,0.07713155403647713,0.48264480017642963,0.568323942602708,0.04881044330490153,0.5123895074761531,0.5710266459948793
74,OnlineFPCA-adagrad,2,50,0.3,1.3513238413498474e-8,0.04700631411437591,0.136978553311328,0.3035384042528098,0.02122620799022367,0.24636801838191286,0.31072953414505
74,OnlineFPCA-adagrad,3,50,0.3,1.3513238413498474e-8,0.03769836736123458,0.11453743047262123,0.28415205082900896,0.02065623789365825,0.17306769916989087,0.2529660110096888
74,OnlineFPCA-adagrad,1,50,0.5,1.6048519819158356e-8,0.07712612875125709,0.48328069583969085,0.5687055575488567,0.0487963735641456,0.5129474995270605,0.5714267522747615
74,OnlineFPCA-adagrad,2,50,0.5,1.6048519819158356e-8,0.047005023586220156,0.13703530983847093,0.30340680984989304,0.02121983822770182,0.24672780291817306,0.31100181334759613
74,OnlineFPCA-adagrad,3,50,0.5,1.6048519819158356e-8,0.0376977122574976,0.11455128897109788,0.2840288003999404,0.020651480090163325,0.1732667283644975,0.2531020016201158
74,OnlineFPCA-adagrad,1,50,0.7,1.1019862770549837e-8,0.07490725225640843,0.32408196330493455,0.4312732243721358,0.05101152724533692,0.3425176189434268,0.43834442785430816
74,OnlineFPCA-adagrad,2,50,0.7,1.1019862770549837e-8,0.04699206737804001,0.13032050579873097,0.3011689653619086,0.021750052818804638,0.16879378444872406,0.25465274354872824
74,OnlineFPCA-adagrad,3,50,0.7,1.1019862770549837e-8,0.03773262238465826,0.11402802345562264,0.2845910278453635,0.020992226602141454,0.13132356386115976,0.22666145888076034
74,OnlineFPCA-adagrad,1,50,0.9,1.045319331532003e-8,0.07492774001866402,0.3259380586763281,0.43286073676012865,0.05101452863507842,0.34482672210347554,0.44009423288014715
74,OnlineFPCA-adagrad,2,50,0.9,1.045319331532003e-8,0.04699277042762642,0.13036994268813226,0.30122461389585187,0.021736372429611336,0.16964617039066562,0.2551859738333844
74,OnlineFPCA-adagrad,3,50,0.9,1.045319331532003e-8,0.037732538462327235,0.11402939015513094,0.2846168891525274,0.020983212843480124,0.13177808282482997,0.22690642300817654
74,OnlineFPCA-adagrad,1,100,0.1,3.7048994548345494e-8,0.08561350264230648,0.1782774568078489,0.2862496716707092,0.04622004446910182,0.051386540069574785,0.3125453658353413
