seed,Method,epoch,nBatch,nBlock,tau,RMSEphi1,RMSEphi2,RMSEphi3,RMSEphi1.avg,RMSEphi2.avg,RMSEphi3.avg
29,OnlineFPCA-adagrad,1,1,100,4.400751724365634e-8,0.14968912595934197,0.4244876776340012,0.4592304906359026,0.07626134408611353,0.1680257045119397,0.30212281544657144
29,OnlineFPCA-adagrad,2,1,100,4.400751724365634e-8,0.1553850490471501,0.35052473822373065,0.3914579986852837,0.027048902994300125,0.13074473160416525,0.21498391233289108
29,OnlineFPCA-adagrad,3,1,100,4.400751724365634e-8,0.15331638851948043,0.3119839896018451,0.34702672663925804,0.024860963687821078,0.12362579766671292,0.20761745291968245
29,OnlineFPCA-adagrad,1,2,100,6.402267397495178e-8,0.14515818042362327,0.35901380688547085,0.3670536780926683,0.06041050666473106,0.1790100047327791,0.27283606147027606
29,OnlineFPCA-adagrad,2,2,100,6.402267397495178e-8,0.14241622867016615,0.28125680878342285,0.289065834245145,0.025630781458999573,0.10425169053015564,0.20024180898397503
29,OnlineFPCA-adagrad,3,2,100,6.402267397495178e-8,0.13453430151952395,0.2494289178803311,0.26217114635349426,0.023789209098426682,0.09877614676774818,0.19452744799181107
29,OnlineFPCA-adagrad,1,5,100,6.421694180339379e-8,0.14486792569289694,0.2884555501371128,0.3011139652844766,0.040953563526109175,0.16575490022845912,0.2289659773493543
29,OnlineFPCA-adagrad,2,5,100,6.421694180339379e-8,0.11942149967734522,0.23018279245812384,0.2455317212359869,0.022358894818196594,0.10934174922576247,0.1897167536975394
29,OnlineFPCA-adagrad,3,5,100,6.421694180339379e-8,0.10784927082836998,0.20402211736900025,0.22095134125234733,0.021771914808577614,0.10276924034572724,0.18377201015452596
29,OnlineFPCA-adagrad,1,10,100,7.038906504083253e-8,0.14361786473801155,0.22084301742097137,0.2657194043860161,0.03262719554432922,0.1632125511168125,0.21108931121280342
29,OnlineFPCA-adagrad,2,10,100,7.038906504083253e-8,0.10534369107255523,0.17673672150966716,0.21717162415335772,0.02138203322968274,0.10640572904765255,0.18292142848942472
29,OnlineFPCA-adagrad,3,10,100,7.038906504083253e-8,0.09205670304139052,0.15952753906687678,0.1954557607313504,0.02137027420559571,0.09835738173014666,0.17542976269933497
29,OnlineFPCA-adagrad,1,20,100,2.831395819878682e-8,0.11759623677718062,0.17172712247968872,0.1954170036612149,0.03272193395437208,0.14628559924918114,0.18769401300421998
29,OnlineFPCA-adagrad,2,20,100,2.831395819878682e-8,0.0885644410761736,0.1457645722170546,0.17555287395821387,0.02140585984989225,0.09836016756051497,0.1682084255083666
29,OnlineFPCA-adagrad,3,20,100,2.831395819878682e-8,0.0779052459945758,0.13235973982511204,0.16461262883594746,0.021537075159794764,0.09190003838738854,0.16134367272034533
