seed,Method,epoch,nBatch,nBlock,tau,RMSEphi1,RMSEphi2,RMSEphi3,RMSEphi1.avg,RMSEphi2.avg,RMSEphi3.avg
10,OnlineFPCA-adagrad,1,1,100,4.961354964053744e-7,0.16137397509074533,0.6956631594151259,0.7519147674128793,0.050185372723056995,0.6632544276215668,0.6728940956611891
10,OnlineFPCA-adagrad,2,1,100,4.961354964053744e-7,0.13052406057232083,0.24241205163587984,0.35285603936941146,0.019861832287176046,0.10127897847796516,0.16195420267762806
10,OnlineFPCA-adagrad,3,1,100,4.961354964053744e-7,0.11729592785319226,0.1799078590405124,0.305202122219332,0.017590928090138524,0.053708218306182734,0.13705880152877545
10,OnlineFPCA-adagrad,1,2,100,8.06787784601725e-7,0.1309192262369507,0.2790192148580357,0.3150230675851589,0.03759689251923405,0.14171841228680726,0.17880415861315668
10,OnlineFPCA-adagrad,2,2,100,8.06787784601725e-7,0.10662615261768069,0.14708372678280196,0.2560105121241521,0.01588252756765371,0.05850964752542266,0.12392244223728927
10,OnlineFPCA-adagrad,3,2,100,8.06787784601725e-7,0.09344866400567799,0.10609202501885835,0.21992079001850445,0.014291913261116812,0.056969890449759183,0.12372905246978731
10,OnlineFPCA-adagrad,1,5,100,5.570436473787794e-8,0.09554634316755206,0.14220187830485917,0.22056819557617147,0.0426349495217064,0.1569808680487519,0.17890808741368913
10,OnlineFPCA-adagrad,2,5,100,5.570436473787794e-8,0.07574940983487838,0.084830298783582,0.18542852014991695,0.016332571175518566,0.07462608945939642,0.1269978940476431
10,OnlineFPCA-adagrad,3,5,100,5.570436473787794e-8,0.06375561667364416,0.0791131056182065,0.16092151298346377,0.014692269326015684,0.06351635031390133,0.12151808529515368
10,OnlineFPCA-adagrad,1,10,100,6.911943833738672e-8,0.08315377999107397,0.08650143565079689,0.13958593014691392,0.03669420450693919,0.10530382514486043,0.13498143898055542
10,OnlineFPCA-adagrad,2,10,100,6.911943833738672e-8,0.060720712459529945,0.08319822382176188,0.13373870756264059,0.01579591854298451,0.05059323555241691,0.1124616611888328
10,OnlineFPCA-adagrad,3,10,100,6.911943833738672e-8,0.05008821735389016,0.08579973446743715,0.12032399927478075,0.014744916558835877,0.04713116304082182,0.11145491683256067
10,OnlineFPCA-adagrad,1,20,100,2.772430427879954e-7,0.06391163452707398,0.5641102099115007,0.566459887483991,0.11204825368151472,0.6057251049085822,0.6025160013022732
10,OnlineFPCA-adagrad,2,20,100,2.772430427879954e-7,0.04100035306689702,0.1639441852507136,0.17021624818633393,0.02953573543062131,0.3678645661403626,0.3730700582748255
10,OnlineFPCA-adagrad,3,20,100,2.772430427879954e-7,0.03435817351199081,0.0896869173710815,0.10334744448465075,0.021644819877606247,0.23079701252746967,0.24593361717152318
