seed,Method,epoch,nBatch,nBlock,tau,RMSEphi1,RMSEphi2,RMSEphi3,RMSEphi1.avg,RMSEphi2.avg,RMSEphi3.avg
31,OnlineFPCA-adagrad,1,1,100,4.470399499124135e-7,0.2688269702412402,0.2800710182790231,0.6012486005898315,0.04663127984472042,0.05927751466554517,0.309227306823429
31,OnlineFPCA-adagrad,2,1,100,4.470399499124135e-7,0.22043916418107543,0.1833676910313033,0.5162671203388578,0.027481822180262867,0.07276025788593353,0.20805393373218095
31,OnlineFPCA-adagrad,3,1,100,4.470399499124135e-7,0.18808321101312578,0.15171362264242647,0.4605110235431024,0.0273484464030207,0.07039826594798337,0.1930148541709786
31,OnlineFPCA-adagrad,1,2,100,5.522579695531975e-7,0.2124439339756159,0.17569909960662322,0.5043932554134509,0.046134990406507564,0.06423927380339749,0.23635916147473018
31,OnlineFPCA-adagrad,2,2,100,5.522579695531975e-7,0.15917057497711648,0.12783602225415214,0.4055197667338705,0.025505522013539107,0.06375976761894374,0.17578881402535218
31,OnlineFPCA-adagrad,3,2,100,5.522579695531975e-7,0.12867749134484865,0.10098373746397754,0.3472690247552964,0.02598866763097129,0.06066135989754221,0.16419761006215006
31,OnlineFPCA-adagrad,1,5,100,5.6257019768829533e-8,0.15843115686422868,0.1510679361974752,0.4061948008273817,0.037351206932962136,0.2079379953770994,0.2895919185893233
31,OnlineFPCA-adagrad,2,5,100,5.6257019768829533e-8,0.10291372369228821,0.0910040079572093,0.27855089635830244,0.023562323788169654,0.09821821008971374,0.1712991236712239
31,OnlineFPCA-adagrad,3,5,100,5.6257019768829533e-8,0.08055995765933813,0.07039733102846389,0.23067789083830348,0.024660129978587953,0.06976553871689287,0.14739396490838072
31,OnlineFPCA-adagrad,1,10,100,3.152672413422775e-7,0.12528219313113745,0.6570945802515336,0.7219941468354305,0.037732501223834876,0.6925332834208344,0.7064712992445289
31,OnlineFPCA-adagrad,2,10,100,3.152672413422775e-7,0.0734221088802514,0.20446117815658083,0.28038056690518504,0.024498877400088215,0.4930854279505193,0.5083633383923104
31,OnlineFPCA-adagrad,3,10,100,3.152672413422775e-7,0.05374537400438177,0.04872120772012674,0.1673211040339062,0.026073784174606145,0.32881157791196824,0.3512082135156978
31,OnlineFPCA-adagrad,1,20,100,5.60197452685013e-8,0.08157070013159777,0.6463452532721409,0.6788324428605867,0.03476837807387268,0.6852010955274288,0.6706047164215352
31,OnlineFPCA-adagrad,2,20,100,5.60197452685013e-8,0.05211404962807136,0.39315946352208764,0.4228042830853072,0.018508763127994134,0.5858547185447088,0.5821655077174458
31,OnlineFPCA-adagrad,3,20,100,5.60197452685013e-8,0.043326725975236534,0.1318984100153543,0.19191147170468875,0.020560908596266643,0.4343339753278413,0.4363532130920166
