seed,Method,epoch,nBatch,nBlock,tau,RMSEphi1,RMSEphi2,RMSEphi3,RMSEphi1.avg,RMSEphi2.avg,RMSEphi3.avg
81,OnlineFPCA-adagrad,1,1,100,2.812742739980473e-7,0.1970946531645865,0.37460717446355907,0.33076665190359045,0.0594101665670221,0.11675872803747286,0.33794622439865474
81,OnlineFPCA-adagrad,2,1,100,2.812742739980473e-7,0.18394216506113678,0.3127374034559202,0.2985867161987699,0.011658035619339068,0.044662647206736815,0.1754470716091705
81,OnlineFPCA-adagrad,3,1,100,2.812742739980473e-7,0.17334278794033062,0.28991605717842706,0.28473651418694423,0.008991433613812636,0.041509675254439195,0.16535660501515637
81,OnlineFPCA-adagrad,1,2,100,5.060448237046552e-8,0.16986293483851037,0.3202209074170778,0.30451858947654753,0.05785752747120539,0.10093114144391917,0.2157005963244541
81,OnlineFPCA-adagrad,2,2,100,5.060448237046552e-8,0.15720440792165724,0.2867521686837123,0.27578105174675616,0.009332922084255624,0.04619550385892423,0.15125835801162887
81,OnlineFPCA-adagrad,3,2,100,5.060448237046552e-8,0.1479931356415025,0.2707367302951681,0.2590001990792292,0.00842568316874788,0.04455491232774083,0.1482518429042202
81,OnlineFPCA-adagrad,1,5,100,5.604632019011987e-9,0.1400682488658169,0.2769482153091169,0.2861165075077148,0.0461246633682941,0.10728068991986826,0.25397359080383247
81,OnlineFPCA-adagrad,2,5,100,5.604632019011987e-9,0.12906847162075485,0.2576490342034651,0.24557064911925258,0.011346411315874234,0.05395817681615323,0.1521763209722308
81,OnlineFPCA-adagrad,3,5,100,5.604632019011987e-9,0.12218283573258946,0.24368766335996667,0.22448981173954133,0.012097059579697046,0.05065622968914603,0.14568350911041494
81,OnlineFPCA-adagrad,1,10,100,3.385864515123155e-8,0.10530933191448838,0.2515814566808193,0.8499636126327018,0.03356957366517546,0.12322279265630133,1.131195900376969
81,OnlineFPCA-adagrad,2,10,100,3.385864515123155e-8,0.11380349989476445,0.23391649487055496,0.21693951189213587,0.013182554828703232,0.08689241467012865,0.4257563001952652
81,OnlineFPCA-adagrad,3,10,100,3.385864515123155e-8,0.10679301326196387,0.21656596922499813,0.19478052501052984,0.014145624255716843,0.07035644391475719,0.2751023843609692
81,OnlineFPCA-adagrad,1,20,100,5.806687569953103e-7,0.11098348161432275,0.2390835786229322,0.23167415408112027,0.03776191404485436,0.13146052710639894,0.3632708312628346
81,OnlineFPCA-adagrad,2,20,100,5.806687569953103e-7,0.09971106202542554,0.19925601702490198,0.18742151960653836,0.015594662911379982,0.05094925003362462,0.12401822242279799
81,OnlineFPCA-adagrad,3,20,100,5.806687569953103e-7,0.09030553224074778,0.18116830278985468,0.17189872336080628,0.016419958799360142,0.04120295290112007,0.11979155038936734
