seed,Method,epoch,nBatch,nBlock,tau,RMSEphi1,RMSEphi2,RMSEphi3,RMSEphi1.avg,RMSEphi2.avg,RMSEphi3.avg
55,OnlineFPCA-adagrad,1,1,100,5.848140424148576e-6,0.22187851670800796,0.299870823079872,0.36533129255836055,0.09653594366193863,0.13324069407624572,0.47732121214119916
55,OnlineFPCA-adagrad,2,1,100,5.848140424148576e-6,0.1894450711956497,0.19673885908861616,0.3382343792614874,0.037493001898798665,0.05952077235628596,0.2468924884466916
55,OnlineFPCA-adagrad,3,1,100,5.848140424148576e-6,0.17704148112125986,0.15698372676038,0.3218730928949163,0.029988573092465033,0.054750852799583624,0.22785911875972084
55,OnlineFPCA-adagrad,1,2,100,1.0652549698505545e-7,0.222434395272107,0.1834531310763263,0.47709021007832836,0.09089840738245866,0.15634720072696046,0.44609990911376907
55,OnlineFPCA-adagrad,2,2,100,1.0652549698505545e-7,0.18507676052306832,0.14616903752891752,0.40896334018062425,0.028720904132081216,0.06439481094054934,0.2251847436718961
55,OnlineFPCA-adagrad,3,2,100,1.0652549698505545e-7,0.16675241982437203,0.1264359568570166,0.3618166522476168,0.023442615385700354,0.060469978558432655,0.2029530187475593
55,OnlineFPCA-adagrad,1,5,100,2.197730206057558e-7,0.15973570010713958,0.10709877265507867,0.37805051743682466,0.06952937883462615,0.16483475648692184,0.3279991781304992
55,OnlineFPCA-adagrad,2,5,100,2.197730206057558e-7,0.1453524027678587,0.10520798266673419,0.3028578711741946,0.02074955831519879,0.07672364850014753,0.17096717079531162
55,OnlineFPCA-adagrad,3,5,100,2.197730206057558e-7,0.13842403735944325,0.10788608923592216,0.26518031590026775,0.017111750110166312,0.07055120752505328,0.1610576204528209
55,OnlineFPCA-adagrad,1,10,100,4.5304284342959105e-8,0.1493351099113074,0.156162172093895,0.3504890677128465,0.054100316659811576,0.30840640995006324,0.3786807846346733
55,OnlineFPCA-adagrad,2,10,100,4.5304284342959105e-8,0.13579183966927835,0.11163002061297536,0.24092400686436172,0.01691194538283489,0.13242155119235755,0.19024893819824634
55,OnlineFPCA-adagrad,3,10,100,4.5304284342959105e-8,0.12839490662672684,0.11656603376885713,0.2093397545058055,0.015035995203658201,0.09867101213340367,0.16638939103899217
55,OnlineFPCA-adagrad,1,20,100,6.46584780324203e-8,0.1500883631519623,0.10433886590705703,0.26260159466565597,0.046689937941540666,0.12681599022179546,0.21404514617461623
55,OnlineFPCA-adagrad,2,20,100,6.46584780324203e-8,0.13059108691818072,0.11707979302769722,0.18342581925546655,0.015124092679018446,0.06793249967755274,0.14680089562944643
55,OnlineFPCA-adagrad,3,20,100,6.46584780324203e-8,0.12050748122751352,0.12124962948427644,0.16178997012192248,0.014154000728824102,0.06432465777647867,0.14206646988806043
