seed,Method,epoch,nBatch,nBlock,tau,RMSEphi1,RMSEphi2,RMSEphi3,RMSEphi1.avg,RMSEphi2.avg,RMSEphi3.avg
78,OnlineFPCA-adagrad,1,1,100,2.8145717309449934e-6,0.17172154320722213,0.18400752262668676,0.24588674912449704,0.08756210449450667,0.11234445677773432,0.21471264327608247
78,OnlineFPCA-adagrad,2,1,100,2.8145717309449934e-6,0.12865302727652142,0.1361581661087927,0.19082109968445118,0.04840454035493634,0.0963713465658778,0.1259889329542814
78,OnlineFPCA-adagrad,3,1,100,2.8145717309449934e-6,0.11084860044625741,0.11412312020073138,0.16471576912367228,0.044896761375683346,0.09370702777504189,0.12415681518575426
78,OnlineFPCA-adagrad,1,2,100,1.3202762434525148e-7,0.13113719303605276,0.12414643269608897,0.15456174329189637,0.0845028931202917,0.1494724876774043,0.1826055754283145
78,OnlineFPCA-adagrad,2,2,100,1.3202762434525148e-7,0.10261570608502259,0.08576994598310919,0.12950437804854734,0.04292473829826308,0.11538327402577485,0.09069148635864188
78,OnlineFPCA-adagrad,3,2,100,1.3202762434525148e-7,0.09595805397388822,0.08648713282838794,0.12778179154162614,0.04027010015072591,0.11005173663296511,0.09050401803207725
78,OnlineFPCA-adagrad,1,5,100,1.1237310252025867e-7,0.09492241117288236,0.09809957939018496,0.12984231231117463,0.07290293851916656,0.15187473867920018,0.17123576884871017
78,OnlineFPCA-adagrad,2,5,100,1.1237310252025867e-7,0.08752945865542801,0.09021617306759766,0.12129915791179496,0.04080678710498999,0.1050731743922857,0.10262475340298872
78,OnlineFPCA-adagrad,3,5,100,1.1237310252025867e-7,0.08623050617639036,0.09935033274797853,0.1248224149111666,0.039263534937114423,0.09908404561978126,0.10289663945166071
78,OnlineFPCA-adagrad,1,10,100,3.7912287370037424e-7,0.09090254209183915,0.10539001068443159,0.12405120738670629,0.06058892982934703,0.1421720515157242,0.16065565788478478
78,OnlineFPCA-adagrad,2,10,100,3.7912287370037424e-7,0.08544539460012783,0.10340705556449366,0.11559866632419083,0.037952331089351574,0.09583293003938287,0.10880230678054684
78,OnlineFPCA-adagrad,3,10,100,3.7912287370037424e-7,0.08179850280828943,0.10746168129259252,0.11548571371468364,0.036890980332470985,0.08890518839321908,0.10718237624249496
78,OnlineFPCA-adagrad,1,20,100,1.665163834703591e-8,0.09015540459570576,0.08116099329012257,0.13145035295985913,0.059064852207213546,0.08422952549036479,0.13242087909149305
78,OnlineFPCA-adagrad,2,20,100,1.665163834703591e-8,0.08004072280576022,0.1072024350283082,0.111202659207398,0.03685806309449784,0.06196802449288176,0.08783505962228494
78,OnlineFPCA-adagrad,3,20,100,1.665163834703591e-8,0.07484035496100845,0.10784930857211031,0.10380927854806282,0.03581168662923947,0.06521073271085949,0.09318947005571164
