seed,Method,epoch,nBatch,nBlock,tau,RMSEphi1,RMSEphi2,RMSEphi3,RMSEphi1.avg,RMSEphi2.avg,RMSEphi3.avg
50,OnlineFPCA-adagrad,1,1,100,1.6714296565810935e-7,0.19851158928250504,0.37775959089168853,0.4339226631192015,0.033034835447312116,0.27904550351093577,0.25997068086971015
50,OnlineFPCA-adagrad,2,1,100,1.6714296565810935e-7,0.19026015984859873,0.40020394832484624,0.2530039785338701,0.014762819387535252,0.05702880179936037,0.18928118255352933
50,OnlineFPCA-adagrad,3,1,100,1.6714296565810935e-7,0.17573846166368232,0.35365020672739533,0.2518898272232164,0.01624131437925372,0.03963970579171577,0.18204041149292224
50,OnlineFPCA-adagrad,1,2,100,1.3150330639983233e-7,0.18894766173470728,0.4058962396366301,0.30616931811662057,0.027428702082955652,0.16710724027207335,0.26112530606972795
50,OnlineFPCA-adagrad,2,2,100,1.3150330639983233e-7,0.16540738504804742,0.32370675732977094,0.2938861913660377,0.013975286069774141,0.043034336208752466,0.17831764477418505
50,OnlineFPCA-adagrad,3,2,100,1.3150330639983233e-7,0.15024628459993872,0.2792857990429169,0.2769279815510281,0.015308471383712744,0.03267634252593284,0.17061397491572836
50,OnlineFPCA-adagrad,1,5,100,8.443216835900651e-8,0.14809204981703736,0.27877974735068717,0.25857036440635744,0.029094599792555343,0.13836047524232575,0.22717819159529376
50,OnlineFPCA-adagrad,2,5,100,8.443216835900651e-8,0.12731611707071525,0.22762741485645546,0.25902379512462437,0.014809724098873352,0.03887567666177391,0.1567664382966417
50,OnlineFPCA-adagrad,3,5,100,8.443216835900651e-8,0.11433188266360814,0.19997610175924102,0.2523846303186678,0.015755073657837095,0.03033150531530623,0.1491095637741065
50,OnlineFPCA-adagrad,1,10,100,4.997693308726539e-8,0.13172922818880367,0.31913915410417765,0.2987713074961904,0.031064314067114605,0.30511349619988326,0.3310586258827678
50,OnlineFPCA-adagrad,2,10,100,4.997693308726539e-8,0.10814261486432342,0.18460248590572975,0.2437549087566877,0.013004521929986282,0.0987692098880859,0.16471885642006429
50,OnlineFPCA-adagrad,3,10,100,4.997693308726539e-8,0.09563838676780105,0.1636473845557642,0.2401130787492612,0.014220494626618545,0.05860323277699909,0.1446341415441441
50,OnlineFPCA-adagrad,1,20,100,5.289116157293025e-7,0.09934095132752074,0.12763225922419577,0.09780480956822435,0.11626587035939523,0.1563007708448836,0.16097619302408575
50,OnlineFPCA-adagrad,2,20,100,5.289116157293025e-7,0.08639212163071336,0.13664792877022522,0.1770967807494763,0.024925679526835734,0.03609014643049024,0.12413053610043873
50,OnlineFPCA-adagrad,3,20,100,5.289116157293025e-7,0.0763352252170962,0.1259866623221119,0.17847396374237462,0.017957353260696862,0.028198406543753468,0.12475859408001924
