seed,Method,epoch,nBatch,nBlock,tau,RMSEphi1,RMSEphi2,RMSEphi3,RMSEphi1.avg,RMSEphi2.avg,RMSEphi3.avg
73,OnlineFPCA-adagrad,1,1,100,1.372870392070421e-6,0.2407241520324001,0.3301552952459285,0.4539315097699047,0.04333148270699562,0.14184140514936408,0.1876243026497098
73,OnlineFPCA-adagrad,2,1,100,1.372870392070421e-6,0.20763575407353746,0.2667876852523502,0.22733135236739196,0.02603035457510012,0.11637208773385527,0.20650660202437165
73,OnlineFPCA-adagrad,3,1,100,1.372870392070421e-6,0.19091710854792385,0.24626847342405495,0.20135899687901365,0.023642891128795203,0.10058995828411939,0.1979722002073764
73,OnlineFPCA-adagrad,1,2,100,7.678770363117109e-7,0.21883413025898052,0.2593962417336299,0.22727145168831425,0.044603391689556675,0.1383806484741695,0.17861474872592975
73,OnlineFPCA-adagrad,2,2,100,7.678770363117109e-7,0.17985982467857406,0.24844007295553264,0.16112051795906754,0.02354340751978718,0.09341477451298326,0.17076493230141296
73,OnlineFPCA-adagrad,3,2,100,7.678770363117109e-7,0.15955744693638962,0.22904144942889446,0.1430342990569725,0.021369679523671765,0.08618083936772189,0.16814350158449354
73,OnlineFPCA-adagrad,1,5,100,2.980091768944273e-7,0.16797321289893563,0.2382713688314077,0.22193549007053304,0.047103916555763674,0.13153666153211513,0.1837471417006588
73,OnlineFPCA-adagrad,2,5,100,2.980091768944273e-7,0.13150556530110669,0.21022531740936634,0.11291226598239883,0.02102386442230314,0.06989097403552483,0.1473838057583585
73,OnlineFPCA-adagrad,3,5,100,2.980091768944273e-7,0.11493617312711603,0.1919959306811261,0.0994127926625454,0.0186269155031923,0.06859428820840706,0.15106113165023166
73,OnlineFPCA-adagrad,1,10,100,2.834774097792088e-8,0.13577314395623552,0.21147872295376557,0.20324899222831055,0.04184920631014958,0.13301280489759543,0.1913196828897193
73,OnlineFPCA-adagrad,2,10,100,2.834774097792088e-8,0.10441908380802412,0.17979741482169165,0.08742661378232117,0.01854565803436022,0.06104250145219098,0.13015146567537278
73,OnlineFPCA-adagrad,3,10,100,2.834774097792088e-8,0.08958603117937006,0.16583897654500546,0.08945660638397701,0.016615843128796697,0.06053396677932906,0.13484864541030922
73,OnlineFPCA-adagrad,1,20,100,5.995194367314072e-8,0.10265913152762089,0.1788064252302362,0.19295990803271942,0.035077600907494524,0.11679566129059914,0.17861124020561467
73,OnlineFPCA-adagrad,2,20,100,5.995194367314072e-8,0.0777768573712147,0.1573655579235422,0.09779325719128468,0.016255016251292786,0.05481147560374906,0.12727459358796236
73,OnlineFPCA-adagrad,3,20,100,5.995194367314072e-8,0.06638902351931453,0.14644781743049856,0.10650175505499918,0.015123925221546956,0.055546039229329096,0.13084511912282917
