seed,Method,StepSize,N,Ninit,initMethod,npc,nBatch,Time,RMSEphi1,RMSEphi2,RMSEphi3,RMSEphi1.avg,RMSEphi2.avg,RMSEphi3.avg
90,Pspline-SGD,0.2,0,100,face,3,5,1.75364828109741,0.10036733797526458,0.14563705807642918,0.42178134374171766,0.10036733797526458,0.14563705807642918,0.42178134374171766
90,Pspline-SGD,0.2,100,100,face,3,5,1.00181818008423,0.08362254722261996,0.0992495441630404,0.1466029657849663,0.08362254722261996,0.0992495441630404,0.1466029657849663
90,Pspline-SGD,0.2,200,100,face,3,5,0.989617586135864,0.1041919575492576,0.10129626037927247,0.1901400066608842,0.1041919575492576,0.10129626037927247,0.1901400066608842
90,Pspline-SGD,0.2,300,100,face,3,5,0.994225978851318,0.07049525990005719,0.10554346072292098,0.1265643880942889,0.07049525990005719,0.10554346072292098,0.1265643880942889
90,Pspline-SGD,0.2,400,100,face,3,5,0.98698091506958,0.06023363555766424,0.07684262213381406,0.13637491743246086,0.06023363555766424,0.07684262213381406,0.13637491743246086
90,Pspline-SGD,0.2,500,100,face,3,5,0.997323274612427,0.07230256924894336,0.10881010083614304,0.17371444963861163,0.07230256924894336,0.10881010083614304,0.17371444963861163
90,Pspline-SGD,0.2,600,100,face,3,5,0.965409755706787,0.07526278124276915,0.09050145382924804,0.17494491561351613,0.07526278124276915,0.09050145382924804,0.17494491561351613
90,Pspline-SGD,0.2,700,100,face,3,5,0.955485820770264,0.0690159248072022,0.10870553336784344,0.16696939687421786,0.0690159248072022,0.10870553336784344,0.16696939687421786
90,Pspline-SGD,0.2,800,100,face,3,5,0.962267398834229,0.07759646970500042,0.08380682836645383,0.18120043183459694,0.07759646970500042,0.08380682836645383,0.18120043183459694
90,Pspline-SGD,0.2,900,100,face,3,5,0.960380792617798,0.04972030619643531,0.10620603875500845,0.17166155691206275,0.04972030619643531,0.10620603875500845,0.17166155691206275
90,Pspline-SGD,0.2,1000,100,face,3,5,0.959808111190796,0.03539360020420187,0.06706705865566244,0.17128481706492044,0.03539360020420187,0.06706705865566244,0.17128481706492044
90,Pspline-SGD,0.2,1100,100,face,3,5,0.956173419952393,0.08173658957485729,0.09024883906458962,0.17852156338974615,0.08173658957485729,0.09024883906458962,0.17852156338974615
90,Pspline-SGD,0.2,1200,100,face,3,5,0.96023154258728,0.06212284854093176,0.10476483585337472,0.17135202717525347,0.06212284854093176,0.10476483585337472,0.17135202717525347
90,Pspline-SGD,0.2,1300,100,face,3,5,0.965754747390747,0.06031517452619678,0.11550594833423102,0.17101877859203266,0.06031517452619678,0.11550594833423102,0.17101877859203266
90,Pspline-SGD,0.2,1400,100,face,3,5,0.960920333862305,0.0880335102209076,0.10138218051439225,0.17645968632660874,0.0880335102209076,0.10138218051439225,0.17645968632660874
90,Pspline-SGD,0.2,1500,100,face,3,5,0.965762853622437,0.051840764404498696,0.06986675767952219,0.17810071119889545,0.051840764404498696,0.06986675767952219,0.17810071119889545
90,Pspline-SGD,0.2,1600,100,face,3,5,0.959218978881836,0.08176531624130648,0.1191243862952565,0.17427990864906792,0.08176531624130648,0.1191243862952565,0.17427990864906792
90,Pspline-SGD,0.2,1700,100,face,3,5,0.961432933807373,0.05288117978804267,0.10407731475879017,0.17499902510426887,0.05288117978804267,0.10407731475879017,0.17499902510426887
90,Pspline-SGD,0.2,1800,100,face,3,5,0.966380834579468,0.0840490724616578,0.10685690900900083,0.17992241982048343,0.0840490724616578,0.10685690900900083,0.17992241982048343
90,Pspline-SGD,0.2,1900,100,face,3,5,1.06778526306152,0.11558045182598668,0.12735063132614466,0.1846209214773725,0.11558045182598668,0.12735063132614466,0.1846209214773725
90,Pspline-SGD,0.2,2000,100,face,3,5,0.956651210784912,0.10847128938353515,0.11077099376800686,0.17724863984266986,0.10847128938353515,0.11077099376800686,0.17724863984266986
90,Pspline-SGD,0.2,2100,100,face,3,5,0.953713178634644,0.06084470111667711,0.09861551153275869,0.1709504945922108,0.06084470111667711,0.09861551153275869,0.1709504945922108
90,Pspline-SGD,0.2,2200,100,face,3,5,0.960669040679932,0.07025655836548704,0.08374713962532121,0.1700008398881386,0.07025655836548704,0.08374713962532121,0.1700008398881386
90,Pspline-SGD,0.2,2300,100,face,3,5,0.963393926620483,0.04087191454777268,0.07247986314363052,0.16745091754754207,0.04087191454777268,0.07247986314363052,0.16745091754754207
90,Pspline-SGD,0.2,2400,100,face,3,5,0.954009056091309,0.03284975013684288,0.10238686030611428,0.17153881556639403,0.03284975013684288,0.10238686030611428,0.17153881556639403
90,Pspline-SGD,0.2,2500,100,face,3,5,0.958733081817627,0.08160350940488462,0.09963698401395209,0.19096851982874874,0.08160350940488462,0.09963698401395209,0.19096851982874874
90,Pspline-SGD,0.2,2600,100,face,3,5,0.955509901046753,0.04726296165103876,0.09085431232325235,0.17556988661500345,0.04726296165103876,0.09085431232325235,0.17556988661500345
90,Pspline-SGD,0.2,2700,100,face,3,5,0.962324380874634,0.03511094229669884,0.11142172448901452,0.1885706903892507,0.03511094229669884,0.11142172448901452,0.1885706903892507
90,Pspline-SGD,0.2,2800,100,face,3,5,0.96685266494751,0.07141453375859144,0.0907585291665203,0.18142588450022495,0.07141453375859144,0.0907585291665203,0.18142588450022495
90,Pspline-SGD,0.2,2900,100,face,3,5,0.954718351364136,0.08968390492670077,0.10601055222686695,0.18777455965711712,0.08968390492670077,0.10601055222686695,0.18777455965711712
90,Pspline-SGD,0.2,3000,100,face,3,5,0.962441682815552,0.10900820843058502,0.08510814114496747,0.1884004909405305,0.10900820843058502,0.08510814114496747,0.1884004909405305
90,Pspline-SGD,0.2,3100,100,face,3,5,0.962738990783691,0.09992059549144165,0.13260604088583924,0.17539930786979918,0.09992059549144165,0.13260604088583924,0.17539930786979918
90,Pspline-SGD,0.2,3200,100,face,3,5,1.08352017402649,0.053203867388074706,0.09927922750244722,0.16880120837411008,0.053203867388074706,0.09927922750244722,0.16880120837411008
90,Pspline-SGD,0.2,3300,100,face,3,5,0.96115779876709,0.05748296805145994,0.10249669649717622,0.17236389338445013,0.05748296805145994,0.10249669649717622,0.17236389338445013
90,Pspline-SGD,0.2,3400,100,face,3,5,0.95727276802063,0.05881188284680891,0.09897457163385129,0.17621142066031523,0.05881188284680891,0.09897457163385129,0.17621142066031523
90,Pspline-SGD,0.2,3500,100,face,3,5,0.957803010940552,0.04201998737346456,0.05751853228622972,0.1700644206439824,0.04933450705606906,0.06085100171145712,0.1734694691428717
90,Pspline-SGD,0.2,3600,100,face,3,5,0.992596864700317,0.0279812187204968,0.03871220442409464,0.17259564968615188,0.023769847283267934,0.06334104554767901,0.16913302031651517
90,Pspline-SGD,0.2,3700,100,face,3,5,0.987609148025513,0.03933368906297071,0.13317317481508403,0.17181242342187233,0.012783502072045368,0.06513214163572863,0.17033418719828666
90,Pspline-SGD,0.2,3800,100,face,3,5,0.990735530853271,0.08960249199882038,0.10012957858073569,0.17827214501881816,0.027234100175683985,0.0695771915961134,0.17011957164699285
90,Pspline-SGD,0.2,3900,100,face,3,5,0.985773324966431,0.041673060296582014,0.07097833618633519,0.16927080640894474,0.03285499373773844,0.06657786216047798,0.1698987427643133
90,Pspline-SGD,0.2,4000,100,face,3,5,0.990561246871948,0.08322936382816379,0.1023760604742928,0.17720840756027298,0.03213476943291358,0.06952600825449244,0.16934408696214426
90,Pspline-SGD,0.2,4100,100,face,3,5,0.98784351348877,0.033849874216839895,0.0945792475203376,0.1688838916777938,0.029068363303661773,0.06966242480866928,0.16842722034068053
