seed,Method,StepSize,N,Ninit,initMethod,npc,nBatch,Time,RMSEphi1,RMSEphi2,RMSEphi3,RMSEphi1.avg,RMSEphi2.avg,RMSEphi3.avg
7,Pspline-SGD,0.2,0,100,face,3,5,1.80019235610962,0.06713520777639072,0.15759186992750346,0.12475793720262852,0.06713520777639072,0.15759186992750346,0.12475793720262852
7,Pspline-SGD,0.2,100,100,face,3,5,1.00097274780273,0.049538340048950136,0.06578330934170185,0.10971609316448351,0.049538340048950136,0.06578330934170185,0.10971609316448351
7,Pspline-SGD,0.2,200,100,face,3,5,1.00481557846069,0.0366725832106842,0.04471547205431859,0.09013767338403113,0.0366725832106842,0.04471547205431859,0.09013767338403113
7,Pspline-SGD,0.2,300,100,face,3,5,0.99391770362854,0.0467672168579301,0.0346916433937096,0.1089437960550178,0.0467672168579301,0.0346916433937096,0.1089437960550178
7,Pspline-SGD,0.2,400,100,face,3,5,0.996792793273926,0.04405647709379594,0.05570341484060344,0.13835404846175292,0.04405647709379594,0.05570341484060344,0.13835404846175292
7,Pspline-SGD,0.2,500,100,face,3,5,1.00451111793518,0.05385496278221095,0.06381021919698038,0.11719742681042511,0.05385496278221095,0.06381021919698038,0.11719742681042511
7,Pspline-SGD,0.2,600,100,face,3,5,0.978955507278442,0.02249506947968618,0.04518079299783996,0.06039006123108783,0.02249506947968618,0.04518079299783996,0.06039006123108783
7,Pspline-SGD,0.2,700,100,face,3,5,0.972919225692749,0.05933843653834264,0.050234727765688984,0.08911442727703217,0.05933843653834264,0.050234727765688984,0.08911442727703217
7,Pspline-SGD,0.2,800,100,face,3,5,0.984533548355103,0.05814197284087181,0.060993859517113946,0.09873169729704191,0.05814197284087181,0.060993859517113946,0.09873169729704191
7,Pspline-SGD,0.2,900,100,face,3,5,0.971821308135986,0.04747971792156271,0.03528850391460553,0.0832979122480888,0.04747971792156271,0.03528850391460553,0.0832979122480888
7,Pspline-SGD,0.2,1000,100,face,3,5,0.978814125061035,0.03617364126324281,0.04765084805035633,0.09154771149697649,0.03617364126324281,0.04765084805035633,0.09154771149697649
7,Pspline-SGD,0.2,1100,100,face,3,5,0.964458227157593,0.0484535693010282,0.06186741865442592,0.10672152291006719,0.0484535693010282,0.06186741865442592,0.10672152291006719
7,Pspline-SGD,0.2,1200,100,face,3,5,0.958199739456177,0.04288527305172125,0.055391305292449663,0.07835065328647252,0.04288527305172125,0.055391305292449663,0.07835065328647252
7,Pspline-SGD,0.2,1300,100,face,3,5,0.96015739440918,0.0502886888721853,0.04036339373368136,0.07126245846534704,0.0502886888721853,0.04036339373368136,0.07126245846534704
