seed,Method,StepSize,N,Ninit,initMethod,npc,nBatch,Time,RMSEphi1,RMSEphi2,RMSEphi3,RMSEphi1.avg,RMSEphi2.avg,RMSEphi3.avg
10,OnlineFPCA-sgd,0.1,0,100,face,3,5,1.00166296958923,0.06180538645494523,0.09845489417101531,1.3307803379554863,0.06180538645494523,0.09845489417101531,1.3307803379554863
10,OnlineFPCA-sgd,0.1,100,100,face,3,5,0.467040777206421,0.40854163778417496,0.5790847415370576,1.0853003737354046,NA,NA,NA
10,OnlineFPCA-sgd,0.1,200,100,face,3,5,0.341155767440796,0.44261339792490184,0.23983158585518588,1.438929182588877,NA,NA,NA
10,OnlineFPCA-sgd,0.1,300,100,face,3,5,0.345003843307495,0.32726615452299374,0.4155823613189015,1.741036344414201,NA,NA,NA
10,OnlineFPCA-sgd,0.1,400,100,face,3,5,0.342154979705811,0.3131104160497202,0.758304232285058,1.2826849811397685,NA,NA,NA
10,OnlineFPCA-sgd,0.1,500,100,face,3,5,0.360894203186035,0.4419880239405006,0.7300814446149336,0.8350700949421452,NA,NA,NA
10,OnlineFPCA-sgd,0.1,600,100,face,3,5,0.463241100311279,0.19874316801727504,0.6214117185541841,1.2294880541759683,NA,NA,NA
10,OnlineFPCA-sgd,0.1,700,100,face,3,5,0.314970254898071,0.1684362290237655,0.6164834725632606,1.227141797000008,NA,NA,NA
10,OnlineFPCA-sgd,0.1,800,100,face,3,5,0.311393260955811,0.13530588081573888,0.6117953197726561,1.2256543523307126,NA,NA,NA
10,OnlineFPCA-sgd,0.1,900,100,face,3,5,0.317448854446411,0.1190122336261449,0.6061357744529698,1.2201814030979463,NA,NA,NA
10,OnlineFPCA-sgd,0.1,1000,100,face,3,5,0.315499544143677,0.10826277610921894,0.6005574365829524,1.212018411488158,NA,NA,NA
10,OnlineFPCA-sgd,0.1,1100,100,face,3,5,0.456270456314087,0.32910844730867034,0.7014208175459581,1.0269754896152563,0.12227773539592132,0.5982449715978895,1.1232158026778656
10,OnlineFPCA-sgd,0.1,1200,100,face,3,5,0.46370792388916,0.22905818693951535,0.5295088603256768,0.7784611794504974,0.0873891908203841,0.5753873886379026,0.9712742400723136
10,OnlineFPCA-sgd,0.1,1300,100,face,3,5,0.445330858230591,0.4529265141896745,0.562616391476497,0.6583386994913917,0.11354959165673396,0.5701542710724746,0.88350935092187
10,OnlineFPCA-sgd,0.1,1400,100,face,3,5,0.455402851104736,0.518772190304421,0.47355651954067696,1.222762105207848,0.10971658089027098,0.5352645607438531,0.8637966889545151
10,OnlineFPCA-sgd,0.1,1500,100,face,3,5,0.443548679351807,0.2913952817153737,0.6606133825200409,1.3038190849707938,0.10069128602794725,0.4860559871665173,0.934821340397874
10,OnlineFPCA-sgd,0.1,1600,100,face,3,5,0.445622444152832,0.14735876649127247,0.3309874218317417,0.6072213688181946,0.05211070518354103,0.4397330717650986,0.833947799463565
10,OnlineFPCA-sgd,0.1,1700,100,face,3,5,0.437732696533203,0.09364083426046428,0.22701257528618404,0.5709210660191244,0.04569323854578504,0.3924606076328172,0.791311569749817
10,OnlineFPCA-sgd,0.1,1800,100,face,3,5,0.439031362533569,0.06981111511906823,0.18154608062652136,0.5214945189723483,0.04306715874130725,0.36082253154383903,0.7551221028337408
10,OnlineFPCA-sgd,0.1,1900,100,face,3,5,0.440096616744995,0.06619177823837245,0.1472842749848095,0.4940719130271122,0.03938127111597713,0.33395330931174694,0.7234424871218494
10,OnlineFPCA-sgd,0.1,2000,100,face,3,5,0.448508501052856,0.03000404112709308,0.12417511539007978,0.4408065269562345,0.03766554095574665,0.3109354588207327,0.6940694792956099
10,OnlineFPCA-sgd,0.1,2100,100,face,3,5,0.443310737609863,0.42052991220505265,0.3492053172120001,0.29998969725044333,0.03319283898559425,0.2871446567154094,0.6579051936809743
10,OnlineFPCA-sgd,0.1,2200,100,face,3,5,0.439031600952148,0.16346224740858126,0.2111536304542216,0.577936269620512,0.03460505036164859,0.29150417628442493,0.6577001477143638
10,OnlineFPCA-sgd,0.1,2300,100,face,3,5,0.445863246917725,0.20695080223620105,0.2535430866626274,0.4345702215258105,0.04252379666819529,0.2823757182657501,0.6133686172527166
10,OnlineFPCA-sgd,0.1,2400,100,face,3,5,0.437749624252319,0.2940118810916963,0.27752057841517114,0.25882662850064647,0.03847746600451238,0.25443111656855494,0.5664680275354101
10,OnlineFPCA-sgd,0.1,2500,100,face,3,5,0.445561408996582,0.1330371322494089,0.09503297108575032,0.2119682344577814,0.04193150458485788,0.22904089401207992,0.5193652275874736
10,OnlineFPCA-sgd,0.1,2600,100,face,3,5,0.444782018661499,0.461706431996995,0.12785781629758516,0.14062879613280843,0.0373318108406554,0.2107283300897041,0.4766567531194113
10,OnlineFPCA-sgd,0.1,2700,100,face,3,5,0.444978952407837,0.19388270049577663,0.31947636030109156,0.508315339305999,0.03520552339893052,0.19988604814782623,0.44668657396047023
10,OnlineFPCA-sgd,0.1,2800,100,face,3,5,0.465984582901001,0.17674789174337852,0.39932935993735114,0.4352513940858961,0.02865029630021671,0.19464147653371164,0.4348942391230176
10,OnlineFPCA-sgd,0.1,2900,100,face,3,5,0.58637547492981,0.20942921334235348,0.24786659281612025,0.4311904022892669,0.02456653242656768,0.182880482644854,0.42903911112020154
10,OnlineFPCA-sgd,0.1,3000,100,face,3,5,0.43484902381897,0.2654040472829429,0.3418082184009837,0.5719867050169577,0.02630800344164045,0.18046962225989488,0.4288665602475117
10,OnlineFPCA-sgd,0.1,3100,100,face,3,5,0.436874151229858,0.4542782774824352,0.2890312523071224,0.5149818706142388,0.02564743043111921,0.17843288828455706,0.4280467751903157
10,OnlineFPCA-sgd,0.1,3200,100,face,3,5,0.435062170028687,0.0579562946399919,0.17245591190778545,0.39928037950095074,0.02713549631080667,0.1734292658755393,0.42429649180788903
10,OnlineFPCA-sgd,0.1,3300,100,face,3,5,0.438696622848511,0.06248693322337941,0.27331993170697894,0.4391072728534042,0.02716086520260081,0.168308228639171,0.4108140746558529
10,OnlineFPCA-sgd,0.1,3400,100,face,3,5,0.435074090957642,0.3850973310912365,0.4268518593105992,0.4446320506498079,0.02936068415507507,0.16574308753457714,0.3903892528440342
10,OnlineFPCA-sgd,0.1,3500,100,face,3,5,0.439960718154907,0.3366492892520624,0.32209208207198997,0.3746960422961202,0.02887864903886393,0.16468739101269717,0.370790766705862
10,OnlineFPCA-sgd,0.1,3600,100,face,3,5,0.445943832397461,0.2014565956424608,0.31100788706752575,0.2678035302680316,0.02391594773727549,0.16515924048609426,0.35719553358443146
10,OnlineFPCA-sgd,0.1,3700,100,face,3,5,0.437984466552734,0.1038947593188175,0.34883811315714597,0.3338689965271122,0.02518703238019331,0.17205951610253692,0.34900139348668324
10,OnlineFPCA-sgd,0.1,3800,100,face,3,5,0.440009355545044,0.6942619782449446,0.5050152064587795,0.5392216340651973,0.02323680510934402,0.17425528428250683,0.3400090522622286
